name,address,phone,lat,lon
Thai Express,"#116&#44; 296 Shawville Boulevard SE  Calgary,  AB T2Y 3S4",(403) 719-0939,50.9014811,-114.0635657
Thai Express,"1430 Trafalgar Road  Oakville,  ON L6H 2L1",905 844 8532,43.4689298,-79.6999246
Thai Express,"2020 Sherwood Drive  Sherwood Park,  AB T8A 3H9",587 269 0026,53.5310617,-113.2934037
Thai Express,"2014 #6 Ogilvie Road  Gloucester,  ON K1J 7N9",613 680 5200,45.4369307,-75.6037275
Thai Express,"82-1570 18th Street  Brandon,  MB R7A 5C5",204 727 5574,49.8243037,-99.9636376
Thai Express,"Unit 203&#44; 114 Sierra Springs Drive SE  Airdrie,  AB T4B 3G6",587 775 1089,51.2689354,-114.0026873
Thai Express,"499 Terry Fox Drive Unit 95  Kanata,  ON K2T 1H7",613 270 8860,45.3107677,-75.9206954
Thai Express,"13680  137 Avenue North West  Edmonton,  AB T5L 4Z8",780 478 9838,53.5998778,-113.5592845
Thai Express,"5720 boulevard Robert-Bourassa  Laval,  QC H7E 0A5",450 661 6288,45.6109855,-73.7009972
Thai Express,"5510 rue Jean-Talon Ouest  Montreal,  QC H4P 2T5",514-733-5888,45.4922130,-73.6553380
Thai Express,"170 boulevard Fiset  Sorel-Tracy,  QC J3P 3P4",450 855 4567,46.042267,-73.1027547
Thai Express,"1921 98 Street NW  Edmonton,  AB T6N 1L5",780 988 9816,53.4485836,-113.4833553
Thai Express,"2210 Bank street  Ottawa,  ON K1V  1J5",613 680 8977,45.3556337,-75.6546138
Thai Express,"3803 Calgary Trail NW&#44; unit 918  Edmonton,  AB T6J 7A9",780-450-4114,53.4723360,-113.4952329
Thai Express,"120 Bremner Boulevard  Toronto,  ON M5J 0B2",416 360 7340,43.6425704,-79.3830512
Thai Express,"5015 111 Street N.W.  Edmonton,  AB T6H 4M6",780 430 6946,53.4854955,-113.513648
Thai Express,"5475 Spring Garden Rd  Halifax,  NS B3J 3T2",(902) 470-1360,44.6434025,-63.5764476
Thai Express,"6615N. Grand Parkway W.&#44; Suite 101  Spring,  TX 77839",281 201 6442,30.0886812,-95.5212992
Thai Express,"100 City Centre Drive  Mississauga,  ON L5B 2C9",905 277 3672,43.5930784,-79.6424911
Thai Express,"181 boul. Sir Wilfrid Laurier  St Basile Le Grand,  QC J0L 2B0",450-441-2263,45.5289313,-73.2889504
Thai Express,"471 boulevard des Laurentides  Saint-Jerome,  QC J7Z 4L9",450 431 8008,45.7634789,-73.9933304
Thai Express,"13845 chemin Saint-Simon Suite 106  Mirabel,  QC J7N 1P3",450 432 7702,45.7038700,-74.0942436
Thai Express,"3006 St-Charles Boulevard&#44; #2  Kirkland,  QC H9H 3B7",514 694-0037,45.4489159,-73.8559302
Thai Express,"4497 St-Denis  Montreal,  QC H2J 2L2",514 447-9349,45.5240254,-73.5826696
Thai Express,"1581 rue Saint-Denis  Montreal,  QC H2X 3K3",514 903 6662,45.5148967,-73.5621983
Thai Express,"348 chemin Yamaska  St-Germain-de-Grantham,  QC J0C 1K0",819 730 0072,45.8540004,-72.5801656
Thai Express,"651 boulevard Du Seminaire Nord  Saint-Jean-Sur-Richelieu,  QC J3B 5M2",450 376 7007,45.3197651,-73.2636291
Thai Express,"8780 boulevard Saint-Laurent local 7  Montreal,  QC H2N 1M4",514 389 1188,45.5417970,-73.6433837
Thai Express,"1200 St. Laurent Boulevard  Ottawa,  ON K1K 3B8",613 321 4403,45.4219466,-75.6387057
Thai Express,"1225 St. Mary  Winnipeg,  MB R2M 5E5",204 254 8555,49.828864,-97.1104648
Thai Express,"200 rue Principale  Sainte-Agathe-Des-Monts,  QC J8C 1K6",819 323 8787,46.0457895,-74.2774564
Thai Express,"435 Stone Road West  Guelph,  ON N1G 2X6",519 824 2115,43.5182747,-80.2387533
Thai Express,"404-2550 Country Hills Boulevard NE  Calagary,  AB T3N 1E4",403 293 2811,51.1543428,-113.9985195
Thai Express,"150  6th Avenue S.W. #215  Calgary,  AB T2P 3Y6",403 210 3328,51.0479184,-114.0644599
Thai Express,"2525 36th Street N.E. #F106  Calgary,  AB T1Y 5T4",587 353 8338,51.0741829,-113.98543
Thai Express,"4830 Gordon Road Unit 165  Regina,  SK S4W 0B7",306 565 0666,50.4065822,-104.6493140
Thai Express,"751 3rd Street S.W.  Calgary,  AB T2P 4K8",403 237 9966,51.0461119,-114.0709288
Thai Express,"520 boulevard Frontenac Ouest local 108  Thetford Mines,  QC G6G 5V9",418 338 3876,46.097039,-71.321133
Thai Express,"6301 Silver Dart Drive Terminal 1  Mississauga,  ON L4W 1S9",416 776 3190 ext 69761,43.6804700,-79.6117275
Thai Express,"525 Industrial Avenue  #3 Ottawa,  ON K1G 0Z1",613 789 4949,45.4119768,-75.6460703
Thai Express,"Unit 18&#44; 34 Southridge Drive  Okotoks,  AB T1S 2G5",403 995 2121,50.7137110,-113.9769186
Thai Express,"150 Place Charles-Le Moyne  Longueuil,  QC J4K 0A8",450 651 8880,45.5248244,-73.5213151
Thai Express,"505 University Avenue  Toronto,  ON M5G 1H4",416 204 1592,43.6558353,-79.3881303
Thai Express,"8918 - 112 Street  Edmonton,  AB T6G2C5",780-760-8424,53.5256954,-113.5209706
Thai Express,"100 Louis-Pasteur Unit 2223  Ottawa,  ON K1N 6N5",613-240-6839,45.4219934,-75.6817078
Thai Express,"William G Davis Building&#44; 3359 Missisauga Road  Missisauga,  ON L5L1C6",,43.5481418,-79.6619014
Thai Express,"637 32e avenue  Lachine,  QC H8T 3G6",514 637 2999,45.4401705,-73.6924860
Thai Express,"FC-04&#44; 200 Burrard Street  Vancouver,  BC V6C 3L6",604 669 8038,49.2876106,-123.1150993
Thai Express,"1533&#44; 8882 170 Street North&#44; Unit # Q-105  West Edmonton,  AB T5T 4J2",780 341 0773,53.5224397,-113.6218712
Thai Express,"1533-8882 170 Street Local G107  Edmonton,  AB T5T 3J7",780 341 4888,53.5229628,-113.6196718
Thai Express,"533 Westmorland Road  St John,  NB E2J 2G5",506 634 7979,45.3105774,-66.0144369
Thai Express,"70 Weston Road  Toronto,  ON M6N 0A7",416 604 1888,43.674046,-79.4693489
Thai Express,"1104 Wellington Road  London,  ON N6E 1V4",519 668 1888,42.932052,-81.2211378
Thai Express,"150 -19705 Fraser Highway  Langley,  BC V3A 7E9",604 427 2247,49.1147807,-122.6750018
Thai Express,"76 Grenville Street Unit 3  Toronto,  ON M5S 1B2",416 921 9222,43.6615921,-79.3869593
Thai Express,"500 Rexdale Boulevard  Etobicoke,  ON M9W 6K5",416 679 8158,43.7202592,-79.6003615
Thai Express,"9045 Airport Road  Brampton,  ON L6S 0B8",905 799 8388,43.7445905,-79.6964138
Thai Express,"14 rue Sainte-Anne  Yamachiche,  QC G0X 3L0",819 228 8881,46.2769359,-72.846269
Thai Express,"4841 Yonge Street Unit 207  North York,  ON M2N 5X2",416 733 9775,43.7625088,-79.4105316
Thai Express,"4700 Keele Street  Toronto,  ON M3J 1P3",416 736 5108,43.7780455,-79.4954720
Thai Express,"4025 Yonge Street  Toronto,  ON M2P 2E3",647 427 0777,43.7448718,-79.4062892
Thai Express,"3401 Dufferin Street  Toronto,  ON M6A 2T9",647 351 6688,43.7246843,-79.4541729
