name,restaurant_address,subzone_name,website,serves_veg_flag,pure_veg_flag,temp_closed_flag,is_seating_available,lat,phone,cuisine_mexican,cuisine_fusion,cuisine_sandwich,cuisine_bakery,cuisine_burger,cuisine_canadian,cuisine_vegetarian,cuisine_bar_food,cuisine_tapas,cuisine_american,cuisine_bbq,cuisine_southern,cuisine_desserts,cuisine_seafood,cuisine_cafe,cuisine_italian,cuisine_pizza,cuisine_diner,cuisine_french,cuisine_steak,cuisine_asian,cuisine_international,cuisine_ice_cream,cuisine_middle_eastern,cuisine_indian,cuisine_european,cuisine_thai,cuisine_greek,cuisine_sushi,cuisine_korean,cuisine_mediterranean,cuisine_malaysian,cuisine_german,cuisine_dim_sum,cuisine_japanese,cuisine_chinese,cuisine_healthy_food,cuisine_juices,cuisine_grill,cuisine_sri_lankan,cuisine_spanish,cuisine_latin_american,cuisine_north_indian,cuisine_turkish,cuisine_breakfast,cuisine_fast_food,cuisine_vietnamese,cuisine_tex-mex,cuisine_cantonese,cuisine_sichuan,cuisine_ramen,cuisine_ethiopian,cuisine_scottish,cuisine_irish,cuisine_african,cuisine_asian_fusion,cuisine_fish_and chips,cuisine_portuguese,cuisine_iranian,cuisine_south_indian,cuisine_lebanese,cuisine_hong_kong style,cuisine_tea,cuisine_afghan,cuisine_moroccan,cuisine_caribbean,cuisine_salvadorean,cuisine_british,cuisine_arabian,cuisine_swedish,cuisine_pakistani,cuisine_beverages,cuisine_eastern_european,cuisine_bubble_tea,cuisine_cajun,cuisine_taiwanese,cuisine_deli,cuisine_jamaican,cuisine_donuts,cuisine_coffee_and tea,cuisine_drinks_only,cuisine_somali,cuisine_filipino,cuisine_frozen_yogurt,cuisine_pub_food,cuisine_kebab,cuisine_syrian,cuisine_northern_chinese,cuisine_salad,cuisine_polish,cuisine_burmese,cuisine_teriyaki,cuisine_russian,cuisine_cuban
Shafali Restaurant,"308 Dalhousie Street, Ottawa K1N 7E5",ByWard Market,http://shafali.com/,0,0,0,TRUE,45.4293416667,+1 (613) 789-9188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bocca Juice,"2446 Bank Street, Ottawa K1V 8S2",South Keys,http://www.laboccajuice.ca/,0,0,0,TRUE,45.3526694444,+1 (613) 523-1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rex,"40 Adeline Street, Ottawa K1S 3L3",Little Italy,http://therexottawa.com/,0,0,0,TRUE,45.3990730000,+1 (613) 695-9739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T' Basil,"2440 St. Joseph Boulevard, Ottawa K1C 1E9",Orleans,http://www.tbasil.com/,0,0,0,TRUE,45.4691805556,+1 (613) 830-1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36 Pho Viet Cuisine,"1600 Merivale Road, Ottawa K2G 3K3",Nepean,NA,0,0,0,TRUE,45.3494750000,+1 (613) 228-6786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystiko,"281 Kent Street, Ottawa K2P 2A3",Centretown,http://www.mystikogreekkitchen.com/,0,0,0,TRUE,45.4150810000,+1 (613) 233-3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lapointe,"60 Colchester Square, Ottawa K2K 2X4",Kanata,http://www.lapointefish.ca/,0,0,0,TRUE,45.3211450000,+1 (613) 599-1424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il Primo,"371 Preston Street, Ottawa K1S 4M8",Little Italy,NA,0,0,0,TRUE,45.4009410000,+1 (613) 234-6858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Govinda's Vegetarian Buffet,"212 Somerset Street East, Ottawa K1N 6V5",Sandy Hill,https://ethicaltree.com/listings/ottawa/govinda-s-vegetarian-buffet,0,0,0,TRUE,45.4224140000,+1 (613) 565-6544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coasters Seafood Grill,"54 York Street, Ottawa K1N 9C7",ByWard Market,http://coasters.ca/,0,0,0,TRUE,45.4282690000,+1 (613) 241-4954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pho Bo Ga 1,"12 Lebreton Street North, Ottawa K1R 6R1",Centretown West,NA,0,0,0,TRUE,45.4097833333,+1 (613) 695-6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panera Bread,320 West Hunt Club Road K2E 0B7,Nepean,https://www.panerabread.com/en-us/home.html,0,0,0,TRUE,45.3389174000,+1 (613) 274-0888: +1 (613) 274-0888,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wood on Wellington,"1237 Wellington Street West, Ottawa K1Y 3A3",Wellington West,http://www.woodonwellington.com/,0,0,0,TRUE,45.3996916667,+1 (613) 667-9477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korean Palace,"610 Somerset Street West, Ottawa K1R 5K4",Centretown,http://www.koreanpalace.ca/,0,0,0,TRUE,45.4120861111,+1 (613) 321-3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow Tea Room,"527 Sussex Drive, Ottawa K1N 5S6",ByWard Market,http://www.moscowtearoom.com/,0,0,0,TRUE,45.4269016000,+1 (613) 627-2335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atari,"297 Dalhousie Street, Ottawa, ON K1N 7E5",ByWard Market,http://www.atariottawa.com,0,0,0,TRUE,45.4297280000,+1 (613) 422-8877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Punjabi Clay Oven,"4055 Carling Avenue, Ottawa K2K 2A4",Kanata,http://indianpunjabiclayoven.ca/#/home,0,0,0,TRUE,45.3385694444,+1 (613) 963-0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Pho Bo Ga La,"763 Somerset Street West, Ottawa K1R 6R1",Centretown West,NA,0,0,0,TRUE,45.4102055556,+1 (613) 233-2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Stars,"1380 Clyde Avenue, Ottawa K2G 1Y7",Nepean,http://asianstarsrestaurant.com/index.html,0,0,0,TRUE,45.3597916667,+1 (613) 695-2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baja Burger Shack,"Britannia Beach, 100 Greenview Avenue, Ottawa K2B 8J8",Bayshore,http://bajaburgerhouse.com/,0,0,0,TRUE,45.3643722222,+1 (613) 614-2233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea King Shark Fin Seafood Restaurant,"1558 Merivale Road, Ottawa K2G 3J9",Nepean,NA,0,0,0,TRUE,45.3530666667,+1 (613) 228-8819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooley's,"292 Elgin Street, Ottawa K2P 1M3",Centretown,http://www.hooleyspub.com/,0,0,0,TRUE,45.4168840000,+1 (613) 231-3888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Kabob House,"2750 Iris Street, Ottawa K2C 1E6 3C9",Nepean,http://supremekabobhouse.ca/,0,0,0,TRUE,45.3478555556,+1 (613) 596-9777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Restaurant - Nepean,290 W Hunt Club Road K2E 6T7,Nepean,http://www.mandarinrestaurant.com,0,0,0,TRUE,45.3387230000,+1 (613) 228-2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chillies Tandoor & Grill Company,"2675 Alta Vista Drive, Ottawa K1V 7T4",Alta Vista,http://www.chilliestandoor.com/,0,0,0,TRUE,45.3728783000,+1 (613) 699-1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pure Kitchen,"340 Elgin Street, Ottawa K2P 1M5",Centretown,http://www.purekitchenottawa.com,0,0,0,TRUE,45.4158820000,+1 (613) 233-7873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Som Tum,"260 Nepean Street, Ottawa K1R 5G3",Centretown,http://www.somtumthai.ca,0,0,0,TRUE,45.4164111111,+1 (613) 781-8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairouz,"343 Somerset Street W, Ottawa K2P 2P1",Centretown,http://fairouz.ca/,0,0,0,TRUE,45.4158140000,+1 (613) 422-7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh Basil!,"Elmvale Acres Shopping Centre, 1910 St. Laurent Boulevard, Ottawa K1G 1A4",Alta Vista,http://www.ohbasil.com/,0,0,0,TRUE,45.3991555556,+1 (613) 521-3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napoli's,"81 Richmond Road, Ottawa K1Z 6V8",Westboro,NA,0,0,0,TRUE,45.3968777778,+1 (613) 728-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phu Yen,"700 March Road, Ottawa K2K 2V9",Kanata,http://www.phu-yenrestaurant.com/,0,0,0,TRUE,45.3499861111,+1 (613) 599-0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghani Kabob Express,"249 Bank Street, Ottawa K2P 1W9",Centretown,http://afghanikabobexpress.ca/,0,0,0,TRUE,45.4164287000,+1 (613) 593-8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pho Bo Ga La,"784 Somerset Street West, Ottawa K1R 6R1",Centretown West,NA,0,0,0,TRUE,45.4098277778,+1 (613) 230-2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tea Party Cafe,"119 York Street, Ottawa K1N 5T4",ByWard Market,http://www.theteapartycafe.com/,0,0,0,TRUE,45.4291270000,+1 (613) 562-0352,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawarma King,"395 Bank Street, Ottawa K2P 1Y3",Centretown,http://www.shawarmasking.com/,0,0,0,TRUE,45.4133490000,+1 (613) 233-2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurley's,"Bridlewood Plaza, 64 Stonehaven Drive, Ottawa K2M 2Y2",Kanata,http://www.hurleysgrill.com,0,0,0,TRUE,45.2914555556,+1 (613) 271-3073,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin Convenience & Bakery,"1801 Carling Avenue, Ottawa K2A 1C9",Carlingwood,NA,0,0,0,TRUE,45.3773416667,+1 (613) 728-5331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graffiti's,"Holiday Inn & Suites, 101 Kanata Avenue, Ottawa K2T 1E6",Kanata,NA,0,0,0,TRUE,45.3115666667,+1 (613) 271-0921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowman's Bar & Grill,"1170 Carling Avenue, Ottawa K1Z 7K6",Carlington,NA,0,0,0,TRUE,45.3880611111,+1 (613) 680-9339,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springroll House Cafe,"1093 Wellington Street West, Ottawa K1Y 2Y4",Wellington West,NA,0,0,0,TRUE,45.4029000000,+1 (613) 728-3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beijing Legend,"1800 Bank Street, Ottawa K1V 0W3",Riverside,http://www.beijinglegend.com/,0,0,0,TRUE,45.3721500000,+1 (613) 737-5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pub 101,"101 York Street, Ottawa K1N 8Y3",ByWard Market,http://www.pub101.com/,0,0,0,TRUE,45.4289180000,+1 (613) 789-3515,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patty Boland's,"101 Clarence Street, Ottawa K1N 5P5",ByWard Market,http://www.pattybolands.com/,0,0,0,TRUE,45.4293861111,+1 (613) 789-7822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iPho,"115 Parent Avenue, Ottawa K1N 5M6",ByWard Market,http://ipho-ottawa.com/,0,0,0,TRUE,45.4293416667,+1 (613) 695-4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoe's - Fairmont Château Laurier,"Fairmont Château Laurier, 1 Rideau Street, Ottawa K1N 8S7",ByWard Market,http://www.zoesottawa.com,0,0,0,TRUE,45.4251800000,+1 (613) 241-1414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Wing Kanata,700 Eagleson Road K2M 1P6,Kanata,http://www.wildwingrestaurants.com/,0,0,0,TRUE,45.2865100000,+1 (613) 270-9453: +1 (613) 270-9453,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasbah Village,"261 Laurier Avenue West, Ottawa K1P 5J9",Centretown,http://www.kasbah.ca/,0,0,0,TRUE,45.4192722222,+1 (613) 232-3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schnitzel Works,"1400 Cyrville Road, Ottawa K1B 5K1",Riverview,http://www.schnitzelworks.com/,0,0,0,TRUE,45.4208416667,+1 (613) 695-9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
