name,address,phone,lat,lng,category2,category3,dataset,chain,nems_code,Nbhd,update_date
Foreign Cinema,"121 Clarence Street, Ottawa, ON K1N 5P9",NA,45.4296544,-75.6919979,restaurant,nightlife,old,0,0,Byward Market,2018-07-10
Frank's Catering and Baked Goods,"283 Greenbank Road, Ottawa K2H 8K9",+1 (613) 421-6661,45.3242,-75.7777638889,restaurant,regular,new,0,0,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,2021-11-11
FRANKIE'S ITALIAN DELI,7-58 ANTARES DRIVE,NA,45.33045959,-75.70956421,fast food,regular,old,0,354,Hunt Club South Industrial,2018-07-06
FRANKS BAKED GOODS & CATERING,"22 Antares Dr., Ottawa, ON K2E 7Z6",NA,45.3343717,-75.7092142,fast food,regular,old,1,0,Hunt Club South Industrial,2018-07-26
FRANKS BAKED GOODS & CATERING,"283 Greenbank Road, Ottawa, ON K2H",NA,45.324268000000004,-75.7776596,fast food,regular,old,1,0,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,2018-07-26
Fratelli,"499 Terry Fox Drive, Ottawa K2T 1H7",+1 (613) 592-0225,45.3108166667,-75.9198611111,restaurant,regular,new,0,0,Kanata Lakes - Arcardia,2021-11-11
FRATELLI,499-75 TERRY FOX DRIVE,NA,45.31090164,-75.92003632,restaurant,regular,old,0,0,Kanata Lakes - Arcardia,2018-07-06
FRATELLI WESTBORO,309 RICHMOND ROAD,NA,45.39344788,-75.75128937,restaurant,regular,old,0,0,Westboro,2018-07-06
Fresh Food Company,"Carleton University, Residence Commons, 1125 Colonel By Drive, Third Floor, Ottawa K1S 5B6",+1 (613) 520-8422,45.387106,-75.696449,restaurant,regular,new,0,0,Carleton University,2021-11-11
Fresh Start,"5558 Manotick Main Street, Ottawa K4M 1A5",+1 (613) 858-8244,45.223992,-75.682283,restaurant,regular,new,0,0,Manotick,2021-11-11
FRESHII,"1106 Klondike Rd, Kanata, ON K2K 0G1",NA,45.3539349,-75.9319328,fast food,regular,old,1,403,Brookside - Briarbrook - Morgan's Grant,2018-06-28
FRESHII,"342 Richmond Rd, Ottawa, ON K1Z 5C6",NA,45.3919022,-75.7540164,fast food,regular,old,1,403,Laurentian,2018-06-28
FRESHII,98 SPARKS STREET,NA,45.42267227,-75.6975708,fast food,regular,old,1,403,Centretown,2018-06-28
Freshly Squeezed,"1200 St. Laurent Boulevard, Ottawa, ON K1K 3B8",NA,45.4219466,-75.6387057,fast food,regular,old,1,0,Overbrook - McArthur,2018-07-26
Freshly Squeezed,"Place d'Orléans, 110 Place d'Orleans Drive, First Floor, Ottawa K1C 2L9",+1 (613) 841-8786,45.4771416667,-75.5187444444,restaurant,regular,new,1,0,Convent Glen - Orléans Woods,2021-11-11
Friendly Restaurant & Pizzeria,"1756 Laurier Street, Clarence-Rockland K4K 1E1",+1 (613) 446-2867,45.5488805556,-75.2911083333,restaurant,regular,new,0,0,(None),2021-11-11
FRITOMANIA,2442 ST JOSEPH BOULEVARD,NA,45.46961975,-75.52763367,fast food,regular,old,0,340,Orléans Village - Chateauneuf,2018-07-06
Fry Me To the Moon,"140 Craig Street, Russell, ON K4R 1A1",NA,45.2569116,-75.3727299,fast food,regular,old,0,0,(None),2018-07-26
Fry Thyme,"2010 Ogilvie Road, Ottawa K1J 8X3",+1 (613) 746-4211,45.4362222222,-75.6055611111,restaurant,regular,new,0,0,Beacon Hill South - Cardinal Heights,2021-11-11
FUEL BAR,99 METCALFE STREET,NA,45.42083359,-75.69549561,fast food,regular,old,0,291,Centretown,2018-07-06
Full Cup,"424 Queen Street, Unit B, Ottawa K1R 5A8",+1 (613) 276-5565,45.4176493482,-75.7075109705,restaurant,regular,new,0,0,Centretown,2021-11-11
Full House Asian Cuisine,"1766 Carling Avenue, Ottawa, ON K2A 1E1",NA,45.3773384,-75.753397,restaurant,regular,old,0,0,Carlingwood West - Glabar Park - McKellar Heights,2018-07-10
Fumi’s African Caribbean Restaurant,"502 Rochester Street, Ottawa, ON K1S 4L8",NA,45.4007965,-75.7072537,restaurant,regular,old,1,0,West Centretown,2018-07-10
Fumi’s African Caribbean Restaurant,"911 Richmond Road, Ottawa K2A 0G8",+1 (613) 722-8228,45.3786361111,-75.7742527778,restaurant,regular,new,1,0,Carlingwood West - Glabar Park - McKellar Heights,2021-11-11
Fusion,"5507 Hazeldean Road, Ottawa K2S 0P5",+1 (613) 836-1688,45.2898833333,-75.9024194444,restaurant,regular,new,0,0,Stittsville,2021-11-11
G.A.B.'s,"1039 Laurier St, Rockland, ON K4K 1E3",NA,45.5538629,-75.2798091,restaurant,nightlife,old,0,0,(None),2018-06-01
Gab's Sports Bar,"1039 Laurier Street, Clarence-Rockland K4K 1E6",+1 (613) 446-9916,45.5539666667,-75.2798833333,restaurant,regular,new,0,0,(None),2021-11-11
Gabriel's Pizza,"1025 Notre Dame St, Embrun, ON, K0A1W0",NA,45.2740852,-75.2756205,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"121 Avenue Lepine, Buckingham, ON, J8L3G1",NA,45.5758618,-75.4101042,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"1355 Richmond Rd, Ottawa, ON, K2B6R7",NA,45.3667767,-75.7876441,fast food,regular,new,1,0,Britannia Village,2021-11-11
Gabriel's Pizza,"178 Boulevard Greber, Gatineau, ON, J8T6Z6",NA,45.4717381,-75.7018811,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"200 Promenade du Portage, Gatineau, ON, J8X4B7",NA,45.4268242,-75.7143686,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"214 Montreal Rd, Ottawa, ON, K1L6B2",NA,45.435485,-75.66258,fast food,regular,new,1,0,Vanier South,2021-11-11
Gabriel's Pizza,"215 Chemin d'Aylmer, Gatineau, ON, G9H1A3",NA,45.3961274,-75.8308042,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"216 Boulevard Saint-Joseph, Gatineau, ON, J8y3X4",NA,45.4348966,-75.7328755,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"2727 County Rd 43, Kemptville, ON, K0G 1J0",NA,45.02304,-75.65217,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"2756 Chamberland St, Rockland, ON, K4K1M6",NA,45.5442175,-75.3026763,fast food,regular,new,1,0,(None),2021-11-11
Gabriel's Pizza,"290 Rideau St, Ottawa, ON, K1N5Y3",NA,45.4283598,-75.6881317,fast food,regular,new,1,0,Byward Market,2021-11-11
Gabriel's Pizza,"408 Boulevard la Vérendrye E, Gatineau, ON,",NA,45.5004874,-75.6420776,fast food,regular,new,1,0,(None),2021-11-11
GABRIEL PIZZA,1335 RICHMOND ROAD,NA,45.36679077,-75.78762817,fast food,regular,old,1,155,Britannia Village,2018-06-28
GABRIEL PIZZA,175 RIDEAU STREET,NA,45.42739487,-75.68949127,fast food,regular,old,1,155,Byward Market,2018-06-28
GABRIEL PIZZA,339 MONTREAL ROAD,NA,45.43810654,-75.65672302,fast food,regular,old,1,155,Vanier North,2018-06-28
Gaia Java Coffee Company,"1300 Stittsville Main Street, Ottawa K2S 1A3",+1 (613) 836-5469,45.265693,-75.930068,restaurant,regular,new,0,0,Stittsville,2021-11-11
Garden Grille And Bar,"2400 Alert Rd, Ottawa, ON K1V 0R4",NA,45.3279915,-75.6521822,restaurant,nightlife,old,0,0,Hunt Club - Ottawa Airport,2018-06-01
Garlic & Onion,"1465 Richmond Road, Ottawa, ON K2B 6R9",NA,45.3633001,-75.7905325,restaurant,regular,old,0,0,Britannia Village,2018-07-10
Gelatini Gelato,"344 Preston Street, Ottawa K1S 4M6",+1 (613) 235-8050,45.4016092,-75.7102411,restaurant,regular,new,0,0,West Centretown,2021-11-11
Generations Inn,"717 Lake Park Road, Carleton Place K7C 0C4",+1 (613) 253-5253,45.1045222222,-76.1632527778,restaurant,regular,new,0,0,(None),2021-11-11
George's Meat Shop,"3681 Innes Road, Ottawa K1C 1T1",+1 (613) 424-6700,45.450238,-75.518988,restaurant,regular,new,0,0,Orléans Village - Chateauneuf,2021-11-11
George's Restaurant,"1128 Concession Street, Russell K4R 1C8",+1 (613) 445-3395,45.256925,-75.3582083333,restaurant,regular,new,0,0,(None),2021-11-11
GEORGIES PIZZA,1661 CARLING AVENUE,NA,45.37978363,-75.74903107,fast food,regular,old,0,375,Westboro,2018-07-06
Geronimo,146 Prescott Street K0G 1J0,+1 (613) 215-0401,45.015358,-75.644821,restaurant,regular,new,0,0,(None),2021-11-11
Gina’s Cafe,"710 Gladstone Avenue, Ottawa, ON K1R 6X3",NA,45.4074561,-75.7042511,restaurant,regular,old,0,0,West Centretown,2018-07-10
GING SING CHINESE RESTAURANT,939A SOMERSET STREET WEST,NA,45.40819931,-75.7153244,restaurant,regular,old,0,0,West Centretown,2018-07-06
Ginger Cafe,"132 Coleman Street, Carleton Place K7C 4M7",+1 (613) 492-1345,45.1360944444,-76.1348027778,restaurant,regular,new,0,0,(None),2021-11-11
Gingerbread Man,"1134 Tighe Street, Ottawa K4M 1A4",+1 (613) 692-3209,45.225644,-75.683203,restaurant,regular,new,0,0,Manotick,2021-11-11
GINKGO GARDEN,2225 ST LAURENT BOULEVARD,NA,45.38957214,-75.61741638,fast food,regular,old,0,397,Hawthorne Meadows - Sheffield Glen,2018-07-06
Ginza Ramen,"832 Somerset Street West, Ottawa K1R 6R5",+1 (613) 680-8822,45.4090888889,-75.7116555556,restaurant,regular,new,0,0,West Centretown,2021-11-11
GINZA RAMEN SUSHI & SAKE BAR,280 ELGIN STREET,NA,45.41744995,-75.6901474,restaurant,regular,old,0,0,Centretown,2018-07-06
Giovanni's Snack Bar,"376 Booth Street, Ottawa K1R 7K6",+1 (613) 238-9204,45.406951,-75.709162,restaurant,regular,new,0,0,West Centretown,2021-11-11
GIOVANNI SNACK BAR,376-1 BOOTH STREET,NA,45.40694427,-75.70913696,fast food,regular,old,0,395,West Centretown,2018-07-06
Gladstone Lounge,"750 Gladstone Avenue, Ottawa, ON K1R 6X5",NA,45.406964,-75.7053169,restaurant,nightlife,old,0,0,West Centretown,2018-07-26
GLORIA PIZZA,1588 WALKLEY ROAD,NA,45.37678528,-75.64627075,fast food,regular,old,0,379,Ledbury - Heron Gate - Ridgemont,2018-07-06
Glue Pot Pub,"340 Queen St, Ottawa, ON K1R 5A5",NA,45.4184152,-75.7052441,restaurant,nightlife,old,0,0,Centretown,2018-06-01
GoForSushi,"407 Laurier Avenue W, Ottawa, ON K1R 7Y7",NA,45.4174285,-75.7025666,restaurant,regular,old,0,0,Centretown,2018-07-10
GoGiYa Korean Fried Chicken,"155 Bank Street, Centretown, Ottawa",+1 (613) 680-0988,45.418919,-75.69922,restaurant,regular,new,0,0,Centretown,2021-11-11
GOLDEN BAGUETTE BAKERY LTD,242 BANK STREET,NA,45.41638947,-75.69736481,fast food,regular,old,0,455,Centretown,2018-07-06
GOLDEN BBQ GRILL,1-928 MONTREAL ROAD,NA,45.44642639,-75.62858582,fast food,regular,old,0,101,Carson Grove - Carson Meadows,2018-07-06
Golden Bubbles,"11 William Street, Ottawa, ON K1N 6Z9",NA,45.428898,-75.692678,fast food,regular,old,0,0,Byward Market,2018-07-26
GOLDEN CAPITAL,1139 BAXTER ROAD,NA,45.35059738,-75.7819519,fast food,regular,old,0,473,Iris - Queensway Terrance South,2018-07-06
Golden Crust,"1730, Montreal Road, Vanier, Ottawa K1K 2Z7",+1 (613) 695-9955,45.4490138889,-75.6508166667,restaurant,regular,new,0,0,Manor Park,2021-11-11
GOLDEN CRUST PIZZERIA,353 ST LAURENT BOULEVARD,NA,45.44916916,-75.65073395,fast food,regular,old,0,373,Manor Park,2018-07-06
Golden Fries Chip Wagon,"6505 Jeanne D'Arc Boulevard, Orleans, ON K1C 2J1",NA,45.4801256,-75.5363839,fast food,regular,old,0,0,Convent Glen - Orléans Woods,2018-07-26
Golden India,"408 McArthur Avenue, Ottawa K1K 1G5",+1 (613) 842-9153,45.4320027778,-75.6486277778,restaurant,regular,new,0,0,Overbrook - McArthur,2021-11-11
Golden Restaurant,"130 Riocan Drive, Ottawa K2J 5G3",+1 (613) 825-2188,45.26875,-75.740875,restaurant,regular,new,0,0,Chapman Mills,2021-11-11
GOLDEN STAR,15 SPRINGFIELD ROAD,NA,45.44032288,-75.67637634,fast food,regular,old,0,260,Lindenlea - New Edinburgh,2018-07-06
GOLDEN THAI,1620-27 SCOTT STREET,NA,45.40382004,-75.73274231,restaurant,regular,old,0,0,Hintonburg - Mechanicsville,2018-07-06
Gongfu Bao Cart,"Confederation Park, Ottawa, ON K1P 5J2",NA,45.4222068,-75.6924021,restaurant,regular,old,0,0,Centretown,2018-07-10
Good Companion,"15 Allan Street, Carleton Place K7C 1T1",+1 (613) 253-3288,45.139606,-76.146406,restaurant,regular,new,0,0,(None),2021-11-11
Good Time Karaoke,"2051 Wildflower Dr, Orléans, ON K1E 3R5",NA,45.4579767,-75.5013941,nightlife,nightlife,old,0,0,Queenswood Heights,2018-07-06
GOODIES,"103 Fourth Avenue, Ottawa, ON K1S 2L1",NA,45.4026622,-75.6875273,restaurant,regular,old,0,0,Glebe - Dows Lake,2018-07-10
GOODNESS GRACIOUS CAFE,1716 MONTREAL ROAD,NA,45.44594955,-75.61109161,restaurant,regular,old,0,0,Beacon Hill South - Cardinal Heights,2018-07-06
Gourmet Café +,"1687 Montreal Road, Ottawa K1J 6N6",+1 (613) 244-1159,45.446581,-75.612877,restaurant,regular,new,0,0,Rothwell Heights - Beacon Hill North,2021-11-11
Graffiti's,"Holiday Inn & Suites, 101 Kanata Avenue, Ottawa K2T 1E6",+1 (613) 271-0921,45.3115666667,-75.9049527778,restaurant,regular,new,0,0,Kanata Lakes - Arcardia,2021-11-11
Great Canadian Poutinerie,"200 Deschamps Avenue, Ottawa, ON K1L 5Z2",NA,45.4365425,-75.6647835,restaurant,regular,old,0,0,Vanier North,2018-07-10
Great Hall Café,"National Gallery of Canada, 380 Sussex Drive, Ottawa K1N 9N4",+1 (613) 943-0247,45.429659,-75.69743,restaurant,regular,new,0,0,Byward Market,2021-11-11
GREEK ON WHEELS,3 HAWTHORNE AVENUE,NA,45.41202545,-75.68241882,fast food,regular,old,0,84,Old Ottawa East,2018-06-28
Greek on Wheels,"343 Somerset St W, Centretown, Ottawa",NA,45.4158555,-75.6956466,fast food,regular,new,1,0,Centretown,2021-11-11
Greek on Wheels,"605 Longfields Dr., Barrhaven",NA,45.2847669,-75.7449274,fast food,regular,new,1,0,Old Barrhaven East,2021-11-11
Greek Plus,"6483 Jeanne D'Arc Boulevard North, Ottawa K1C 2R1",+1 (613) 837-1500,45.4795305556,-75.537475,restaurant,regular,new,0,0,Convent Glen - Orléans Woods,2021-11-11
GREEK PLUS,6505 JEANNE D'ARC BOULEVARD,NA,45.47977066,-75.53716278,fast food,regular,old,0,283,Convent Glen - Orléans Woods,2018-07-06
Greekos,"1224 Shillington Avenue, Ottawa, ON K1Z 7Z4",NA,45.3806314,-75.7283501,restaurant,regular,old,0,0,Carlington,2018-07-10
Greeky Grill,"152 Nelson St, Ottawa, ON K1N 5Y6",NA,45.4299232,-75.684634,fast food,regular,old,0,0,Lowertown,2018-07-10
Greely Hot Pizzeria,"1341 Meadow Drive, Ottawa K4P 1N3",+1 (613) 821-0800,45.265352,-75.56227,restaurant,regular,new,0,0,Greely,2021-11-11
GREEN DOOR RESTAURANT,198 MAIN STREET,NA,45.40831375,-75.67773438,restaurant,regular,old,0,0,Old Ottawa East,2018-07-06
GREEN GARDEN CAFE,1145 HUNT CLUB ROAD,NA,45.35181427,-75.65239716,fast food,regular,old,0,146,South Keys - Greenboro West,2018-07-06
GREEN PAPAYA,1374 BASELINE ROAD,NA,45.36231613,-75.73708344,restaurant,regular,old,1,0,Skyline - Fisher Heights,2018-06-29
GREEN PAPAYA,256 PRESTION STREET,NA,45.40444565,-75.71206665,restaurant,regular,old,1,0,West Centretown,2018-06-29
Green Papaya,"256 Preston Street, Ottawa K1R 7R5",+1 (613) 231-8424,45.404518,-75.711969,restaurant,regular,new,0,0,West Centretown,2021-11-11
GREEN REBEL,"160 Elgin St, Ottawa, ON K1A 0W9",NA,45.423532,-75.6963868,fast food,regular,old,1,79,Centretown,2018-06-28
Green Rebel,"340 Albert Street, Suite 140, Ottawa K1R 7Y6",+1 (613) 235-5999,45.4191944444,-75.7027361111,restaurant,regular,new,0,0,Centretown,2021-11-11
GREEN REBEL,340-140 ALBERT STREET,NA,45.41868973,-75.70262146,fast food,regular,old,1,79,Centretown,2018-06-28
GREEN REBEL,50 RIDEAU STREET,NA,45.42464066,-75.68997955,fast food,regular,old,1,79,Sandy Hill,2018-06-28
GREEN REBEL,99-G009 BANK STREET,NA,45.42041397,-75.70005798,fast food,regular,old,1,79,Centretown,2018-06-28
GREENFIELDS,900 GREENBANK ROAD,NA,45.28506851,-75.75614929,restaurant,regular,old,0,0,Old Barrhaven West,2018-07-06
Greystone Grill,"179 Constance Bay Road, Ottawa K0A 3M0",+1 (613) 832-0009,45.4844076,-76.0761858,restaurant,regular,new,0,0,Constance Bay,2021-11-11
Grill'N Chill,"4741 Bank Street, Ottawa K1T 3W7",+1 (613) 248-1953,45.32384,-75.594921,restaurant,regular,new,0,0,Findlay Creek,2021-11-11
Grill Master Express,"30 Colonnade Road, Unit 100, Ottawa K2E 7J6",+1 (613) 723-7769,45.342897,-75.719503,restaurant,regular,new,0,0,Hunt Club South Industrial,2021-11-11
GRILL MASTER RESTAURANT,30-10 COLONNADE ROAD,NA,45.34276962,-75.7194519,restaurant,regular,old,0,0,Hunt Club South Industrial,2018-07-06
GRILL WORKS,1125-1 COLONEL BY DRIVE,NA,45.38334274,-75.6978302,restaurant,regular,old,0,0,Carleton University,2018-07-06
Grill Works,"Carleton University, Loeb Building, 1125 Colonel By Drive, First Floor, Ottawa K1S 5B6",+1 (613) 520-2600,45.380768,-75.698665,restaurant,regular,new,0,0,Carleton University,2021-11-11
Grillades Torino,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,45.4251195,-75.6917194,restaurant,regular,old,0,0,Sandy Hill,2018-07-10
Grow Your Roots,"220 Terence Matthews Crescent, Ottawa, ON K2M 0E2",NA,45.2861186,-75.8754277,fast food,coffee shop,old,0,0,Glen Cairn - Kanata South Business Park,2018-07-26
Guava's Shawarma,"3161 Strandherd Drive, Ottawa K2J 5N1",+1 (613) 823-0011,45.2741166667,-75.7194833333,restaurant,regular,new,0,0,Chapman Mills,2021-11-11
GUAVA'S SHAWARMA,3161-303 STRANDHERD DRIVE,NA,45.27416992,-75.71946716,fast food,regular,old,0,125,Chapman Mills,2018-07-06
Guru’s Inspired Food Bar,"1123 Wellington Street W, Ottawa, ON K1Y 1P1",NA,45.4022838,-75.7265006,restaurant,regular,old,0,0,Hintonburg - Mechanicsville,2018-07-10
Ha Noi Pho,"4312 Innes Road, Unit 1, Ottawa K4A 5E6",+1 (613) 590-1000,45.4589777778,-75.4934166667,restaurant,regular,new,0,0,Portobello South,2021-11-11
HA NOI PHO,4312-1 INNES ROAD,NA,45.45927048,-75.49330139,restaurant,regular,old,0,0,Portobello South,2018-07-06
Habesha,"574 Rideau Street, Ottawa K1N 8K6",+1 (613) 761-6120,45.432463,-75.676512,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
HABESHA RESTAURANT,"99 Montreal Rd, Vanier, ON K1L 6E8",NA,45.4341672,-75.6670279,restaurant,regular,old,0,0,Vanier North,2018-07-06
Halal House Of Lamb,"111 Mann Avenue, Ottawa K1N 5A4",+1 (613) 231-3858,45.421266,-75.672077,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
Half Pint Pub,"968 Notre Dame Street, Embrun K0A 1M0",+1 (613) 370-0176,45.272168,-75.280899,restaurant,regular,new,0,0,(None),2021-11-11
Hanabi Japanese Cuisine,"434 Bank Street, Ottawa, ON K2P 1Y8",NA,45.4121953,-75.6939298,restaurant,regular,old,0,0,Centretown,2018-07-10
Happy Goat Coffee,"35 Laurel Street, Ottawa K1Y 2J7",+1 (613) 792-1309,45.405339,-75.7169541,restaurant,regular,new,0,0,Hintonburg - Mechanicsville,2021-11-11
Happy Goat Coffee Co.,"35 Rue Laurel St, Ottawa, ON K1Y 4M4",NA,45.4052269,-75.7172853,fast food,coffee shop,old,1,0,Hintonburg - Mechanicsville,2018-07-13
HARBOUR PIZZA,2391 FITZROY STREET,NA,45.47143936,-76.21508789,fast food,regular,old,0,82,Fitzroy,2018-07-06
HARRY'S DELI,320 QUEEN STREET,NA,45.41897583,-75.703125,fast food,regular,old,0,220,Centretown,2018-07-06
Harvey's,"10455 Highway 7, Carlton Place, ON, K7C 3P2",NA,45.129907,-76.122357,fast food,regular,new,1,0,(None),2021-11-11
HARVEY'S,"10455 Hwy #7, Ottawa, Ontario, K7C 3P2",NA,45.129907,-76.122357,fast food,regular,old,1,449,(None),2018-06-28
HARVEY'S,1-222 HUNT CLUB ROAD,NA,45.33598709,-75.6884079,fast food,regular,old,1,449,Hunt Club - Ottawa Airport,2018-06-28
HARVEY'S,1339 BANK STREET,NA,45.38828659,-75.67621613,fast food,regular,old,1,449,Billings Bridge - Alta Vista,2018-06-28
HARVEY'S,1650 MERIVALE ROAD,NA,45.34421539,-75.72979736,fast food,regular,old,1,449,Cityview - Crestview - Meadowlands,2018-06-28
HARVEY'S,1900 BASELINE ROAD,NA,45.35254288,-75.75758362,fast food,regular,old,1,449,Cityview - Crestview - Meadowlands,2018-06-28
Harvey's,"20 Industriel St., Casselman, ON, K0A 1M0",NA,45.3052791,-75.079804,fast food,regular,new,1,0,(None),2021-11-11
Harvey's,"4010 Riverside Dr, Ottawa, ON, K1V 2E8",NA,45.3330121,-75.69413899999999,fast food,regular,new,1,0,Hunt Club Woods - Quintarra - Revelstoke,2021-11-11
HARVEY'S,660 MONTREAL ROAD,NA,45.4430542,-75.63973236,fast food,regular,old,1,449,Overbrook - McArthur,2018-06-28
Harvey's,"660 Montréal Road, Ottawa, ON, K1K 0T3",NA,45.4430431,-75.6397114,fast food,regular,new,1,0,Overbrook - McArthur,2021-11-11
Harvey's,"1650  Merivale Road, Nepean, ON, K2G 4A1",NA,45.34422840000001,-75.7299093,fast food,regular,new,1,0,Cityview - Crestview - Meadowlands,2021-11-11
Healthy Food Technology,"25 Industrial Drive, Mississippi Mills K0A 1A0",+1 (613) 256-9900,45.233269,-76.182004,restaurant,regular,new,0,0,(None),2021-11-11
Heart & Crown,"353 Preston Street, Ottawa, ON K1S 1V6, Canada",NA,45.40195,-75.710261,restaurant,nightlife,old,1,0,West Centretown,2018-06-01
Heirloom Bistro Café,"7 Mill Street, Mississippi Mills K0A 1A0",+1 (613) 256-9653,45.2253888889,-76.1977694444,restaurant,regular,new,0,0,(None),2021-11-11
Herb & Spice Juice Bar,"375 Bank Street, Ottawa K2P 1Y2",+1 (613) 232-4087,45.4138305556,-75.6949694444,restaurant,regular,new,0,0,Centretown,2021-11-11
High Fives Sports Pub,"1876 Robertson Rd unit 1, Ottawa, ON K2H 5B8",NA,45.3267215,-75.8208379,restaurant,nightlife,old,0,0,Bells Corners East,2018-06-01
HING LUNG,199 DALHOUSIE STREET,NA,45.4321022,-75.69367218,fast food,regular,old,0,439,Byward Market,2018-07-06
Hing Wah,"1 Bell Street, Carleton Place K7C 1V8",+1 (613) 253-1818,45.141475,-76.1479027778,restaurant,regular,new,0,0,(None),2021-11-11
HINTONBURGER,"1066 Somerset St W, Ottawa, ON K1Y 2Y4",NA,45.406432,-75.7201174,fast food,regular,old,0,418,Hintonburg - Mechanicsville,2018-07-06
Hoa Nam’s Authentic Cuisine,"956 Merivale Road, Ottawa, ON K1Z 6A1",NA,45.381564,-75.7335178,restaurant,regular,old,0,0,Carlington,2018-07-10
Hockey Sushi,"4055 Carling Avenue, Ottawa K2K 2A4",+1 (613) 270-1122,45.3387666667,-75.9071722222,restaurant,regular,new,0,0,Brookside - Briarbrook - Morgan's Grant,2021-11-11
Hokkaido Ramen,"176 Rideau Street, Ottawa K1N 9P1",+1 (613) 680-8858,45.427211,-75.689226,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
Holland Kisa Grill,83 Holland Avenue K1Y 0Y1,+1 (613) 792-4478,45.400879,-75.732406,restaurant,regular,new,0,0,Hintonburg - Mechanicsville,2021-11-11
Home Diners Express,"2056 Bank Street, Inside Home Depot, Ottawa K1V 7Z8",+1 (613) 739-5300,45.364469,-75.660154,restaurant,regular,new,0,0,Hunt Club Woods - Quintarra - Revelstoke,2021-11-11
Home of Fresh Pasta,"1063 Wellington Street West, Ottawa, ON K1Y 2Y1 K1R 7P1",+1 (613) 236-7545,45.404521,-75.720487,restaurant,regular,new,0,0,Hintonburg - Mechanicsville,2021-11-11
Hong's Cafe,"140 Thad Johnson Private, Unit 104, Ottawa K1V 0X1",+1 (613) 979-7841,45.325664,-75.653473,restaurant,regular,new,0,0,Hunt Club - Ottawa Airport,2021-11-11
HOUSE OF GEORGIE AND SORENTO'S,211 GILMOUR STREET,NA,45.41639709,-75.68975067,fast food,regular,old,0,19,Centretown,2018-07-06
HOUSE OF GREEK,1200 PRINCE OF WALES DR,NA,45.37459564,-75.7087326,restaurant,regular,old,0,0,Civic Hospital-Central Park,2018-07-06
HOUSE OF PIZZA,1571 WALKLEY ROAD,NA,45.3767662,-75.6468811,fast food,regular,old,0,202,Ledbury - Heron Gate - Ridgemont,2018-06-28
House Of Pizza,"1574 Walkley Road, Ottawa K1V 6P5",+1 (613) 523-6666,45.376705,-75.646741,restaurant,regular,new,0,0,Ledbury - Heron Gate - Ridgemont,2021-11-11
HUNG MEIN CHINESE FOOD,2567 BASELINE ROAD,NA,45.34163666,-75.78717041,fast food,regular,old,0,111,Iris - Queensway Terrance South,2018-07-06
Hung Sum Restaurant,"939 Somerset Street W, Ottawa, ON K1R 6R8",NA,45.4081695,-75.7152683,restaurant,regular,old,0,0,West Centretown,2018-07-10
Hunter’s Public House,"4750 Bank Street, Gloucester, ON K1T 0K8",NA,45.3191181,-75.5957883,restaurant,regular,old,0,0,Findlay Creek,2018-07-26
Hurley's,"Bridlewood Plaza, 64 Stonehaven Drive, Ottawa K2M 2Y2",+1 (613) 271-3073,45.2914555556,-75.8574138889,restaurant,regular,new,0,0,Bridlewood - Emerald Meadows,2021-11-11
Hwy Shawarma,"180 Lees Avenue, Ottawa, ON K1S 5J6",NA,45.4153548,-75.6708025,fast food,regular,old,0,0,Old Ottawa East,2018-07-10
I Cook Persian Cuisine,"731 Ridgewood Avenue, Ottawa, ON K1V 6M8",NA,45.3677813,-75.6879541,restaurant,regular,old,0,0,Riverside Park,2018-07-10
I Deal Coffee,"176 Dalhousie Street, Ottawa K1N 7C6",+1 (613) 562-1775,45.4325876,-75.6944746,restaurant,regular,new,0,0,Byward Market,2021-11-11
Ichiko Ramen,"832 Somerset Street W, Ottawa, ON K1R 6R5",NA,45.4089884,-75.7117207,restaurant,regular,old,0,0,West Centretown,2018-07-10
iCook Pho You,"2006 Roberston Road, Ottawa, ON K2H 1A5",NA,45.3238551,-75.8271577,restaurant,regular,old,0,0,Bells Corners East,2018-07-10
Icook Pho You,"2006 Robertson Road, Unit 6, Ottawa K2H 1A5",+1 (613) 596-0760,45.3239055556,-75.8271416667,restaurant,regular,new,0,0,Bells Corners East,2021-11-11
IDEAL COFFEE,176 DALHOUSIE STREET,NA,45.43255997,-75.69449615,restaurant,regular,old,0,0,Byward Market,2018-07-06
Il Forno Tuscano,"Carleton University, Loeb Building, 1125 Colonel By Drive, First Floor, Ottawa K1S 5B6",+1 (613) 520-2600,45.380975,-75.699139,restaurant,regular,new,0,0,Carleton University,2021-11-11
