name,address,phone,lat,lng,category2,category3,dataset,Chain,Update date,NEMS Code,num_name,name_word,check,n
Broadway Bar & Grill,"Barrhaven Town Centre, 3777 Strandherd Drive, Ottawa K2J 4B1",+1 (613) 825-6533,45.26800556,-75.74830556,Restaurant,Dine Out,new,NA,NA,NA,3777 STRANDHERD,BROADWAY,TRUE,2
Brother Wu,"1060 St. Laurent Boulevard, Ottawa K1K 3B4",+1 (613) 745-1878,45.4268,-75.63920556,Restaurant,Dine Out,new,NA,NA,NA,1060 ST,BROTHER,TRUE,2
BROTHER WU RESTAURANT,1060 ST LAURENT BOULEVARD,NA,45.42683411,-75.63937378,restaurant,regular,old,0,20180706,NA,1060 ST,BROTHER,TRUE,2
Bubblicity,"730 Somerset Street West, Ottawa K1R 6P7",+1 (613) 230-8833,45.41053889,-75.70794722,Restaurant,Dine Out,new,NA,NA,NA,730 SOMERSET,BUBBLICITY,TRUE,2
BUBBLICITY TEA SHOP,730 SOMERSET STREET WEST,NA,45.41038132,-75.70790863,restaurant,regular,old,0,20180706,NA,730 SOMERSET,BUBBLICITY,TRUE,2
BURGERS N' FRIES FOREVER,"278 Dalhousie Street, Ottawa, ON K1N 7E6",NA,45.4299834,-75.6922257,fast food,regular,old,1,20180706,363,278 DALHOUSIE,BURGERS,TRUE,2
Burgers n' Fries Forever (BFF),"278 Dalhousie Street, Ottawa K1N 7E6",+1 (613) 241-3456,45.4299298,-75.6922509,Restaurant,Dine Out,new,NA,NA,NA,278 DALHOUSIE,BURGERS,TRUE,2
Burrito Borracho,"105 Clarence Street, Unit A, Ottawa K1N 5P5",+1 (613) 789-9115,45.42938889,-75.69242778,Restaurant,Dine Out,new,NA,NA,NA,105 CLARENCE,BURRITO,TRUE,2
BURRITO BURRACHO,105 CLARENCE STREET,NA,45.42951965,-75.69243622,restaurant,regular,old,0,20180706,NA,105 CLARENCE,BURRITO,TRUE,2
Buster's,"Lincoln Fields Shopping Centre, 2525 Carling Avenue, Ottawa K2B 7Z2",+1 (613) 828-9004,45.36451667,-75.78609444,Restaurant,Dine Out,new,NA,NA,NA,2525 CARLING,BUSTER,TRUE,2
Buster's Bar & Grill,"2525 Carling Avenue, Ottawa, ON K2B 7Z2, Canada",NA,45.364114,-75.78495,restaurant,nightlife,old,0,201806,NA,2525 CARLING,BUSTER,TRUE,2
C'EST JAPON A SUISHA,208 SLATER STREET,NA,45.41949463,-75.69920349,restaurant,regular,old,0,20180706,NA,208 SLATER,C,TRUE,2
C'est Japon à Suisha,"208 Slater Street, Ottawa K1P 5H8",+1 (613) 236-9602,45.41950278,-75.69909722,Restaurant,Dine Out,new,NA,NA,NA,208 SLATER,C,TRUE,2
Cabotto's,"5816 Hazeldean Road, Ottawa K2S 0N9",+1 (613) 592-3097,45.28012778,-75.91624444,Restaurant,Dine Out,new,NA,NA,NA,5816 HAZELDEAN,CABOTTO,TRUE,2
CABOTTO'S RESTAURANT,5816 HAZELDEAN ROAD,NA,45.27993393,-75.91646576,restaurant,regular,old,0,20180706,NA,5816 HAZELDEAN,CABOTTO,TRUE,2
Cadmans Montreal Bagel,"2177 Carling Avenue, Ottawa, ON K2B 7E8",NA,45.3702496,-75.7710619,fast food,regular,old,0,20180726,NA,2177 CARLING,CADMANS,TRUE,2
Cadmans Montreal Bagels,"2177 Carling Avenue, Ottawa K2B 7E8",+1 (613) 722-4357,45.37024722,-75.77108056,Restaurant,Dine Out,new,NA,NA,NA,2177 CARLING,CADMANS,TRUE,2
CAFE LATTE CINO INC.,2020 TENTH LINE ROAD,NA,45.45990753,-75.48730469,restaurant,regular,old,0,20180706,NA,2020 TENTH,CAFE,TRUE,2
Cafe Latte Cino,"2020 Tenth Line Road, Ottawa K4A 4X4",+1 (613) 824-2466,45.4594738,-75.4871589,Restaurant,Dine Out,new,NA,NA,377,2020 TENTH,CAFE,TRUE,2
Café Alt,"University of Ottawa, Simard Building, 60 University Private, Lower Level, Ottawa K1N 6N5",+1 (613) 562-5800,45.423564,-75.68493,Restaurant,Dine Out,new,NA,NA,NA,60 UNIVERSITY,CAFÉ,TRUE,2
Café Alternatif,"60 University, Ottawa, ON K1N 8Z4",NA,45.4233155,-75.6857316,fast food,coffee shop,old,0,20180726,NA,60 UNIVERSITY,CAFÉ,TRUE,2
Cafétéria des Beaux-Arts,"380 Sussex Dr, Ottawa, ON K1A 0G8",NA,45.4295366,-75.6989241,restaurant,regular,old,0,20180710,NA,380 SUSSEX,CAFÉTÉRIA,TRUE,2
Cafétéria Des Beaux-Arts,"National Gallery of Canada, 380 Sussex Drive, Ottawa K1N 9N4",+1 (613) 943-0247,45.429591,-75.697424,Restaurant,Dine Out,new,NA,NA,NA,380 SUSSEX,CAFÉTÉRIA,TRUE,2
CANVAS RESTAURANT,65 HOLLAND AVENUE,NA,45.40158844,-75.73290253,restaurant,regular,old,0,20180706,NA,65 HOLLAND,CANVAS,TRUE,2
Canvas Resto-Bar,"65 Holland Avenue, Ottawa K1Y 0X9",+1 (613) 729-1991,45.40168333,-75.73299444,Restaurant,Dine Out,new,NA,NA,0,65 HOLLAND,CANVAS,TRUE,2
Capital Diner,"164 Laurier Avenue West, Ottawa K1P 5J4",+1 (613) 563-8686,45.42051389,-75.69459444,Restaurant,Dine Out,new,NA,NA,NA,164 LAURIER,CAPITAL,TRUE,2
CAPITAL DINER DELI & GRILL,164 LAURIER AVENUE WEST,NA,45.42036057,-75.69444275,restaurant,regular,old,0,20180706,NA,164 LAURIER,CAPITAL,TRUE,2
CARLETON GRILL,150 ALBERT STREET,NA,45.42092133,-75.69779205,restaurant,regular,old,0,20180706,NA,150 ALBERT,CARLETON,TRUE,2
Carleton Grill - Sheraton Ottawa Hotel,"Sheraton Ottawa Hotel, 150 Albert Street, Ottawa K1A 1M5",+1 (613) 238-1500,45.42109167,-75.69805833,Restaurant,Dine Out,new,NA,NA,NA,150 ALBERT,CARLETON,TRUE,2
Casey's,"1880 Ogilvie Road, Ottawa K1J 7P4",+1 (613) 742-1818,45.43272778,-75.61435,Restaurant,Dine Out,new,NA,NA,NA,1880 OGILVIE,CASEY,TRUE,2
Casey's Grill & Bar,"1880 Ogilvie Rd, Gloucester, ON K1J 7P4",NA,45.4326372,-75.6146853,restaurant,nightlife,old,0,201806,NA,1880 OGILVIE,CASEY,TRUE,2
Castello's,"1223 Colonial Road, Ottawa K4B 1N2",+1 (613) 835-3835,45.421263,-75.425057,Restaurant,Dine Out,new,NA,NA,NA,1223 COLONIAL,CASTELLO,TRUE,2
CASTELLO PIZZA,1223 COLONIAL ROAD,NA,45.4212265,-75.4250412,restaurant,regular,old,0,20180706,NA,1223 COLONIAL,CASTELLO,TRUE,2
Cathay,"1423 Woodroffe Avenue, Ottawa K2G 1V9",+1 (613) 228-2228,45.34332778,-75.75709444,Restaurant,Dine Out,new,NA,NA,NA,1423 WOODROFFE,CATHAY,TRUE,2
CATHAY RESTAURANT,1423 WOODROFFE AVENUE,NA,45.3433075,-75.75680542,restaurant,regular,old,0,20180706,NA,1423 WOODROFFE,CATHAY,TRUE,2
Cedar Valley,"1615 Orleans Boulevard, Unit 118, Ottawa K1C 7E2",+1 (613) 590-0372,45.46105278,-75.52398056,Restaurant,Dine Out,new,NA,NA,NA,1615 ORLEANS,CEDAR,TRUE,2
CEDAR VALLEY RESTAURANT,1615 ORLEANS BOULEVARD,NA,45.45954514,-75.525177,restaurant,regular,old,0,20180706,NA,1615 ORLEANS,CEDAR,TRUE,2
Ceylonta,"403 Somerset Street West, Ottawa K2P 2P5",+1 (613) 237-7812,45.415034,-75.697605,Restaurant,Dine Out,new,NA,NA,NA,403 SOMERSET,CEYLONTA,TRUE,2
CEYLONTA RESTAURANT,403 SOMERSET STREET WEST,NA,45.41500854,-75.69760132,restaurant,regular,old,1,20180629,NA,403 SOMERSET,CEYLONTA,TRUE,2
Chahaya Malaysia,"1690 Montreal Road, Ottawa K1J 6N5",+1 (613) 742-0242,45.44611667,-75.61258611,Restaurant,Dine Out,new,NA,NA,NA,1690 MONTREAL,CHAHAYA,TRUE,2
CHAHAYA MALAYSIA RESTAURANT,1690 MONTREAL ROAD,NA,45.44607925,-75.61257172,restaurant,regular,old,0,20180706,NA,1690 MONTREAL,CHAHAYA,TRUE,2
CHAMPA THAI,193 KING EDWARD AVENUE,NA,45.43333435,-75.6893692,fast food,regular,old,0,20180706,371,193 KING,CHAMPA,TRUE,2
Champa Thai Food,"193 King Edward Avenue, Ottawa K1N 7L4",+1 (613) 321-4122,45.433322,-75.689373,Restaurant,Dine Out,new,NA,NA,NA,193 KING,CHAMPA,TRUE,2
Charlie Chan,"3615 Innes Road, Ottawa K1C 1T1",+1 (613) 841-3847,45.44934444,-75.52214167,Restaurant,Dine Out,new,NA,NA,NA,3615 INNES,CHARLIE,TRUE,2
CHARLIE CHAN TAKE-OUT,3615 INNES ROAD,NA,45.44929886,-75.52204895,fast food,regular,old,0,20180706,265,3615 INNES,CHARLIE,TRUE,2
CHEEZY PIZZA & PASTA,"111 Albert St, Ottawa, ON K1P 1A5",NA,45.4216242,-75.6974725,fast food,regular,old,1,20180628,NA,111 ALBERT,CHEEZY,TRUE,2
Cheezy Pizza And Pasta,"World Exchange Plaza, 111 Albert Street, Ottawa K1P 1A5",+1 (613) 594-3333,45.4207502,-75.6954252,Restaurant,Dine Out,new,NA,NA,NA,111 ALBERT,CHEEZY,TRUE,2
Chesterfield's Gastro Diner,"1433 Wellington Street West, Unit 111, Ottawa K1Y 2X2",+1 (613) 680-8990,45.397793,-75.740964,Restaurant,Dine Out,new,NA,NA,NA,1433 WELLINGTON,CHESTERFIELD,TRUE,2
Chesterfield’s Gastro Diner,"1433 Wellington Street W, Ottawa, ON K1Y 2X4",NA,45.3978515,-75.7411623,restaurant,regular,old,0,20180710,NA,1433 WELLINGTON,CHESTERFIELD,TRUE,2
CHINESE FOOD CUISINE,1620 SCOTT STREET,NA,45.40360641,-75.7332077,fast food,regular,old,0,20180706,3,1620 SCOTT,CHINESE,TRUE,2
Chinese Food Cuisine,"Holland Cross, 1620 Scott Street, Ottawa K1Y 4S7",+1 (613) 725-9205,45.403749,-75.733598,Restaurant,Dine Out,new,NA,NA,NA,1620 SCOTT,CHINESE,TRUE,2
Ching's Kitchen,"641 Somerset Street West, Ottawa K1R 5K3",+1 (613) 233-6888,45.411935,-75.704971,Restaurant,Dine Out,new,NA,NA,NA,641 SOMERSET,CHING,TRUE,2
Ching’s Kitchen,"641 Somerset Street W, Ottawa, ON K1R 5K3",NA,45.4119366,-75.704966,restaurant,regular,old,0,20180710,NA,641 SOMERSET,CHING,TRUE,2
Chips & Dairy,"2920 Bank Street, Ottawa K1T 1N6",+1 (613) 739-9889,45.34783056,-75.62621944,Restaurant,Dine Out,new,NA,NA,NA,2920 BANK,CHIPS,TRUE,2
CHIPS & DAIRY FAST FOOD,2920 BANK STREET,NA,45.34781265,-75.62624359,fast food,regular,old,0,20180706,172,2920 BANK,CHIPS,TRUE,2
Churchills,"356 Richmond Rd, Ottawa, ON K2A 0E8",NA,45.3916208,-75.7545479,restaurant,nightlife,old,0,201806,NA,356 RICHMOND,CHURCHILLS,TRUE,2
Churchills Pub,"356 Richmond Road, Ottawa K2A 0E7",+1 (613) 421-3775,45.39170556,-75.75460833,Restaurant,Dine Out,new,NA,NA,NA,356 RICHMOND,CHURCHILLS,TRUE,2
Ciccio,"330 Preston Street, Ottawa K1S 4M6",+1 (613) 232-1675,45.402489,-75.710753,Restaurant,Dine Out,new,NA,NA,NA,330 PRESTON,CICCIO,TRUE,2
CICCIO'S CAFE,330 PRESTON STREET,NA,45.40245056,-75.71084595,restaurant,regular,old,0,20180706,NA,330 PRESTON,CICCIO,TRUE,2
Claude's Chip Wagon #2,"3050 Hawthorne Road, Ottawa K1G 6N1",+1 (613) 736-9612,45.386901,-75.604861,Restaurant,Dine Out,new,NA,NA,NA,3050 HAWTHORNE,CLAUDE,TRUE,2
CLAUDE CHIP WAGON # 2,3050 HAWTHORNE ROAD,NA,45.38687897,-75.60587311,fast food,regular,old,0,20180706,276,3050 HAWTHORNE,CLAUDE,TRUE,2
Clocktower,"89 Clarence Street, Ottawa K1N 5P5",+1 (613) 241-8783,45.42938889,-75.69284167,Restaurant,Dine Out,new,NA,NA,NA,89 CLARENCE,CLOCKTOWER,TRUE,2
CLOCKTOWER BREW PUB,89 Clarence Street,NA,45.4293892,-75.6928541,restaurant,nightlife,old,1,201806,NA,89 CLARENCE,CLOCKTOWER,TRUE,2
Co Cham,"780 Somerset Street West, Ottawa K1R 6R1",+1 (613) 567-6050,45.40993056,-75.70976389,Restaurant,Dine Out,new,NA,NA,NA,780 SOMERSET,CO,TRUE,2
CO CHAM VIETNAMESE SUBMARINE,780 SOMERSET STREET WEST,NA,45.40979767,-75.70973206,restaurant,regular,old,0,20180706,NA,780 SOMERSET,CO,TRUE,2
Coasters Seafood Grill,"54 York Street, Ottawa K1N 9C7",+1 (613) 241-4954,45.428269,-75.692256,Restaurant,Dine Out,new,NA,NA,NA,54 YORK,COASTERS,TRUE,2
COASTERS SEAFOOD GRILL/THE FISH MARKET RESTAURANT,54 YORK STREET,NA,45.42815399,-75.69232941,restaurant,regular,old,0,20180706,NA,54 YORK,COASTERS,TRUE,2
Coconut Lagoon,"853 St. Laurent Boulevard, Ottawa K1K 3B1",+1 (613) 742-4444,45.43315833,-75.64234167,Restaurant,Dine Out,new,NA,NA,NA,853 ST,COCONUT,TRUE,2
COCONUT LAGOON RESTAURANT,853 ST LAURENT BOULEVARD,NA,45.43325424,-75.64214325,restaurant,regular,old,0,20180706,NA,853 ST,COCONUT,TRUE,2
Continental Bagel Company,"55 Byward Market Sq, Ottawa, ON K1N 9C3",NA,45.427449,-75.6923646,restaurant,regular,old,0,20180710,NA,55 BYWARD,CONTINENTAL,TRUE,2
Continental Bagel Co.,"55 ByWard Market Square, Ottawa K1N 9C3",+1 (613) 789-5262,45.4270455,-75.6921516,Restaurant,Dine Out,new,NA,NA,80,55 BYWARD,CONTINENTAL,TRUE,2
CORA'S BREAKFAST,179 RIDEAU STREET,NA,45.42744446,-75.68933868,restaurant,regular,old,1,20180629,NA,179 RIDEAU,CORA,TRUE,2
Cora Breakfast & Lunch,"179 Rideau Street, Ottawa K1N 5X8",+1 (613) 241-7642,45.4273563,-75.6890841,Restaurant,Dine Out,new,NA,NA,NA,179 RIDEAU,CORA,TRUE,2
Coriander Thai,"282 Kent Street, Ottawa K2P 2A4",+1 (613) 233-2828,45.415024,-75.699153,Restaurant,Dine Out,new,NA,NA,NA,282 KENT,CORIANDER,TRUE,2
CORIANDER THAI CUISINE,282 KENT STREET,NA,45.41500473,-75.69911957,restaurant,regular,old,0,20180706,NA,282 KENT,CORIANDER,TRUE,2
Corner Bar & Grill,"1779 Tenth Line Road, Ottawa K1E 3X2",+1 (613) 424-7305,45.46669444,-75.49059167,Restaurant,Dine Out,new,NA,NA,NA,1779 TENTH,CORNER,TRUE,2
Corner Bar and Grill,"1779 Tenth Line Rd, Orléans, ON K1E 3X2",NA,45.466753,-75.4907093,restaurant,nightlife,old,0,201806,NA,1779 TENTH,CORNER,TRUE,2
Country Place,"1969 Merivale Road, Ottawa K2G 1G1",+1 (613) 226-7507,45.32695,-75.71933056,Restaurant,Dine Out,new,NA,NA,NA,1969 MERIVALE,COUNTRY,TRUE,2
COUNTRY PLACE CHINESE RESTAURANT,1969 MERIVALE ROAD,NA,45.32702637,-75.71927643,restaurant,regular,old,0,20180706,NA,1969 MERIVALE,COUNTRY,TRUE,2
Crazy Horse,"115 Roland Michener Drive, Ottawa K2T 1G7",+1 (613) 591-8884,45.30858333,-75.91351389,Restaurant,Dine Out,new,NA,NA,NA,115 ROLAND,CRAZY,TRUE,2
CRAZY HORSE STONEGRILL STEAKHOUSE & SALOON,"115 Roland Michener Dr, Kanata, ON K2T 1G7",NA,45.3084563,-75.9134159,restaurant,nightlife,old,0,201806,NA,115 ROLAND,CRAZY,TRUE,2
Crepe De Licious,"Rideau Centre, 50 Rideau Street, Ottawa K1K 3B8",+1 (613) 695-7798,45.4255824,-75.692568,Restaurant,Dine Out,new,NA,NA,NA,50 RIDEAU,CREPE,TRUE,2
CREPE DELICIOUS,50 RIDEAU STREET,NA,45.42472076,-75.69004822,fast food,regular,old,1,20180628,461,50 RIDEAU,CREPE,TRUE,2
Cue'n Cushion Billiards & Bar,"319 Bank Street, Ottawa, ON K2P 1X9, Canada",NA,45.414613,-75.695655,restaurant,nightlife,old,0,201806,NA,319 BANK,CUE,TRUE,2
Cue & Cushion,"319 Bank Street, Ottawa K2P 1X9",+1 (613) 237-2404,45.414493,-75.695506,Restaurant,Dine Out,new,NA,NA,NA,319 BANK,CUE,TRUE,2
CULTURES,100 BAYSHORE DRIVE,NA,45.3477211,-75.8054657,fast food,regular,old,0,20180706,343,100 BAYSHORE,CULTURES,TRUE,2
Cultures,"Bayshore Shopping Centre, 100 Bayshore Drive, Ottawa K2B 8C1",+1 (613) 820-1052,45.347524,-75.806904,Restaurant,Dine Out,new,NA,NA,NA,100 BAYSHORE,CULTURES,TRUE,2
D'Afrique Restaurant & Bar,"164 Laurier Avenue West, Ottawa K1P 5J4",+1 (613) 680-5755,45.420558,-75.694364,Restaurant,Dine Out,new,NA,NA,NA,164 LAURIER,D,TRUE,2
D’Afrique Restaurant & Bar,"164 Laurier Avenue W, Ottawa, ON K1P 5J4",NA,45.4203023,-75.6942268,restaurant,regular,old,0,20180710,NA,164 LAURIER,D,TRUE,2
Da Sergio,"338 Preston Street, Ottawa K1S 4M6",+1 (613) 230-3652,45.402299,-75.710733,Restaurant,Dine Out,new,NA,NA,NA,338 PRESTON,DA,TRUE,2
DA SERGIO RESTAURANT,338 PRESTON STREET,NA,45.4022789,-75.71079254,restaurant,regular,old,0,20180706,NA,338 PRESTON,DA,TRUE,2
Dairy Queen,"393-A Richmond Rd, Ottawa, ON, K2A 0E9",NA,45.391077,-75.756397,Fast Food,Regular,new,NA,NA,NA,393A RICHMOND,DAIRY,TRUE,2
Dairy Queen (Treat),393-A Richmond Road K2A 0E7,+1 (613) 729-0926: +1 (613) 729-0926,45.39106761,-75.75641066,Restaurant,Dine Out,new,NA,NA,NA,393A RICHMOND,DAIRY,TRUE,2
Dana's Indian Cuisine,"340 Queen Street, Ottawa K1R 5T9",+1 (613) 565-6666,45.41868672,-75.70557643,Restaurant,Dine Out,new,NA,NA,NA,340 QUEEN,DANA,TRUE,2
Dana’s Indian Cuisine,"340 Queen Street, Ottawa, ON K1R 5A5",NA,45.4184152,-75.7052441,restaurant,nightlife,old,0,20180710,NA,340 QUEEN,DANA,TRUE,2
Daniel O'Connell's,"1211 Wellington Street West, Ottawa K1Y 2Z8",+1 (613) 724-2200,45.40032222,-75.73061389,Restaurant,Dine Out,new,NA,NA,NA,1211 WELLINGTON,DANIEL,TRUE,2
Daniel O'Connell Irish,"1211 Wellington Street West, Ottawa, ON K1Y 2Z8, Canada",NA,45.400223,-75.730801,restaurant,nightlife,old,0,201806,NA,1211 WELLINGTON,DANIEL,TRUE,2
Deacon Brodie's Pub,"247 Elgin Street, Ottawa K2P 0G1",+1 (613) 236-6464,45.4184997,-75.6906141,Restaurant,Dine Out,new,NA,NA,NA,247 ELGIN,DEACON,TRUE,2
Deacon Brodies Pub,"247 Elgin St, Ottawa, ON K2P 0G1",NA,45.4184997,-75.6906141,restaurant,nightlife,old,0,201806,NA,247 ELGIN,DEACON,TRUE,2
Delicious Steak House,"2080 St. Joseph Boulevard, Ottawa K1C 7C5",+1 (613) 830-3366,45.46585556,-75.53594167,Restaurant,Dine Out,new,NA,NA,NA,2080 ST,DELICIOUS,TRUE,2
DELICIOUS STEAKHOUSE,2080 ST JOSEPH BOULEVARD,NA,45.4657402,-75.53595734,restaurant,regular,old,0,20180706,NA,2080 ST,DELICIOUS,TRUE,2
Denny's,1380 Clyde Avenue K2G 3H7,+1 (613) 226-9277: +1 (613) 226-9284,45.35961298,-75.73934602,Restaurant,Dine Out,new,NA,NA,NA,1380 CLYDE,DENNY,TRUE,2
Denny’s,"1380 Clyde Ave, Nepean, ON K2G 1Y7",NA,45.3596531,-75.7393448,restaurant,regular,old,0,20180726,NA,1380 CLYDE,DENNY,TRUE,2
Dolsot Cafe,"512 Bank Street, Ottawa, ON K2P 1Z5",NA,45.4098726,-75.69262,restaurant,regular,old,0,20180710,NA,512 BANK,DOLSOT,TRUE,2
Dolsot Cafe Korean Restaurant,"512 Bank Street, Ottawa K2P 1Z5",+1 (613) 230-8488,45.410045,-75.692562,Restaurant,Dine Out,new,NA,NA,NA,512 BANK,DOLSOT,TRUE,2
Domino's,"Eagleson Place, 700 Eagleson Road, Ottawa K2M 2G9",+1 (613) 592-1022,45.28590278,-75.86765278,Restaurant,Dine Out,new,NA,NA,NA,700 EAGLESON,DOMINO,TRUE,2
Domino's Pizza,"700 Eagleson Rd
Kanata, ON K2M2G9
",NA,45.2859368,-75.8680446,Fast Food,Regular,new,NA,NA,54,700 EAGLESON,DOMINO,TRUE,2
Don Cherry's,"320 Eagleson Road, Ottawa K2L 2X1",+1 (613) 599-6300,45.30089444,-75.87598333,Restaurant,Dine Out,new,NA,NA,NA,320 EAGLESON,DON,TRUE,2
Don Cherry’s,"320 Eagleson Rd, Kanata, ON K2M 1C9",NA,45.3005822,-75.8763217,restaurant,nightlife,old,0,20180726,NA,320 EAGLESON,DON,TRUE,2
Double Happiness Food & BBQ,"777A Somerset Street West, Ottawa K1R 6R3",+1 (613) 569-8808,45.409947,-75.709917,Restaurant,Dine Out,new,NA,NA,NA,777A SOMERSET,DOUBLE,TRUE,2
DOUBLE HAPPINESS FOOD & BBQ,777A SOMERSET STREET WEST,NA,45.40998459,-75.70995331,restaurant,regular,old,0,20180706,NA,777A SOMERSET,DOUBLE,TRUE,2
Dubai Cafe,"1652 Bank Street, Ottawa, ON K1V 7Y6",NA,45.3766453,-75.6669514,restaurant,nightlife,old,0,20180726,NA,1652 BANK,DUBAI,TRUE,2
Dubai Café,"1652 Bank Street, Ottawa K1V 7Y6",+1 (613) 406-6640,45.37664,-75.666872,Restaurant,Dine Out,new,NA,NA,NA,1652 BANK,DUBAI,TRUE,2
Duna Bistro,"2518 Innes Road, Ottawa, ON K1B",NA,45.4298873,-75.5690617,restaurant,regular,old,0,20180710,NA,2518 INNES,DUNA,TRUE,2
Duna European Bistro,"2518 Innes Road, Ottawa, ON K1C 1T1",+1 (613) 808-8346,45.42958889,-75.56907778,Restaurant,Dine Out,new,NA,NA,NA,2518 INNES,DUNA,TRUE,2
DUNN'S FAMOUS DELI,"1460 Merivale Rd, Nepean, ON K2E 5P2",NA,45.3619299,-75.7353516,restaurant,regular,old,1,20180629,NA,1460 MERIVALE,DUNN,TRUE,2
DUNN'S FAMOUS DELI & STEAKHOUSE,1460 MERIVALE ROAD,NA,45.36190033,-75.73444366,restaurant,regular,old,0,20180706,NA,1460 MERIVALE,DUNN,TRUE,2
DUNN'S FAMOUS DELI,2679 BANK STREET,NA,45.35283279,-75.63512421,restaurant,regular,old,1,20180629,NA,2679 BANK,DUNN,TRUE,2
Dunn’s Famous Bank Street Deli,"2679 Bank Street, Ottawa, ON K1T 1N1",NA,45.3528797,-75.6349786,restaurant,nightlife,old,0,20180710,NA,2679 BANK,DUNN,TRUE,2
DYNASTY CAFE,550 MONTREAL RD,NA,45.44113922,-75.64498138,restaurant,regular,old,0,20180706,NA,550 MONTREAL,DYNASTY,TRUE,2
Dynasty Cafe & Bar,"550 Montreal Road, Ottawa K1K 0V1",+1 (613) 744-6934,45.44120833,-75.64482222,Restaurant,Dine Out,new,NA,NA,NA,550 MONTREAL,DYNASTY,TRUE,2
East India Company,"210 Somerset Street West, Ottawa K2P 0J4",+1 (613) 567-4634,45.417326,-75.691295,Restaurant,Dine Out,new,NA,NA,NA,210 SOMERSET,EAST,TRUE,2
EAST INDIA COMPANY RESTAURANT,210 SOMERSET STREET WEST,NA,45.41728973,-75.69139099,restaurant,regular,old,1,20180706,NA,210 SOMERSET,EAST,TRUE,2
East Side Mario's,"3802 Innes Road, Orleans, Ottawa K1W 0C8",+1 (613) 590-0408,45.45100833,-75.51528056,Restaurant,Dine Out,new,NA,NA,NA,3802 INNES,EAST,TRUE,2
East Side Marios,"3802 Innes Rd, Orléans, ON K1W 0C8",NA,45.4511718,-75.5149556,restaurant,nightlife,old,1,201806,NA,3802 INNES,EAST,TRUE,2
East Side Mario's,"651 Terry Fox Drive, Kanata, Ottawa K2L 4E7",+1 (613) 836-3680,45.29676111,-75.89998611,Restaurant,Drinks and Nightlife,new,NA,NA,NA,651 TERRY,EAST,TRUE,2
East Side Marios,"651 Terry Fox Dr, Kanata, ON K2L 4E7",NA,45.2968585,-75.8998455,restaurant,nightlife,old,1,201806,NA,651 TERRY,EAST,TRUE,2
Eddy's Diner,"777 Bank Street, Ottawa K1S 3V5",+1 (613) 565-7499,45.403555,-75.688571,Restaurant,Dine Out,new,NA,NA,NA,777 BANK,EDDY,TRUE,2
Eddy’s Diner,"777 Bank Street, Ottawa, ON K1S 3V5",NA,45.4035603,-75.6885314,restaurant,regular,old,0,20180710,NA,777 BANK,EDDY,TRUE,2
El Furniture Warehouse,"77 Clarence Street, Ottawa K1N 5P5",+1 (613) 695-1771,45.4290576,-75.6930572,Restaurant,Dine Out,new,NA,NA,NA,77 CLARENCE,EL,TRUE,2
El Furniture Warehouse Ottawa,"77 Clarence St, Ottawa, ON K1N 5P5",NA,45.4292398,-75.6933064,restaurant,nightlife,old,0,201806,NA,77 CLARENCE,EL,TRUE,2
Erling's Variety,"225 Strathcona Avenue, Ottawa K1S 1X7",+1 (613) 231-8484,45.40756667,-75.69052222,Restaurant,Dine Out,new,NA,NA,NA,225 STRATHCONA,ERLING,TRUE,2
Erling’s Variety,"225 Strathcona Avenue, Ottawa, ON K1S 1X7",NA,45.407634,-75.690508,restaurant,nightlife,old,0,20180710,NA,225 STRATHCONA,ERLING,TRUE,2
Eve,"110 York Street, Second Level, Ottawa K1N 1K9",+1 (613) 867-4262,45.42892,-75.690689,Restaurant,Drinks and Nightlife,new,NA,NA,NA,110 YORK,EVE,TRUE,2
Eve Nightclub,"110 York St, Ottawa, ON K1N 1K9",NA,45.4287282,-75.6906573,nightlife,nightlife,old,0,20180706,NA,110 YORK,EVE,TRUE,2
Falcon Ridge,"4740 High Road, Ottawa, ON K1X 1A6",+1 (613) 822-6742,45.295929,-75.613804,Restaurant,Dine Out,new,NA,NA,NA,4740 HIGH,FALCON,TRUE,2
FALCON RIDGE GOLF COURSE,4740 HIGH ROAD,NA,45.29571915,-75.61367035,restaurant,regular,old,0,20180706,NA,4740 HIGH,FALCON,TRUE,2
Father & Sons,"112 Osgoode Street, Ottawa K1N 6S1",+1 (613) 234-1173,45.4237717,-75.681481,Restaurant,Dine Out,new,NA,NA,NA,112 OSGOODE,FATHER,TRUE,2
Father & Sons Restaurant,"112 Osgoode St, Ottawa, ON K1N 6S1",NA,45.423696,-75.681191,restaurant,nightlife,old,0,201806,NA,112 OSGOODE,FATHER,TRUE,2
Fil's Diner,"1209 Wellington Street West, Ottawa K1Y 2Z8",+1 (613) 728-9987,45.40043333,-75.73048333,Restaurant,Dine Out,new,NA,NA,NA,1209 WELLINGTON,FIL,TRUE,2
Fil’s Diner,"1209 Wellington St W, Ottawa, ON K1Y 2Z8",NA,45.4004212,-75.7306536,restaurant,regular,old,0,20180710,NA,1209 WELLINGTON,FIL,TRUE,2
Flapjack's Canadian Diner,"354A Preston Street, Ottawa K1S 3J2",+1 (613) 680-8860,45.401619,-75.710274,Restaurant,Dine Out,new,NA,NA,NA,354A PRESTON,FLAPJACK,TRUE,2
