name,address,phone,lat,lng,category2,category3,dataset,Chain,Update date,NEMS Code,num_name,toupper(name),check
GABRIEL PIZZA,4452 LIMEBANK ROAD,NA,45.28727722,-75.67129517,fast food,regular,old,1,20180628,155,4452 LIMEBANK,GABRIEL PIZZA,FALSE
GABRIEL PIZZA,4772 BANK STREET,NA,45.31795883,-75.59477997,fast food,regular,old,1,20180628,155,4772 BANK,GABRIEL PIZZA,FALSE
GABRIEL PIZZA,6081 HAZELDEAN ROAD,NA,45.27283096,-75.9323349,fast food,regular,old,1,20180628,155,6081 HAZELDEAN,GABRIEL PIZZA,FALSE
GABRIEL PIZZA,62 STONEHAVEN DRIVE,NA,45.29227066,-75.85746765,fast food,regular,old,1,20180628,155,62 STONEHAVEN,GABRIEL PIZZA,FALSE
GABRIEL PIZZA,780 BASELINE ROAD,NA,45.37065887,-75.71746826,fast food,regular,old,1,20180628,155,780 BASELINE,GABRIEL PIZZA,FALSE
GABRIEL PIZZA,900 WATTERS ROAD,NA,45.48192978,-75.47350311,fast food,regular,old,1,20180628,155,900 WATTERS,GABRIEL PIZZA,FALSE
Gaia Java Coffee Company,"1300 Stittsville Main Street, Ottawa K2S 1A3",+1 (613) 836-5469,45.265693,-75.930068,Restaurant,Dine Out,new,NA,NA,NA,1300 STITTSVILLE,GAIA JAVA COFFEE COMPANY,FALSE
Garden Grille And Bar,"2400 Alert Rd, Ottawa, ON K1V 0R4",NA,45.3279915,-75.6521822,restaurant,nightlife,old,0,201806,NA,2400 ALERT,GARDEN GRILLE AND BAR,FALSE
Garlic & Onion,"1465 Richmond Road, Ottawa, ON K2B 6R9",NA,45.3633001,-75.7905325,restaurant,regular,old,0,20180710,NA,1465 RICHMOND,GARLIC & ONION,FALSE
Gelatini Gelato,"344 Preston Street, Ottawa K1S 4M6",+1 (613) 235-8050,45.4016092,-75.7102411,Restaurant,Dine Out,new,NA,NA,NA,344 PRESTON,GELATINI GELATO,FALSE
Generations Inn,"717 Lake Park Road, Carleton Place K7C 0C4",+1 (613) 253-5253,45.1045222222,-76.1632527778,Restaurant,Dine Out,new,NA,NA,NA,717 LAKE,GENERATIONS INN,FALSE
Genji,"175 Lisgar Street, Ottawa K2P 0C3",+1 (613) 236-2880,45.4188833333,-75.6923833333,Restaurant,Dine Out,new,NA,NA,NA,175 LISGAR,GENJI,FALSE
GENJI JAPANESE RESTAURANT,175 LISGAR STREET,NA,45.41892624,-75.6924057,restaurant,regular,old,0,20180706,NA,175 LISGAR,GENJI JAPANESE RESTAURANT,FALSE
George's Meat Shop,"3681 Innes Road, Ottawa K1C 1T1",+1 (613) 424-6700,45.450238,-75.518988,Restaurant,Dine Out,new,NA,NA,NA,3681 INNES,GEORGE'S MEAT SHOP,FALSE
George's Restaurant,"1128 Concession Street, Russell K4R 1C8",+1 (613) 445-3395,45.256925,-75.3582083333,Restaurant,Dine Out,new,NA,NA,NA,1128 CONCESSION,GEORGE'S RESTAURANT,FALSE
GEORGIES PIZZA,1661 CARLING AVENUE,NA,45.37978363,-75.74903107,fast food,regular,old,0,20180706,375,1661 CARLING,GEORGIES PIZZA,FALSE
Geronimo,146 Prescott Street K0G 1J0,+1 (613) 215-0401,45.015358,-75.644821,Restaurant,Dine Out,new,NA,NA,NA,146 PRESCOTT,GERONIMO,FALSE
Gezellig,"337 Richmond Road, Ottawa K2A 0E7",+1 (613) 680-9086,45.3921583333,-75.7539527778,Restaurant,Dine Out,new,NA,NA,NA,337 RICHMOND,GEZELLIG,TRUE
Gezellig,"337 Richmond Road, Ottawa, ON K2A 0E7",NA,45.392257,-75.7540996,restaurant,regular,old,0,20180710,NA,337 RICHMOND,GEZELLIG,TRUE
Ghana House,"1465 Merivale Road, Ottawa K2E 1B1",+1 (613) 224-2929,45.3601333333,-75.7336194444,Restaurant,Dine Out,new,NA,NA,NA,1465 MERIVALE,GHANA HOUSE,FALSE
Ghana House Cuisine,"1465 Merivale Road, Ottawa, ON K2E 5N9",NA,45.3608084,-75.7336794,restaurant,regular,old,0,20180710,NA,1465 MERIVALE,GHANA HOUSE CUISINE,FALSE
Giant Panda,"170 Lees Avenue, Ottawa K1S 5G5",+1 (613) 695-9273,45.415223,-75.671747,Restaurant,Dine Out,new,NA,NA,NA,170 LEES,GIANT PANDA,FALSE
Giant Panda Restaurant,"170 Lees Avenue, Ottawa, ON K1S 5G5",NA,45.415154,-75.67175,restaurant,regular,old,0,20180710,NA,170 LEES,GIANT PANDA RESTAURANT,FALSE
Gibson's On Queen,"402 Queen Street, Ottawa K1R 5A7",+1 (613) 230-0400,45.4179764721,-75.7066278532,Restaurant,Dine Out,new,NA,NA,NA,402 QUEEN,GIBSON'S ON QUEEN,TRUE
GIBSON'S ON QUEEN,402 QUEEN STREET,NA,45.41789627,-75.70664215,restaurant,regular,old,0,20180706,NA,402 QUEEN,GIBSON'S ON QUEEN,TRUE
Gina’s Cafe,"710 Gladstone Avenue, Ottawa, ON K1R 6X3",NA,45.4074561,-75.7042511,restaurant,regular,old,0,20180710,NA,710 GLADSTONE,GINA’S CAFE,FALSE
GING SING CHINESE RESTAURANT,939A SOMERSET STREET WEST,NA,45.40819931,-75.7153244,restaurant,regular,old,0,20180706,NA,NA,GING SING CHINESE RESTAURANT,FALSE
Ginger Cafe,"132 Coleman Street, Carleton Place K7C 4M7",+1 (613) 492-1345,45.1360944444,-76.1348027778,Restaurant,Dine Out,new,NA,NA,NA,132 COLEMAN,GINGER CAFE,FALSE
Gingerbread Man,"1134 Tighe Street, Ottawa K4M 1A4",+1 (613) 692-3209,45.225644,-75.683203,Restaurant,Dine Out,new,NA,NA,NA,1134 TIGHE,GINGERBREAD MAN,FALSE
GINKGO GARDEN,2225 ST LAURENT BOULEVARD,NA,45.38957214,-75.61741638,fast food,regular,old,0,20180706,397,2225 ST,GINKGO GARDEN,FALSE
Ginza Ramen,"832 Somerset Street West, Ottawa K1R 6R5",+1 (613) 680-8822,45.4090888889,-75.7116555556,Restaurant,Dine Out,new,NA,NA,NA,832 SOMERSET,GINZA RAMEN,FALSE
GINZA RAMEN SUSHI & SAKE BAR,280 ELGIN STREET,NA,45.41744995,-75.6901474,restaurant,regular,old,0,20180706,NA,280 ELGIN,GINZA RAMEN SUSHI & SAKE BAR,FALSE
Gio Pizza,"1896 Prince of Wales Drive, Ottawa K2C 3W9",+1 (613) 224-7700,45.3537972222,-75.704475,Restaurant,Dine Out,new,NA,NA,NA,1896 PRINCE,GIO PIZZA,TRUE
GIO PIZZA,1896 PRINCE OF WALES DRIVE,NA,45.35369873,-75.70469666,fast food,regular,old,0,20180706,225,1896 PRINCE,GIO PIZZA,TRUE
Giovanni's,"362 Preston Street, Ottawa K1S 4M7",+1 (613) 234-3156,45.401751,-75.710394,Restaurant,Dine Out,new,NA,NA,NA,362 PRESTON,GIOVANNI'S,TRUE
GIOVANNI'S,362 PRESTON STREET,NA,45.40134811,-75.71015167,restaurant,regular,old,0,20180706,NA,362 PRESTON,GIOVANNI'S,TRUE
Giovanni's Snack Bar,"376 Booth Street, Ottawa K1R 7K6",+1 (613) 238-9204,45.406951,-75.709162,Restaurant,Dine Out,new,NA,NA,NA,376 BOOTH,GIOVANNI'S SNACK BAR,FALSE
GIOVANNI SNACK BAR,376-1 BOOTH STREET,NA,45.40694427,-75.70913696,fast food,regular,old,0,20180706,395,3761 BOOTH,GIOVANNI SNACK BAR,FALSE
Gladstone Golden Grill,"523 Gladstone Avenue, Ottawa K1R 5N9",+1 (613) 695-5557,45.410075,-75.6987527778,Restaurant,Dine Out,new,NA,NA,NA,523 GLADSTONE,GLADSTONE GOLDEN GRILL,TRUE
GLADSTONE GOLDEN GRILL,523 GLADSTONE AVENUE,NA,45.41009521,-75.69874573,restaurant,regular,old,0,20180706,NA,523 GLADSTONE,GLADSTONE GOLDEN GRILL,TRUE
Gladstone Lounge,"750 Gladstone Avenue, Ottawa, ON K1R 6X5",NA,45.406964,-75.7053169,restaurant,nightlife,old,0,20180726,NA,750 GLADSTONE,GLADSTONE LOUNGE,FALSE
GLORIA PIZZA,1588 WALKLEY ROAD,NA,45.37678528,-75.64627075,fast food,regular,old,0,20180706,379,1588 WALKLEY,GLORIA PIZZA,FALSE
Glue Pot Pub,"340 Queen St, Ottawa, ON K1R 5A5",NA,45.4184152,-75.7052441,restaurant,nightlife,old,0,201806,NA,340 QUEEN,GLUE POT PUB,FALSE
GO 4 GREEK,3570 STRANDHERD DRIVE,NA,45.27510071,-75.73745728,fast food,regular,old,0,20180706,114,3570 STRANDHERD,GO 4 GREEK,FALSE
GO FOR SUSHI,407 LAURIER AVENUE WEST,NA,45.41767883,-75.70265198,fast food,regular,old,0,20180706,428,407 LAURIER,GO FOR SUSHI,FALSE
Go For Sushi,"Minto Place, 407 Laurier Avenue West, Ottawa K1R 1B9",+1 (613) 238-2828,45.417309,-75.702293,Restaurant,Dine Out,new,NA,NA,NA,NA,GO FOR SUSHI,FALSE
Go4greek,"3570 Strandherd Drive, Ottawa K2J 5L4",+1 (613) 823-2323,45.2751472222,-75.7372666667,Restaurant,Dine Out,new,NA,NA,NA,3570 STRANDHERD,GO4GREEK,FALSE
GoForSushi,"407 Laurier Avenue W, Ottawa, ON K1R 7Y7",NA,45.4174285,-75.7025666,restaurant,regular,old,0,20180710,NA,407 LAURIER,GOFORSUSHI,FALSE
GoGiYa Korean Fried Chicken,"155 Bank Street, Centretown, Ottawa",+1 (613) 680-0988,45.418919,-75.69922,Restaurant,Dine Out,new,NA,NA,NA,155 BANK,GOGIYA KOREAN FRIED CHICKEN,FALSE
GOLDEN BAGUETTE BAKERY LTD,242 BANK STREET,NA,45.41638947,-75.69736481,fast food,regular,old,0,20180706,455,242 BANK,GOLDEN BAGUETTE BAKERY LTD,FALSE
GOLDEN BBQ GRILL,1-928 MONTREAL ROAD,NA,45.44642639,-75.62858582,fast food,regular,old,0,20180706,101,1928 MONTREAL,GOLDEN BBQ GRILL,FALSE
Golden Bowl Restaurant,"1598 Cyrville Road, Ottawa K1B 5K1",+1 (613) 744-2865,45.4181484,-75.6105739,Restaurant,Dine Out,new,NA,NA,NA,1598 CYRVILLE,GOLDEN BOWL RESTAURANT,TRUE
GOLDEN BOWL RESTAURANT,1598 CYRVILLE ROAD,NA,45.41810608,-75.61058807,restaurant,regular,old,0,20180706,NA,1598 CYRVILLE,GOLDEN BOWL RESTAURANT,TRUE
Golden Bubbles,"11 William Street, Ottawa, ON K1N 6Z9",NA,45.428898,-75.692678,fast food,regular,old,0,20180726,NA,11 WILLIAM,GOLDEN BUBBLES,FALSE
GOLDEN CAPITAL,1139 BAXTER ROAD,NA,45.35059738,-75.7819519,fast food,regular,old,0,20180706,473,1139 BAXTER,GOLDEN CAPITAL,FALSE
Golden Crust,"1730, Montreal Road, Vanier, Ottawa K1K 2Z7",+1 (613) 695-9955,45.4490138889,-75.6508166667,Restaurant,Dine Out,new,NA,NA,NA,1730 MONTREAL,GOLDEN CRUST,FALSE
GOLDEN CRUST PIZZERIA,353 ST LAURENT BOULEVARD,NA,45.44916916,-75.65073395,fast food,regular,old,0,20180706,373,353 ST,GOLDEN CRUST PIZZERIA,FALSE
Golden Fries Chip Wagon,"6505 Jeanne D'Arc Boulevard, Orleans, ON K1C 2J1",NA,45.4801256,-75.5363839,fast food,regular,old,0,20180726,NA,6505 JEANNE,GOLDEN FRIES CHIP WAGON,FALSE
Golden India,"408 McArthur Avenue, Ottawa K1K 1G5",+1 (613) 842-9153,45.4320027778,-75.6486277778,Restaurant,Dine Out,new,NA,NA,NA,408 MCARTHUR,GOLDEN INDIA,FALSE
Golden Palace,"2195 Carling Avenue, Ottawa K2B 7E8",+1 (613) 820-8444,45.3698111111,-75.7715305556,Restaurant,Dine Out,new,NA,NA,NA,2195 CARLING,GOLDEN PALACE,FALSE
GOLDEN PALACE RESTAURANT,2195 CARLING AVENUE,NA,45.36985397,-75.77173615,restaurant,regular,old,0,20180706,NA,2195 CARLING,GOLDEN PALACE RESTAURANT,FALSE
Golden Restaurant,"130 Riocan Drive, Ottawa K2J 5G3",+1 (613) 825-2188,45.26875,-75.740875,Restaurant,Dine Out,new,NA,NA,NA,130 RIOCAN,GOLDEN RESTAURANT,FALSE
GOLDEN STAR,15 SPRINGFIELD ROAD,NA,45.44032288,-75.67637634,fast food,regular,old,0,20180706,260,15 SPRINGFIELD,GOLDEN STAR,FALSE
GOLDEN THAI,1620 SCOTT STREET,NA,45.40348053,-75.73344421,fast food,regular,old,0,20180706,429,1620 SCOTT,GOLDEN THAI,FALSE
GOLDEN THAI,1620-27 SCOTT STREET,NA,45.40382004,-75.73274231,restaurant,regular,old,0,20180706,NA,162027 SCOTT,GOLDEN THAI,FALSE
Golden Thai,"Holland Cross, 1620 Scott Street, Ottawa K1Y 4S7",+1 (613) 728-9088,45.403869,-75.734039,Restaurant,Dine Out,new,NA,NA,NA,NA,GOLDEN THAI,FALSE
Gongfu Bao Cart,"Confederation Park, Ottawa, ON K1P 5J2",NA,45.4222068,-75.6924021,restaurant,regular,old,0,20180710,NA,NA,GONGFU BAO CART,FALSE
Good Companion,"15 Allan Street, Carleton Place K7C 1T1",+1 (613) 253-3288,45.139606,-76.146406,Restaurant,Dine Out,new,NA,NA,NA,15 ALLAN,GOOD COMPANION,FALSE
Good Eats,"388 Albert Street, Ottawa K1R 5B8",+1 (613) 914-3287,45.4181166667,-75.7046888889,Restaurant,Dine Out,new,NA,NA,NA,388 ALBERT,GOOD EATS,TRUE
Good Eats,"388 Albert Street, Ottawa, ON K1R 5B2",NA,45.417728,-75.7047737,restaurant,regular,old,0,20180710,NA,388 ALBERT,GOOD EATS,TRUE
Good Time Karaoke,"2051 Wildflower Dr, Orléans, ON K1E 3R5",NA,45.4579767,-75.5013941,nightlife,nightlife,old,0,20180706,NA,2051 WILDFLOWER,GOOD TIME KARAOKE,FALSE
GOODIES,"103 Fourth Avenue, Ottawa, ON K1S 2L1",NA,45.4026622,-75.6875273,restaurant,regular,old,0,20180710,NA,103 FOURTH,GOODIES,FALSE
GOODNESS GRACIOUS CAFE,1716 MONTREAL ROAD,NA,45.44594955,-75.61109161,restaurant,regular,old,0,20180706,NA,1716 MONTREAL,GOODNESS GRACIOUS CAFE,FALSE
Gooney's Sandwich Works,"360 Laurier Avenue West, Ottawa K1P 5K3",+1 (613) 233-2460,45.4180305556,-75.7010111111,Restaurant,Dine Out,new,NA,NA,NA,360 LAURIER,GOONEY'S SANDWICH WORKS,TRUE
GOONEY'S SANDWICH WORKS,360 LAURIER AVENUE WEST,NA,45.4177742,-75.70066833,restaurant,regular,old,0,20180706,NA,360 LAURIER,GOONEY'S SANDWICH WORKS,TRUE
GOONEY'S SANDWICHWORKS,360 LAURIER AVENUE WEST,NA,45.41776276,-75.70072174,fast food,regular,old,0,20180706,36,360 LAURIER,GOONEY'S SANDWICHWORKS,FALSE
Gourmet Café +,"1687 Montreal Road, Ottawa K1J 6N6",+1 (613) 244-1159,45.446581,-75.612877,Restaurant,Dine Out,new,NA,NA,NA,1687 MONTREAL,GOURMET CAFÉ +,FALSE
GOVINDA'S,212 SOMERSET STREET EAST,NA,45.42246628,-75.67883301,restaurant,regular,old,0,20180706,NA,212 SOMERSET,GOVINDA'S,FALSE
Govinda's Vegetarian Buffet,"212 Somerset Street East, Ottawa K1N 6V5",+1 (613) 565-6544,45.422414,-75.679037,Restaurant,Dine Out,new,NA,NA,NA,212 SOMERSET,GOVINDA'S VEGETARIAN BUFFET,FALSE
Grace O'Malley's,"1151 Ogilvie Road, Ottawa K1J 1J9",+1 (613) 842-0220,45.426935,-75.630787,Restaurant,Dine Out,new,NA,NA,NA,1151 OGILVIE,GRACE O'MALLEY'S,FALSE
Grace O'Malley's East Coast Pub & Restaurant,"1151 Ogilvie Rd, Gloucester, ON K1J 7P6",NA,45.4271338,-75.6309634,restaurant,nightlife,old,0,201806,NA,1151 OGILVIE,GRACE O'MALLEY'S EAST COAST PUB & RESTAURANT,FALSE
Graffiti's,"Holiday Inn & Suites, 101 Kanata Avenue, Ottawa K2T 1E6",+1 (613) 271-0921,45.3115666667,-75.9049527778,Restaurant,Dine Out,new,NA,NA,NA,NA,GRAFFITI'S,FALSE
Great Canadian Poutinerie,"200 Deschamps Avenue, Ottawa, ON K1L 5Z2",NA,45.4365425,-75.6647835,restaurant,regular,old,0,20180710,NA,200 DESCHAMPS,GREAT CANADIAN POUTINERIE,FALSE
Great Hall Café,"National Gallery of Canada, 380 Sussex Drive, Ottawa K1N 9N4",+1 (613) 943-0247,45.429659,-75.69743,Restaurant,Dine Out,new,NA,NA,NA,NA,GREAT HALL CAFÉ,FALSE
Greco,"212 Bank Street, Ottawa K2P 1X1",+1 (613) 695-4372,45.4172055556,-75.6980361111,Restaurant,Dine Out,new,NA,NA,NA,212 BANK,GRECO,FALSE
GRECO ON BANK,212 BANK STREET,NA,45.41720581,-75.69804382,fast food,regular,old,0,20180706,205,212 BANK,GRECO ON BANK,FALSE
Greek on Wheels,"1123 Cobden Rd., Ottawa West",NA,45.35252149999999,-75.7778093,Fast Food,Regular,new,NA,NA,NA,1123 COBDEN,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,1123 COBDEN ROAD,NA,45.35251617,-75.77783966,fast food,regular,old,1,20180628,84,1123 COBDEN,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,1123 COBDEN ROAD,NA,45.35248184,-75.77781677,restaurant,regular,old,0,20180706,NA,1123 COBDEN,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,3 HAWTHORNE AVENUE,NA,45.41202545,-75.68241882,fast food,regular,old,1,20180628,84,3 HAWTHORNE,GREEK ON WHEELS,FALSE
Greek on Wheels,"343 Somerset St W, Centretown, Ottawa",NA,45.4158555,-75.6956466,Fast Food,Regular,new,NA,NA,NA,343 SOMERSET,GREEK ON WHEELS,FALSE
Greek on Wheels,"4025 Innes Road, Unit 7, Ottawa K1C 1T1",+1 (613) 824-5900,45.4558194444,-75.5059055556,Restaurant,Dine Out,new,NA,NA,NA,4025 INNES,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,4025 INNES ROAD,NA,45.45589447,-75.50600433,fast food,regular,old,1,20180628,84,4025 INNES,GREEK ON WHEELS,TRUE
Greek on Wheels,"444 Hazeldean Rd., Kanata, Ottawa",NA,45.299159,-75.88580979999999,Fast Food,Regular,new,NA,NA,NA,444 HAZELDEAN,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,444 HAZELDEAN ROAD,NA,45.29909897,-75.88580322,fast food,regular,old,1,20180628,84,444 HAZELDEAN,GREEK ON WHEELS,TRUE
Greek on Wheels,"585 Montreal Rd., Ottawa East",NA,45.4426297,-75.6443967,Fast Food,Regular,new,NA,NA,NA,585 MONTREAL,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,585 MONTREAL ROAD,NA,45.44300842,-75.64437103,fast food,regular,old,1,20180628,84,585 MONTREAL,GREEK ON WHEELS,TRUE
Greek on Wheels,"605 Longfields Dr., Barrhaven",NA,45.2847669,-75.7449274,Fast Food,Regular,new,NA,NA,NA,605 LONGFIELDS,GREEK ON WHEELS,FALSE
Greek on Wheels,"800 Hunt Club Rd., at Uplands, Ottawa",NA,45.344365,-75.66624809999999,Fast Food,Regular,new,NA,NA,NA,800 HUNT,GREEK ON WHEELS,TRUE
GREEK ON WHEELS,800 HUNT CLUB ROAD,NA,45.34436798,-75.66598511,fast food,regular,old,1,20180628,84,800 HUNT,GREEK ON WHEELS,TRUE
Greek Plus,"6483 Jeanne D'Arc Boulevard North, Ottawa K1C 2R1",+1 (613) 837-1500,45.4795305556,-75.537475,Restaurant,Dine Out,new,NA,NA,NA,6483 JEANNE,GREEK PLUS,FALSE
GREEK PLUS,6505 JEANNE D'ARC BOULEVARD,NA,45.47977066,-75.53716278,fast food,regular,old,0,20180706,283,6505 JEANNE,GREEK PLUS,FALSE
Greek To Go,425 Mcarthur Avenue K1K 1G5,+1 (613) 741-6159: +1 (613) 741-6159,45.432558,-75.646971,Restaurant,Dine Out,new,NA,NA,NA,425 MCARTHUR,GREEK TO GO,TRUE
GREEK TO GO,425 MCARTHUR AVENUE,NA,45.43245316,-75.64710236,fast food,regular,old,0,20180706,389,425 MCARTHUR,GREEK TO GO,TRUE
Greekos,"1224 Shillington Avenue, Ottawa, ON K1Z 7Z4",NA,45.3806314,-75.7283501,restaurant,regular,old,0,20180710,NA,1224 SHILLINGTON,GREEKOS,FALSE
Greeky Grill,"152 Nelson St, Ottawa, ON K1N 5Y6",NA,45.4299232,-75.684634,fast food,regular,old,0,20180710,NA,152 NELSON,GREEKY GRILL,FALSE
Greely Hot Pizzeria,"1341 Meadow Drive, Ottawa K4P 1N3",+1 (613) 821-0800,45.265352,-75.56227,Restaurant,Dine Out,new,NA,NA,NA,1341 MEADOW,GREELY HOT PIZZERIA,FALSE
Greely Restaurant,"5375 Bank Street, Ottawa K1X 1H4",+1 (613) 425-6600,45.2854222222,-75.5734472222,Restaurant,Dine Out,new,NA,NA,NA,5375 BANK,GREELY RESTAURANT,TRUE
GREELY RESTAURANT,5375 BANK STREET,NA,45.28540421,-75.57320404,restaurant,regular,old,0,20180706,NA,5375 BANK,GREELY RESTAURANT,TRUE
GREEN DOOR RESTAURANT,198 MAIN STREET,NA,45.40831375,-75.67773438,restaurant,regular,old,0,20180706,NA,198 MAIN,GREEN DOOR RESTAURANT,FALSE
GREEN GARDEN CAFE,1145 HUNT CLUB ROAD,NA,45.35181427,-75.65239716,fast food,regular,old,0,20180706,146,1145 HUNT,GREEN GARDEN CAFE,FALSE
GREEN PAPAYA,1374 BASELINE ROAD,NA,45.36231613,-75.73708344,restaurant,regular,old,1,20180629,NA,1374 BASELINE,GREEN PAPAYA,FALSE
GREEN PAPAYA,256 PRESTION STREET,NA,45.40444565,-75.71206665,restaurant,regular,old,1,20180629,NA,256 PRESTION,GREEN PAPAYA,FALSE
Green Papaya,"256 Preston Street, Ottawa K1R 7R5",+1 (613) 231-8424,45.404518,-75.711969,Restaurant,Dine Out,new,NA,NA,NA,256 PRESTON,GREEN PAPAYA,FALSE
GREEN REBEL,"160 Elgin St, Ottawa, ON K1A 0W9",NA,45.423532,-75.6963868,fast food,regular,old,1,20180628,79,160 ELGIN,GREEN REBEL,FALSE
Green Rebel,"340 Albert Street, Suite 140, Ottawa K1R 7Y6",+1 (613) 235-5999,45.4191944444,-75.7027361111,Restaurant,Dine Out,new,NA,NA,NA,340 ALBERT,GREEN REBEL,FALSE
GREEN REBEL,340-140 ALBERT STREET,NA,45.41868973,-75.70262146,fast food,regular,old,1,20180628,79,340140 ALBERT,GREEN REBEL,FALSE
GREEN REBEL,50 RIDEAU STREET,NA,45.42464066,-75.68997955,fast food,regular,old,1,20180628,79,50 RIDEAU,GREEN REBEL,FALSE
GREEN REBEL,99-G009 BANK STREET,NA,45.42041397,-75.70005798,fast food,regular,old,1,20180628,79,NA,GREEN REBEL,FALSE
Green Room,"130 York Street, Ottawa K1N 5T5",+1 (613) 241-6827,45.42934,-75.689701,Restaurant,Drinks and Nightlife,new,NA,NA,NA,130 YORK,GREEN ROOM,TRUE
Green Room,"130 York Street, Ottawa, ON K1N 5T5",NA,45.4289463,-75.6893473,nightlife,nightlife,old,0,20180706,NA,130 YORK,GREEN ROOM,TRUE
Greenfield's Gastro Public House,"900 Greenbank Road, Ottawa K2J 1S8",+1 (613) 823-9900,45.2863359581,-75.7573752478,Restaurant,Dine Out,new,NA,NA,NA,900 GREENBANK,GREENFIELD'S GASTRO PUBLIC HOUSE,TRUE
Greenfield's Gastro Public House,"900 Greenbank Rd, Nepean, ON K2J 4P6",NA,45.2848766,-75.7561399,restaurant,nightlife,old,0,201806,NA,900 GREENBANK,GREENFIELD'S GASTRO PUBLIC HOUSE,TRUE
GREENFIELDS,900 GREENBANK ROAD,NA,45.28506851,-75.75614929,restaurant,regular,old,0,20180706,NA,900 GREENBANK,GREENFIELDS,FALSE
Greystone Grill,"179 Constance Bay Road, Ottawa K0A 3M0",+1 (613) 832-0009,45.4844076,-76.0761858,Restaurant,Dine Out,new,NA,NA,NA,179 CONSTANCE,GREYSTONE GRILL,FALSE
Grill'N Chill,"4741 Bank Street, Ottawa K1T 3W7",+1 (613) 248-1953,45.32384,-75.594921,Restaurant,Dine Out,new,NA,NA,NA,4741 BANK,GRILL'N CHILL,FALSE
GRILL 41,100 ELGIN STREET,NA,45.42140579,-75.69369507,restaurant,regular,old,0,20180706,NA,100 ELGIN,GRILL 41,FALSE
Grill 41 -  Lord Elgin Hotel,"Lord Elgin Hotel, 100 Elgin Street, Ottawa K1P 5K8",+1 (613) 569-2126,45.4216805556,-75.6943888889,Restaurant,Dine Out,new,NA,NA,NA,NA,GRILL 41 -  LORD ELGIN HOTEL,FALSE
Grill Master Express,"30 Colonnade Road, Unit 100, Ottawa K2E 7J6",+1 (613) 723-7769,45.342897,-75.719503,Restaurant,Dine Out,new,NA,NA,NA,30 COLONNADE,GRILL MASTER EXPRESS,FALSE
GRILL MASTER RESTAURANT,30-10 COLONNADE ROAD,NA,45.34276962,-75.7194519,restaurant,regular,old,0,20180706,NA,3010 COLONNADE,GRILL MASTER RESTAURANT,FALSE
GRILL WORKS,1125-1 COLONEL BY DRIVE,NA,45.38334274,-75.6978302,restaurant,regular,old,0,20180706,NA,11251 COLONEL,GRILL WORKS,FALSE
Grill Works,"Carleton University, Loeb Building, 1125 Colonel By Drive, First Floor, Ottawa K1S 5B6",+1 (613) 520-2600,45.380768,-75.698665,Restaurant,Dine Out,new,NA,NA,NA,NA,GRILL WORKS,FALSE
Grillades Torino,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,45.4251195,-75.6917194,restaurant,regular,old,0,20180710,NA,50 RIDEAU,GRILLADES TORINO,FALSE
Grounded Kitchen & Coffeehouse,"100 Gloucester Street, Ottawa K2P 1T5",+1 (613) 567-1234,45.4192194444,-75.6961583333,Restaurant,Dine Out,new,NA,NA,NA,100 GLOUCESTER,GROUNDED KITCHEN & COFFEEHOUSE,FALSE
GROUNDED KITCHEN AND COFFEEHOUSE,100 GLOUCESTER STREET,NA,45.41893005,-75.6958847,restaurant,regular,old,0,20180706,NA,100 GLOUCESTER,GROUNDED KITCHEN AND COFFEEHOUSE,FALSE
Grow Your Roots,"220 Terence Matthews Crescent, Ottawa, ON K2M 0E2",NA,45.2861186,-75.8754277,fast food,coffee shop,old,0,20180726,NA,220 TERENCE,GROW YOUR ROOTS,FALSE
Grumpy's,"4000 Bridle Path Drive, Ottawa, ON K1T 1Z5",+1 (613) 525-9490,45.34832,-75.645684,Restaurant,Dine Out,new,NA,NA,NA,4000 BRIDLE,GRUMPY'S,FALSE
Grumpy'S Pub & Eatery,"4000 Bridle Path Drive, Gloucester, ON K1T 1Z5, Canada",NA,45.348746,-75.645757,restaurant,nightlife,old,0,201806,NA,4000 BRIDLE,GRUMPY'S PUB & EATERY,FALSE
Guava's Shawarma,"3161 Strandherd Drive, Ottawa K2J 5N1",+1 (613) 823-0011,45.2741166667,-75.7194833333,Restaurant,Dine Out,new,NA,NA,NA,3161 STRANDHERD,GUAVA'S SHAWARMA,FALSE
GUAVA'S SHAWARMA,3161-303 STRANDHERD DRIVE,NA,45.27416992,-75.71946716,fast food,regular,old,0,20180706,125,3161303 STRANDHERD,GUAVA'S SHAWARMA,FALSE
Guru’s Inspired Food Bar,"1123 Wellington Street W, Ottawa, ON K1Y 1P1",NA,45.4022838,-75.7265006,restaurant,regular,old,0,20180710,NA,1123 WELLINGTON,GURU’S INSPIRED FOOD BAR,FALSE
Ha Noi Pho,"4312 Innes Road, Unit 1, Ottawa K4A 5E6",+1 (613) 590-1000,45.4589777778,-75.4934166667,Restaurant,Dine Out,new,NA,NA,NA,4312 INNES,HA NOI PHO,FALSE
