name,address,note,phone,lat,lng
Circle K,"80 Madawaska Street, ARNPRIOR, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4347485,-76.3555146
Durocher Market,"200 Durocher Street, Vanier, ON K1L 7S4",Convenience Stores,NA,45.4364772,-75.6664526
Variety Convenience Store,"277 Granville St, Vanier, ON K1L 6Z3",Convenience Stores,NA,45.4382601,-75.656007
Mini Confectionery,"273 Montfort St, Vanier, ON K1L 5N8",Convenience Stores,NA,45.4389471,-75.6615451
Ste Anne Convenience,"308 Shakespeare St, Vanier, ON K1L 5M4",Convenience Stores,NA,45.4395184,-75.6592304
Quickie,"64 BEECHWOOD AVENUE, Ottawa, Ontario, K1L 8B2",NA,613-744-7256,45.4401226,-75.6749723
Convinience Maximum,"11 Springfield Road, Ottawa, ON K1M 1C8",Convenience Stores,NA,45.4402613,-75.6765958
A&amp;M Mart,"580 Montreal Rd, Ottawa, ON K1K","Pizza, Gas Stations",NA,45.4409854,-75.6440071
Circle K,"598 Montreal Road, OTTAWA, Canada","atm, coffee, polar_pop, froster",NA,45.4421259,-75.6429469
Vanier Convenience Food Mart,"101 Rue Lavergne, Vanier, ON K1L 5E6",Convenience Stores,NA,45.4431274,-75.6652425
Mickey Tran Dba All Convenience,"200 Rideau Ter, Ottawa, ON K1M 0Z3",Convenience Stores,NA,45.4433902,-75.6747098
Kristin Mini Mart,"1090 Kristin Way, Ottawa, ON K1K 4B6",Convenience Stores,NA,45.4435482,-75.643072
Mace Concenience,"876 Montreal Rd, Ottawa, ON K1K 4L3",Convenience Stores,NA,45.4457968,-75.6301564
Crosswinds Convenience,"641 Bathgate Dr, Ottawa, ON K1K 3Y3",Convenience Stores,NA,45.4465282,-75.6241498
Ultramar,"3469 Innes Rd, Orleans, ON K1C 1T1",Convenience Stores,NA,45.447056,-75.5269859
Circle K,"437 St. Laurent Blvd., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4473684,-75.6498646
Circle K,"2075 Montreal RD, OTTAWA, Canada","gas, diesel, atm, redbull_shop",NA,45.4480417,-75.5939711
Circle K,"1600 Forest Valley Drive, ORLEANS, Canada","gas, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4488546,-75.535982
Mac's,"2302 Tenth Line Road, OTTAWA, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4507803,-75.4830486
Manor Park Convenience Store,"293 St Laurent Blvd, Ottawa, ON K1K 2Z3",Convenience Stores,NA,45.4511597,-75.6522707
Daisy Mart Beckers,"906 Shefford Road, Gloucester, ON K1J 6X4",Convenience Stores,NA,45.4523899,-75.5899417
Circle K,"3869 Innes RD, ORLEANS, Canada","gas, atm",NA,45.4531593,-75.5120415
Nicholls,"3798 Dunrobin Road RR 3, Woodlawn, ON K0A 3M0",Convenience Stores,NA,45.4625561,-76.0746876
Circle K,"1980 St. Joseph Blvd., ORLEANS, Canada","car_wash, gas, diesel, atm",NA,45.4635594,-75.5404122
Quickie,"375 DES ÉPINETTES AVE, Cumberland, Ontario, K1E 3E6",NA,613-830-3507,45.4661877,-75.4957745
Pharmacie Shoppers Drug Mart,"1937 Boul Portobello, Orleans, ON K4A 4W9",Convenience Stores,NA,45.4680525,-75.4657987
Circle K,"367 Raglan St. S., RENFREW, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4697778,-76.680566
Mac's,"1985 Trim Road, OTTAWA, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4713098,-75.4539885
Pronto Food Marts,"2688 St Joseph Blvd, Orleans, ON K1C 1G3",Convenience Stores,NA,45.4716751,-75.5228412
Mac's,"8 Raglan Street South, RENFREW, Canada","gas, atm, coffee, polar_pop, froster",NA,45.4729179,-76.6855897
Shell Canada,"2975 Street Joseph Boulevard, Orleans, ON K1C 7C2",Gas Stations,NA,45.4759521,-75.5165493
Orleans Food Market,"3022 St. Joseph Blvd, Orleans, ON K1E 1E2","Convenience Stores, Grocery",NA,45.4767757,-75.5135279
Circle K,"385 Tompkins Ave., ORLEANS, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4774353,-75.4985302
Valentina,"110 Place D'orleans Drive, Orleans, ON K1C 2L9",Convenience Stores,NA,45.4781702,-75.5155571
Mac's,"6469 Jeanne D'Arc Blvd North, OTTAWA, Canada","gas, diesel, atm, coffee",NA,45.4803399,-75.5370229
Quickie,"915 WATTERS STREET, Cumberland, Ontario, K4A 3K5",NA,613-841-6972,45.4837088,-75.4756006
Maggy’s Mart,"8154 Jeanne D'arc Blvd N, Orleans, ON K1E 2H5",Convenience Stores,NA,45.4875472,-75.5116649
Ultramar Ontario,"2749 Laurier Street, Rockland, ON K4K 1A3",Convenience Stores,NA,45.5414127,-75.3008097
Circle K,"9061 County Road 17, ROCKLAND, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.5454896,-75.3017648
Couche-Tard,"175 Avenue Lépine, Buckingham, CA","car_wash, diesel, public_restrooms, roller_grill, redbull_shop, ca_coffee",NA,45.5758929,-75.400335
