name,isAd,photoSrc,photoSrcSet,photoPageUrl,rating,numReviews,categories,addressLines,neighborhoods,businessUrl,showRecommended,bizSiteUrl
Petro-Canada,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/f7fFzY5Up-HggdAtRpkhyA/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/f7fFzY5Up-HggdAtRpkhyA/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/f7fFzY5Up-HggdAtRpkhyA/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/f7fFzY5Up-HggdAtRpkhyA/348s.jpg 1.39x",/biz_photos/petro-canada-ottawa-19?select=f7fFzY5Up-HggdAtRpkhyA,4.5,4,Gas Stations,"690 Hunt Club Road, Ottawa, ON K1V 1C3",,/biz/petro-canada-ottawa-19?osq=Convenience+Stores,FALSE,
Depanneur Chenier &amp; Freres,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/depanneur-chenier-and-freres-gatineau,0,0,Convenience Stores,"221 Rue De Notre-Dame-De-L'ile, Gatineau, QC J8X 3T7",,/biz/depanneur-chenier-and-freres-gatineau?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-ottawa-11,5,1,Convenience Stores,"3332 McCarthy Rd, Ottawa, ON K1V 0H9",,/biz/quickie-the-convenience-stores-ottawa-11?osq=Convenience+Stores,FALSE,
Maple Leaf Dairy,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/Ejt89IlapWKKd-iL_fe2Ag/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/Ejt89IlapWKKd-iL_fe2Ag/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/Ejt89IlapWKKd-iL_fe2Ag/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/Ejt89IlapWKKd-iL_fe2Ag/348s.jpg 1.39x",/biz_photos/maple-leaf-dairy-carleton-place?select=Ejt89IlapWKKd-iL_fe2Ag,0,0,Convenience Stores,"249 Bridge Street, Carleton Place, ON K7C 3H3",,/biz/maple-leaf-dairy-carleton-place?osq=Convenience+Stores,FALSE,
Convenience Store Best Service,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/convenience-store-best-service-ottawa,0,0,Convenience Stores,"2249 Carling Ave, Ottawa, ON K2B 7E9",,/biz/convenience-store-best-service-ottawa?osq=Convenience+Stores,FALSE,
Mac’s,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/macs-kanata-3,0,0,Convenience Stores,"500 Hazeldean Road, Kanata, ON K2L 2B5",,/biz/macs-kanata-3?osq=Convenience+Stores,FALSE,
North Bestone,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/north-bestone-golden-triangle,4,1,Convenience Stores,"190 Lees Avenue, Golden Triangle, ON K1S 5S9",,/biz/north-bestone-golden-triangle?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-16,4,1,Convenience Stores,"1859 Carling Avenue, Ottawa, ON K2A 1E4",,/biz/circle-k-ottawa-16?osq=Convenience+Stores,FALSE,
Darvesh Gas Grocery LCBO &amp; Beer Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/darvesh-gas-grocery-lcbo-and-beer-store-kinburn,0,0,"Gas Stations, Beer, Wine &amp; Spirits, Convenience Stores","3084 Kinburn Side Road, Kinburn, ON K0A 2H0",,/biz/darvesh-gas-grocery-lcbo-and-beer-store-kinburn?osq=Convenience+Stores,FALSE,
Lyndale Corner Food Mart,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/FEKVenqrKrcSa4q6z_9_vA/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/FEKVenqrKrcSa4q6z_9_vA/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/FEKVenqrKrcSa4q6z_9_vA/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/FEKVenqrKrcSa4q6z_9_vA/348s.jpg 1.39x",/biz_photos/lyndale-corner-food-mart-ottawa?select=FEKVenqrKrcSa4q6z_9_vA,0,0,Convenience Stores,"60 Lyndale Avenue, Ottawa, ON K1Y 2M8",,/biz/lyndale-corner-food-mart-ottawa?osq=Convenience+Stores,FALSE,
Desh Grocery,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/desh-grocery-ottawa,3,1,Convenience Stores,"103 Mann Ave, Ottawa, ON K1N 5Y8",,/biz/desh-grocery-ottawa?osq=Convenience+Stores,FALSE,
Quickie Convenience,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-convenience-ottawa-2,0,0,Convenience Stores,"2 Goldridge Drive, Ottawa, ON K2T 1C7",,/biz/quickie-convenience-ottawa-2?osq=Convenience+Stores,FALSE,
Barrhaven Petro-Canada,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/4uVGYWmxAiHb3XmE0ORyQg/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/4uVGYWmxAiHb3XmE0ORyQg/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/4uVGYWmxAiHb3XmE0ORyQg/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/4uVGYWmxAiHb3XmE0ORyQg/348s.jpg 1.39x",/biz_photos/barrhaven-petro-canada-nepean-3?select=4uVGYWmxAiHb3XmE0ORyQg,4,1,Gas Stations,"3766 Fallowfield Rd, Nepean, ON K2J 1A1",,/biz/barrhaven-petro-canada-nepean-3?osq=Convenience+Stores,FALSE,
Slater Street Market,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/slater-street-market-ottawa,3,3,Convenience Stores,"427 Laurier West, Ottawa, ON K1R 1B9",,/biz/slater-street-market-ottawa?osq=Convenience+Stores,FALSE,
Rema Convenience Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/rema-convenience-store-ottawa,0,0,Convenience Stores,"1263 Wellington St W, Ottawa, ON K1Y 3A6",,/biz/rema-convenience-store-ottawa?osq=Convenience+Stores,FALSE,
One Stop Convenience,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/one-stop-convenience-ottawa,0,0,Convenience Stores,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",,/biz/one-stop-convenience-ottawa?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/stLjMLrWOTJNyd-Syv7_3Q/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/stLjMLrWOTJNyd-Syv7_3Q/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/stLjMLrWOTJNyd-Syv7_3Q/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/stLjMLrWOTJNyd-Syv7_3Q/348s.jpg 1.39x",/biz_photos/quickie-the-convenience-stores-ottawa-10?select=stLjMLrWOTJNyd-Syv7_3Q,0,0,Convenience Stores,"1034 Pleasant Park Rd, Ottawa, ON K1G 2A1",,/biz/quickie-the-convenience-stores-ottawa-10?osq=Convenience+Stores,FALSE,
Petro Canada,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/tQLAj1DKb_PMVlNY8PpB2w/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/tQLAj1DKb_PMVlNY8PpB2w/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/tQLAj1DKb_PMVlNY8PpB2w/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/tQLAj1DKb_PMVlNY8PpB2w/348s.jpg 1.39x",/biz_photos/petro-canada-ottawa-21?select=tQLAj1DKb_PMVlNY8PpB2w,4,1,Gas Stations,"1856 Carling Avenue, Ottawa, ON K2A 1E3",,/biz/petro-canada-ottawa-21?osq=Convenience+Stores,FALSE,
Variety Convenience Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/variety-convenience-store-vanier,0,0,Convenience Stores,"277 Granville St, Vanier, ON K1L 6Z3",,/biz/variety-convenience-store-vanier?osq=Convenience+Stores,FALSE,
Esso,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/jRetio4lHFkDzXOOFUyntA/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/jRetio4lHFkDzXOOFUyntA/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/jRetio4lHFkDzXOOFUyntA/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/jRetio4lHFkDzXOOFUyntA/348s.jpg 1.39x",/biz_photos/esso-almonte?select=jRetio4lHFkDzXOOFUyntA,3,1,"Gas Stations, Convenience Stores","234 Christian Street, Almonte, ON K0A 1A0",,/biz/esso-almonte?osq=Convenience+Stores,FALSE,
International News,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/6txD6wKPwN5DCvVephiJPA/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/6txD6wKPwN5DCvVephiJPA/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/6txD6wKPwN5DCvVephiJPA/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/6txD6wKPwN5DCvVephiJPA/348s.jpg 1.39x",/biz_photos/international-news-ottawa-5?select=6txD6wKPwN5DCvVephiJPA,5,1,Newspapers &amp; Magazines,"2121 Avenue Carling, Ottawa, ON K2A 1H2",,/biz/international-news-ottawa-5?osq=Convenience+Stores,FALSE,
Cummings Convenience Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/cummings-convenience-store-gloucester,0,0,Convenience Stores,"969 Cummings Ave, Gloucester, ON K1J 7R9",,/biz/cummings-convenience-store-gloucester?osq=Convenience+Stores,FALSE,
Ultramar,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/ultramar-orleans,0,0,Convenience Stores,"3469 Innes Rd, Orleans, ON K1C 1T1",,/biz/ultramar-orleans?osq=Convenience+Stores,FALSE,
Shiv Sky Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/shiv-sky-store-ottawa,0,0,Convenience Stores,"1833 Riverside Dr, Ottawa, ON K1G 0E8",,/biz/shiv-sky-store-ottawa?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-35,0,0,Convenience Stores,"333 Rideau Street, Ottawa, ON K1N 5Y4",,/biz/circle-k-ottawa-35?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-17,5,1,Convenience Stores,"450 Bank Street, Ottawa, ON K2P 1Z1",,/biz/circle-k-ottawa-17?osq=Convenience+Stores,FALSE,
Auberge De La Marguerite,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/auberge-de-la-marguerite-chelsea,0,0,Convenience Stores,"141 Ch De La Montagne, Chelsea, QC J9B 1A3",,/biz/auberge-de-la-marguerite-chelsea?osq=Convenience+Stores,FALSE,
A2Z Food Centre,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/a2z-food-centre-ottawa,0,0,Convenience Stores,"489 Rideau St, Ottawa, ON K1N 5Z5",,/biz/a2z-food-centre-ottawa?osq=Convenience+Stores,FALSE,
Circle k,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-5,0,0,Convenience Stores,"418 Moodie Drive, Ottawa, ON K2H 8A6",,/biz/circle-k-ottawa-5?osq=Convenience+Stores,FALSE,
Mac’s Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/macs-convenience-stores-ottawa-4,3,1,Convenience Stores,"853 Bank Street, Ottawa, ON K1S 3W2",,/biz/macs-convenience-stores-ottawa-4?osq=Convenience+Stores,FALSE,
Super Convenience Mart,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/super-convenience-mart-ottawa,1,1,Convenience Stores,"1-25 Tapiola Crescent, Ottawa, ON K1T 2J7",,/biz/super-convenience-mart-ottawa?osq=Convenience+Stores,FALSE,
Sammy’s Corner Confectionary,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/sammys-corner-confectionary-ottawa,0,0,Convenience Stores,"1076 St Laurent Blvd, Ottawa, ON K1K 3B4",,/biz/sammys-corner-confectionary-ottawa?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-orleans-2,0,0,Convenience Stores,"7766 Jeanne D'arc Blvd N, Orleans, ON K1C 2R5",,/biz/quickie-the-convenience-stores-orleans-2?osq=Convenience+Stores,FALSE,
Royal Varity,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/royal-varity-ottawa,0,0,Convenience Stores,"260 Bank Street, Ottawa, ON K2P 1X4",,/biz/royal-varity-ottawa?osq=Convenience+Stores,FALSE,
Chez Ti-Coune,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/chez-ti-coune-gatineau,0,0,"Beer, Wine &amp; Spirits, Convenience Stores","74 Rue Eddy, Gatineau, QC J8X 2W2",,/biz/chez-ti-coune-gatineau?osq=Convenience+Stores,FALSE,
Ultramar,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/ultramar-ottawa-13,0,0,"Gas Stations, Convenience Stores","660 Eagleson Road, Ottawa, ON K2M 1H4",,/biz/ultramar-ottawa-13?osq=Convenience+Stores,FALSE,
Depanneur Varietes La Source,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/depanneur-varietes-la-source-wakefield,0,0,"Convenience Stores, Pizza","723 Ch Riverside RR 2, Wakefield, QC J0X 3G0",,/biz/depanneur-varietes-la-source-wakefield?osq=Convenience+Stores,FALSE,
Blue Nile Grocery Store,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/blue-nile-grocery-store-ottawa,0,0,Convenience Stores,"168 King Edward Ave, Ottawa, ON K1N 7L3",,/biz/blue-nile-grocery-store-ottawa?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-27,0,0,Convenience Stores,"44 Edgewater Street, Ottawa, ON K2L 1V8",,/biz/circle-k-ottawa-27?osq=Convenience+Stores,FALSE,
Depanneur Los Andes,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/depanneur-los-andes-gatineau,0,0,Convenience Stores,"107 Rue Eddy, Gatineau, QC J8X 2W6",,/biz/depanneur-los-andes-gatineau?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-4,5,1,Convenience Stores,"1584 Merivale Road, Ottawa, ON K2G 3K1",,/biz/circle-k-ottawa-4?osq=Convenience+Stores,FALSE,
Chuck’s Deli &amp; Convenience,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/6MR-Zj5amx_IPU_vnyh0Aw/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/6MR-Zj5amx_IPU_vnyh0Aw/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/6MR-Zj5amx_IPU_vnyh0Aw/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/6MR-Zj5amx_IPU_vnyh0Aw/348s.jpg 1.39x",/biz_photos/chucks-deli-and-convenience-ottawa?select=6MR-Zj5amx_IPU_vnyh0Aw,4.5,3,"Convenience Stores, Delis","100 Trainyards Drive, Ottawa, ON K1G 3S5",,/biz/chucks-deli-and-convenience-ottawa?osq=Convenience+Stores,FALSE,
Daily Convenience,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/daily-convenience-ottawa-2,0,0,Convenience Stores,"1220 Merivale Rd, Ottawa, ON K1Z 8P2",,/biz/daily-convenience-ottawa-2?osq=Convenience+Stores,FALSE,
Hasty Market,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/hasty-market-ottawa-4,0,0,Convenience Stores,"596 Rideau St, Ottawa, ON K1N 6A2",,/biz/hasty-market-ottawa-4?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-54,0,0,Convenience Stores,"401 Hazeldean Road, Ottawa, ON K2L 4C6",,/biz/circle-k-ottawa-54?osq=Convenience+Stores,FALSE,
Roberto’s Corner,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/b77dxgGYBM6_ugVHGXCl9w/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/b77dxgGYBM6_ugVHGXCl9w/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/b77dxgGYBM6_ugVHGXCl9w/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/b77dxgGYBM6_ugVHGXCl9w/348s.jpg 1.39x",/biz_photos/robertos-corner-ottawa?select=b77dxgGYBM6_ugVHGXCl9w,4.5,3,"Delis, Italian, Sandwiches","1034 Pleasant Park Rd, Ottawa, ON K1G 2A1",,/biz/robertos-corner-ottawa?osq=Convenience+Stores,FALSE,
Petro-Canada,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/petro-canada-ottawa-10,0,0,"Gas Stations, Convenience Stores","3095 Carling Ave, Ottawa, ON K2H 5A5",,/biz/petro-canada-ottawa-10?osq=Convenience+Stores,FALSE,
Peter Tuck Shop,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/peter-tuck-shop-ottawa,0,0,Convenience Stores,"1435 Prince of Wales Dr, Ottawa, ON K2C 1N5",,/biz/peter-tuck-shop-ottawa?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/85CkdmVCwVR7SQ5VYB0aLw/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/85CkdmVCwVR7SQ5VYB0aLw/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/85CkdmVCwVR7SQ5VYB0aLw/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/85CkdmVCwVR7SQ5VYB0aLw/348s.jpg 1.39x",/biz_photos/circle-k-ottawa-22?select=85CkdmVCwVR7SQ5VYB0aLw,1,1,Convenience Stores,"598 Montreal Road, Ottawa, ON K1K 0T6",,/biz/circle-k-ottawa-22?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-34,0,0,Convenience Stores,"2672 Innes Road, Ottawa, ON K1B 4Z5",,/biz/circle-k-ottawa-34?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-ottawa-2,4,1,Convenience Stores,"1430 Prince of Wales Dr, Ottawa, ON K2C 1N6",,/biz/quickie-the-convenience-stores-ottawa-2?osq=Convenience+Stores,FALSE,
Ultramar,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/ultramar-gatineau-13,0,0,Convenience Stores,"108 Blvd Greber, Gatineau, QC J8T 3P8",,/biz/ultramar-gatineau-13?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-ottawa-65,0,0,Convenience Stores,"888 Meadowlands Dr E, Ottawa, ON K2C 3R2",,/biz/circle-k-ottawa-65?osq=Convenience+Stores,FALSE,
Quickie,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-ottawa-3,0,0,Convenience Stores,"326-332 Bank Street, Ottawa, ON K2P 1Y1",,/biz/quickie-ottawa-3?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/PT4rJW_dI3hq48ucr0jjXg/ls.jpg,"https://s3-media0.fl.yelpcdn.com/bphoto/PT4rJW_dI3hq48ucr0jjXg/258s.jpg 1.03x,https://s3-media0.fl.yelpcdn.com/bphoto/PT4rJW_dI3hq48ucr0jjXg/300s.jpg 1.20x,https://s3-media0.fl.yelpcdn.com/bphoto/PT4rJW_dI3hq48ucr0jjXg/348s.jpg 1.39x",/biz_photos/circle-k-ottawa-40?select=PT4rJW_dI3hq48ucr0jjXg,0,0,Convenience Stores,"1856 Robertson Road, Ottawa, ON K2H 5B8",,/biz/circle-k-ottawa-40?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-nepean-2,0,0,Convenience Stores,"2946 Baseline Rd, Nepean, ON K2H 8T5",,/biz/quickie-the-convenience-stores-nepean-2?osq=Convenience+Stores,FALSE,
Quickie Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-stores-ottawa,0,0,Convenience Stores,"1386 Richmond Road, Ottawa, ON K2B 8L4",,/biz/quickie-stores-ottawa?osq=Convenience+Stores,FALSE,
Depanneur Le Spot,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/depanneur-le-spot-gatineau-2,0,0,Convenience Stores,"21 Rue Principale, Gatineau, QC J9H 3K9",,/biz/depanneur-le-spot-gatineau-2?osq=Convenience+Stores,FALSE,
Quickie,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-ottawa,2.5,3,Convenience Stores,"255 Parkdale Ave, Ottawa, ON K1Y 1G1",,/biz/quickie-ottawa?osq=Convenience+Stores,FALSE,
Vic’s Tuck Shop,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/vics-tuck-shop-ottawa,0,0,Convenience Stores,"1375 Prince of Wales Dr, Ottawa, ON K2C 3L5",,/biz/vics-tuck-shop-ottawa?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-gatineau-3,0,0,Convenience Stores,"108 Blvd Greber, Gatineau, QC J8T 3P8",,/biz/quickie-the-convenience-stores-gatineau-3?osq=Convenience+Stores,FALSE,
Circle K,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/circle-k-kanata,0,0,Convenience Stores,"100 Castlefrank Road, Kanata, ON K2L 2V6",,/biz/circle-k-kanata?osq=Convenience+Stores,FALSE,
Quickie the Convenience Stores,FALSE,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,,/biz_photos/quickie-the-convenience-stores-ottawa-4,0,0,Convenience Stores,"359 Poulin Ave, Ottawa, ON K2B 5V2",,/biz/quickie-the-convenience-stores-ottawa-4?osq=Convenience+Stores,FALSE,
