rowid,name,address,category2,category3,Nbhd,lat,lng,dataset,phone,chain,nems_code,num_name,name_word,update_date
360,Firehouse Subs,"41 Marketplace Ave, Nepean, ON K2J 5G4",specialty,deli meat cheese,Chapman Mills,45.2690589,-75.7442837,new,NA,NA,NA,NA,NA,2021-08-26
361,Fitness Warehouse,"2095 St Joseph Blvd, Orleans, ON K1C 1E7",specialty,health store,Convent Glen - Orléans Woods,45.4666127,-75.5357775,new,NA,NA,NA,NA,NA,2021-08-26
362,Food Africana Shop,"1848 Carling Ave, Ottawa, ON K2A 2P5",grocery,small,Carlingwood West - Glabar Park - McKellar Heights,45.3758925,-75.7565765,new,NA,NA,NA,NA,NA,2021-08-26
363,FOOD BASICS,9030 County Road 17 Rockland K4K 1V5,grocery,large,(None),45.5481786,-75.301749,new,NA,NA,NA,NA,NA,2021-08-26
364,FOOD BASICS,3712 Innes Road Orleans K1W 0C8,grocery,large,Chapel Hill South,45.4501454,-75.5174796,new,NA,NA,NA,NA,NA,2021-08-26
365,FOOD BASICS,"1021 Cyrville Road, Unit 1 Ottawa K1J 7S3",grocery,large,Overbrook - McArthur,45.4257875,-75.6359037,new,NA,NA,NA,NA,NA,2021-08-26
366,FOOD BASICS,667 Kirkwood Avenue Ottawa K1Z 8N7,grocery,large,Westboro,45.3852151,-75.7406076,new,NA,NA,NA,NA,NA,2021-08-26
367,FOOD BASICS,1670 Heron Road Ottawa K1V 0C2,grocery,large,Ledbury - Heron Gate - Ridgemont,45.379825,-75.644557,new,NA,NA,NA,NA,NA,2021-08-26
368,FOOD BASICS,"1465 Merivale Road, Unit 13 Ottawa K2E 5N9",grocery,large,Skyline - Fisher Heights,45.3609612,-75.7340239,new,NA,NA,NA,NA,NA,2021-08-26
369,FOOD BASICS,150 Katimavik Road Kanata K2L 2N2,grocery,large,Katimavik - Hazeldean,45.3124188,-75.8958402,new,NA,NA,NA,NA,NA,2021-08-26
370,FOOD BASICS,5703 Hazeldean Road Stittsville K2S 0P6,grocery,large,Stittsville,45.2852452,-75.9135878,new,NA,NA,NA,NA,NA,2021-08-26
371,FOOD BASICS,900 Greenbank Road Ottawa K2J 1S8,grocery,large,Old Barrhaven West,45.2847264,-75.7564617,new,NA,NA,NA,NA,NA,2021-08-26
372,FOOD BASICS,"2615 Highway #43, R.R. #5 Kemptville K0G 1J0",grocery,large,(None),45.0199425,-75.65949,new,NA,NA,NA,NA,NA,2021-08-26
373,Food Frenz,"275 Laurier Ave. E, Ottawa, ON K1N 6P7",grocery,large,Sandy Hill,45.4266821,-75.6800434,new,NA,NA,NA,NA,NA,2021-08-26
374,Food Frenz,"2910 Carling Avenue, Ottawa, ON K2B 7J7",convenience,regular,Whitehaven - Queensway Terrace North,45.3566719,-75.8006858,new,NA,NA,NA,NA,NA,2021-08-26
375,FOODLAND,"1349 Meadow Drive, Greely, on, K4P 1N3",grocery,large,Greely,45.2657496,-75.5632462,new,NA,NA,NA,NA,NA,2021-08-26
376,FOODLAND,"101-6045 Bank Street, Greely, on, K4P 0G5",grocery,large,Greely,45.2633793,-75.5549986,new,NA,NA,NA,NA,NA,2021-08-26
377,FOODLAND,"148 Craig Street, Russell, on, K4R 1A1",grocery,large,(None),45.2570873,-75.3722076,new,NA,NA,NA,NA,NA,2021-08-26
378,FOODLAND,"5669 Main Street, Osgoode, on, K0A 2W0",grocery,large,Osgoode - Vernon,45.1486903,-75.6009866,new,NA,NA,NA,NA,NA,2021-08-26
379,FOODLAND,"12015 Main Street West, Winchester, on, K0C 2K0",grocery,large,(None),45.0875094,-75.3722924,new,NA,NA,NA,NA,NA,2021-08-26
380,Forever Living Products,"58 Promenade Ave, Nepean, ON K2E 5X8",specialty,health store,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,45.3276785,-75.7039663,new,NA,NA,NA,NA,NA,2021-08-26
381,Foster Family Farm,"2345 Roger Stevens Dr, North Gower, ON K0A 2T0",grocery,small,North Gower - Kars,45.1312747,-75.7178534,new,NA,NA,NA,NA,NA,2021-08-26
382,Frank's Catering & Baked Goods,"283 Greenbank Road, Ottawa, ON",specialty,bakery,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,45.3242692,-75.7776888,new,NA,NA,NA,NA,NA,2021-08-26
383,Frankie's Deli,"58 Antares Drive, Ottawa, ON K2E 7W6",specialty,deli meat cheese,Hunt Club South Industrial,45.3303677,-75.7098027,new,NA,NA,NA,NA,NA,2021-08-26
384,Franktown Grocery Gas and Pizza,"9645 Highway 15, Smiths Falls, ON K7A 4S7",convenience,gas station,(None),45.0388419,-76.0594753,new,NA,NA,NA,NA,NA,2021-08-26
385,Free Range Meat & Deli,"194 Robertson Rd, Ottawa, ON K2H 9J5",specialty,deli meat cheese,Bells Corners West,45.3176435,-75.843842,new,NA,NA,NA,NA,NA,2021-08-26
386,Fresh Grocer,"40 Jolliet Av, Vanier, ON K1L 5H5",grocery,small,Vanier North,45.4431425,-75.6687168,new,NA,NA,NA,NA,NA,2021-08-26
387,Fresh Start Foods Inc,"2072 Walkley Rd, Ottawa, ON K1G 3V3",grocery,small,East Industrial,45.3847588,-75.6258196,new,NA,NA,NA,NA,NA,2021-08-26
388,FRESHCO,"320 McArthur Avenue, Ottawa, on, K1L 5G2",grocery,large,Overbrook - McArthur,45.4302588,-75.653843,new,NA,NA,NA,NA,NA,2021-08-26
389,FRESHCO,"1595 Merivale Road, Unit # 5, Ottawa, on, K2G 3J4",grocery,large,Skyline - Fisher Heights,45.3524148,-75.7327639,new,NA,NA,NA,NA,NA,2021-08-26
390,FRESHCO,"2150 Robertson Road, Nepean, on, K2H 9S1",grocery,large,Bells Corners West,45.3194282,-75.8366715,new,NA,NA,NA,NA,NA,2021-08-26
391,FRESHCO,"4750 Bank Street, Ottawa, on, K1J 0K8",grocery,large,Findlay Creek,45.3191181,-75.5957883,new,NA,NA,NA,NA,NA,2021-08-26
392,FRESHCO,"2480 Strandherd Dr., Building A, Ottawa, on, K2G 4S4",grocery,large,Rideau Crest - Davidson Heights,45.2738887,-75.7100224,new,NA,NA,NA,NA,NA,2021-08-26
393,FRESHCO,"110 Lansdowne Avenue, Carleton Place, on, K7C 2T7",grocery,large,(None),45.1340916,-76.1395226,new,NA,NA,NA,NA,NA,2021-08-26
394,Fruits Express,"5310 Canotek Road, Ottawa, ON",grocery,small,Rothwell Heights - Beacon Hill North,45.4520762,-75.5875447,new,NA,NA,NA,NA,NA,2021-08-26
395,GÃƒÂ¢teaux Gourmands 3D,"865 Maloney E, Gatineau, QC J8P 1H3",specialty,bakery,(None),45.4870022,-75.6042904,new,NA,NA,NA,NA,NA,2021-08-26
396,Gagne en SantÃƒÂ©,"224 Rue Bellehumeur, Gatineau, QC J8T 8N6",specialty,health store,(None),45.4800691,-75.6933375,new,NA,NA,NA,NA,NA,2021-08-26
397,Gateway Newstand,"50 Rideau St, Ottawa, ON K1N 9J1",convenience,regular,Sandy Hill,45.4250234,-75.6909652,new,NA,NA,NA,NA,NA,2021-08-26
398,Gateway Newstand,"90 Sparks Street, Ottawa, ON K1P 5B4",convenience,regular,Centretown,45.4226531,-75.6964906,new,NA,NA,NA,NA,NA,2021-08-26
399,Gateway Newstand,"99 Metcalfe St, Ottawa, ON K1P 6L7",grocery,large,Centretown,45.4208809,-75.6952365,new,NA,NA,NA,NA,NA,2021-08-26
400,Gateway Newstand Blair Bus Terminal,"1980 Ogilvie Road, Gloucester, ON K1J 9L3",convenience,regular,Carson Grove - Carson Meadows,45.4325275,-75.6098258,new,NA,NA,NA,NA,NA,2021-08-26
401,GB Carribean Grocery,"609-A Center St, Ottawa, ON K1K 2N8",grocery,small,Overbrook - McArthur,45.4418747,-75.6427476,new,NA,NA,NA,NA,NA,2021-08-26
402,Geeland,"1020 St. Laurent Blvd, Ottawa, ON K1K 4S2",grocery,small,Overbrook - McArthur,45.4277621,-75.6398977,new,NA,NA,NA,NA,NA,2021-08-26
403,Geeland International Grocery,"1620 Walkley Road, Ottawa, ON",grocery,small,Ledbury - Heron Gate - Ridgemont,45.3773624,-75.6450154,new,NA,NA,NA,NA,NA,2021-08-26
404,Geenie Bakery,"209 Glen Park Drive, Ottawa, ON K1B 5B8",specialty,bakery,Blackburn Hamlet,45.4309451,-75.5646104,new,NA,NA,NA,NA,NA,2021-08-26
405,General Nutrition,"110 Place D'orleans Dr, Orleans, ON K1C 2L9",specialty,health store,Convent Glen - Orléans Woods,45.4781702,-75.5155571,new,NA,NA,NA,NA,NA,2021-08-26
406,General Nutrition,"400 Earl Grey Drive, Kanata, ON K2T 1B9",specialty,health store,Kanata Lakes - Arcardia,45.3114428,-75.9142711,new,NA,NA,NA,NA,NA,2021-08-26
407,General Nutrition Centre,"1200 St Laurent Blvd, Ottawa, ON K1K 3B8",specialty,health store,Overbrook - McArthur,45.4219466,-75.6387057,new,NA,NA,NA,NA,NA,2021-08-26
408,General Nutrition Centre,"160 Bank St, Ottawa, ON K1P 5N8",specialty,health store,Centretown,45.4187593,-75.699408,new,NA,NA,NA,NA,NA,2021-08-26
409,George's Meat Shop,"3681 Innes Road, Ottawa, ON K1C 1T1",specialty,bakery,Orléans Village - Chateauneuf,45.4502459,-75.5189877,new,NA,NA,NA,NA,NA,2021-08-26
410,Giant Tiger,"385, avenue de Buckingham, Buckingham, QC, J8L 2G8",convenience,regular,(None),45.5898658,-75.4179833,new,NA,NA,NA,NA,NA,2021-08-26
411,Giant Tiger,"1657 Laurier Street PO Box 719, Rockland, ON, K4K 1L4",convenience,regular,(None),45.5490373,-75.2899322,new,NA,NA,NA,NA,NA,2021-08-26
412,Giant Tiger,"715, boul. Maloney Est, Gatineau, QC, J8P 1G3",convenience,regular,(None),45.4841844,-75.6236107,new,NA,NA,NA,NA,NA,2021-08-26
413,Giant Tiger,"900 Watters Road, OrlÃƒÂ©ans, ON, K4A 0B4",convenience,regular,Cardinal Creek,45.4820643,-75.4734004,new,NA,NA,NA,NA,NA,2021-08-26
414,Giant Tiger,"2396 St.Joseph Blvd., Orleans, ON, K1C 1G1",convenience,regular,Orléans Village - Chateauneuf,45.4684687,-75.5286254,new,NA,NA,NA,NA,NA,2021-08-26
415,Giant Tiger,"55,  boul. GrÃƒÂ©ber, Gatineau, QC, J8T 3P7",convenience,regular,(None),45.4625432,-75.6994492,new,NA,NA,NA,NA,NA,2021-08-26
416,Giant Tiger,"80 Elgin Street West, Arnprior, ON, K7S 1N5",convenience,regular,(None),45.4339729,-76.3560647,new,NA,NA,NA,NA,NA,2021-08-26
417,Giant Tiger,"144, rue Papineau, Gatineau, QC",convenience,regular,(None),45.4305529,-75.7182779,new,NA,NA,NA,NA,NA,2021-08-26
418,Giant Tiger,"1021 St. Laurent Boulevard, Ottawa, ON, K1K 3B1",convenience,regular,Overbrook - McArthur,45.4284564,-75.6379081,new,NA,NA,NA,NA,NA,2021-08-26
419,Giant Tiger,"98 George Street, Ottawa, ON, K1N 5W2",convenience,regular,Byward Market,45.427402,-75.6905046,new,NA,NA,NA,NA,NA,2021-08-26
420,Giant Tiger,"1085 Wellington Street West, Ottawa, ON, K1Y 2Y4",convenience,regular,Hintonburg - Mechanicsville,45.4032036,-75.7255198,new,NA,NA,NA,NA,NA,2021-08-26
421,Giant Tiger,"210, chemin Aylmer, Gatineau (Aylmer), QC, J9H 1A2",convenience,regular,(None),45.3947103,-75.8331176,new,NA,NA,NA,NA,NA,2021-08-26
422,Giant Tiger,"2480 Walkley Road, Ottawa, ON, K1G 6A9",convenience,regular,East Industrial,45.3902453,-75.6101515,new,NA,NA,NA,NA,NA,2021-08-26
423,Giant Tiger,"1512 Merivale Road, Ottawa, ON, K2G 3J6",convenience,regular,Cityview - Crestview - Meadowlands,45.3567334,-75.7378655,new,NA,NA,NA,NA,NA,2021-08-26
424,Giant Tiger,"2950 Bank Street, Blossom Park, ON, K1T 1N8",convenience,regular,Hunt Club Upper -Blossom Park - Timbermill,45.344538,-75.622643,new,NA,NA,NA,NA,NA,2021-08-26
425,Giant Tiger,"1861 Robertson Road, Ottawa, ON, K2H 9N5",convenience,regular,Bells Corners East,45.3280758,-75.8210352,new,NA,NA,NA,NA,NA,2021-08-26
426,Giant Tiger,"6081 Hazeldean Road, Stittsville, ON, K2S 1B8",convenience,regular,Stittsville,45.2724542,-75.9329283,new,NA,NA,NA,NA,NA,2021-08-26
427,Giant Tiger,"654 Notre Dame Street, Embrun, ON, K0A 1W0",convenience,regular,(None),45.2679279,-75.3096731,new,NA,NA,NA,NA,NA,2021-08-26
428,Giant Tiger,"1168 Maple Street, Manotick, ON, K4M 1A5",convenience,regular,Manotick,45.2242374,-75.6859436,new,NA,NA,NA,NA,NA,2021-08-26
429,Giant Tiger,"320 Coleman Street, Carleton Place, ON, K7C 0B5",convenience,regular,(None),45.1400487,-76.1286808,new,NA,NA,NA,NA,NA,2021-08-26
430,Giant Tiger,"2970 County Road 43, Kemptville, ON, K0G 1J0",convenience,regular,(None),45.0286904,-75.6366503,new,NA,NA,NA,NA,NA,2021-08-26
431,Gigi's Market Lalanne Multi-services,"23 Montreal Rd, Vanier, ON K1L 6E8",grocery,small,Vanier North,45.4333303,-75.6690121,new,NA,NA,NA,NA,NA,2021-08-26
432,Glebe Meat Market,"869 Bank St., Ottawa ON K1S3W4",grocery,small,Glebe - Dows Lake,45.400959,-75.6869613,new,NA,NA,NA,NA,NA,2021-08-26
433,Glitz Cupcakes Company,"11 Murray Street, Ottawa, ON K1N 9M5",specialty,bakery,Byward Market,45.429079,-75.6956117,new,NA,NA,NA,NA,NA,2021-08-26
434,Gloucester Fine Foods,"303-1228 Old Innes Rd, Ottawa, ON K1B 3V3",grocery,small,East Industrial,45.410138,-75.617999,new,NA,NA,NA,NA,NA,2021-08-26
435,Golden Baguette Bakery,"242 Bank Street, Ottawa, ON K2P 1X4",specialty,bakery,Centretown,45.416355,-75.6974384,new,NA,NA,NA,NA,NA,2021-08-26
436,GOODIES,"103 Fourth Avenue, Ottawa, ON K1S 2L1",specialty,bakery,Glebe - Dows Lake,45.402666,-75.6875304,new,NA,NA,NA,NA,NA,2021-08-26
437,Grace in the Kitchen,"442 Hazeldean Rd, Ottawa, ON K2L 1V2",grocery,small,Glen Cairn - Kanata South Business Park,45.2995219,-75.885129,new,NA,NA,NA,NA,NA,2021-08-26
438,Grant Crossing,"5537 Hazeldean Road, Stittsville, ON K2L",specialty,health store,Stittsville,45.2883048,-75.904716,new,NA,NA,NA,NA,NA,2021-08-26
439,Greely Convenience Store,"1341 Meadow Dr, Greely, ON K4P 1N3",grocery,small,Greely,45.265382,-75.562133,new,NA,NA,NA,NA,NA,2021-08-26
440,Green Fresh Supermarket,"29 Selkirk Street, Ottawa, ON",grocery,small,Vanier South,45.4321785,-75.6681141,new,NA,NA,NA,NA,NA,2021-08-26
441,Greenbank Foods,"806 Greenbank Rd, Ottawa, ON",grocery,small,Old Barrhaven West,45.2870325,-75.756814,new,NA,NA,NA,NA,NA,2021-08-26
442,Grill Master Restaurant & Catering,"30 Colonnade Rd, Ottawa, ON K2E 7J6",specialty,deli meat cheese,Hunt Club South Industrial,45.3428914,-75.7195024,new,NA,NA,NA,NA,NA,2021-08-26
443,Grocery G3,"399b Dalhousie Street, Ottawa, ON",grocery,small,Sandy Hill,45.4269988,-75.6893633,new,NA,NA,NA,NA,NA,2021-08-26
444,H & A Energy Bar,"850 Industrial Ave, Ottawa, ON K1G 4K2",specialty,health store,East Industrial,45.4065214,-75.6324418,new,NA,NA,NA,NA,NA,2021-08-26
445,Hadalyna Bakery,"117 Rue Front, Gatineau, QC J9H 5S9",specialty,bakery,(None),45.404186,-75.8554512,new,NA,NA,NA,NA,NA,2021-08-26
446,Hanna's Bakery Pita Perfect,"1228 Old Innes Rd Unit 312, Ottawa, ON K1B 3V3",specialty,bakery,East Industrial,45.4098512,-75.6178268,new,NA,NA,NA,NA,NA,2021-08-26
447,Happy Goat Coffee Company,"35 Laurel Street, Ottawa, ON K1Y 2E6",specialty,bakery,Hintonburg - Mechanicsville,45.4052342,-75.7172898,new,NA,NA,NA,NA,NA,2021-08-26
448,Harry Deli,"320 Queen Street, Ottawa, ON K1R 5A3",specialty,deli meat cheese,Centretown,45.4190809,-75.7034734,new,NA,NA,NA,NA,NA,2021-08-26
449,Hasi Bakery,"250 Greenbank Road, Ottawa, ON K2H 8X4",specialty,bakery,Trend-Arlington,45.3244028,-75.7795626,new,NA,NA,NA,NA,NA,2021-08-26
450,Hasty Market,"596 Rideau St, Ottawa, ON K1N 6A2",grocery,large,Sandy Hill,45.4329124,-75.6754193,new,NA,NA,NA,NA,NA,2021-08-26
451,Hasty Market,"1565 Alta Vista Drive, Ottawa, ON",grocery,large,Riverview,45.4086185,-75.6573288,new,NA,NA,NA,NA,NA,2021-08-26
452,Hasty Market,"1224 Wellington St W, Ottawa, ON K1Y 3A1",grocery,large,Hintonburg - Mechanicsville,45.3997284,-75.7312123,new,NA,NA,NA,NA,NA,2021-08-26
453,Hasty Market,"1234 Merivale Rd, Ottawa, ON K2C 4C3",convenience,regular,Civic Hospital-Central Park,45.3705594,-75.7332882,new,NA,NA,NA,NA,NA,2021-08-26
454,Hasty Market,"2361 Carling Avenue, Ottawa, ON K2B 8E5",convenience,regular,Carlingwood West - Glabar Park - McKellar Heights,45.367192,-75.7790651,new,NA,NA,NA,NA,NA,2021-08-26
455,Hasty Market,"1896 Prince Of Wales Drive, Ottawa, ON K2C 3W9",convenience,regular,Carleton Heights - Rideauview,45.3538415,-75.7048504,new,NA,NA,NA,NA,NA,2021-08-26
456,HAWTHORNE ESSO,"3500 HAWTHORNE RD, OTTAWA, ON",convenience,gas station,Hunt Club Park,45.3741719,-75.597868,new,NA,NA,NA,NA,NA,2021-08-26
457,Health Keg,"53 Broadway Ave, Ottawa, ON K1S 2V4",specialty,health store,Glebe - Dows Lake,45.3965781,-75.6907086,new,NA,NA,NA,NA,NA,2021-08-26
458,Health Sciences Book Store,"501 Smyth Rd, Ottawa, ON K1H 8L6",specialty,health store,Riverview,45.4028386,-75.6481867,new,NA,NA,NA,NA,NA,2021-08-26
459,Healthy Planet Kanata,"400 Earl Grey Dr, Ottawa, ON",specialty,health store,Kanata Lakes - Arcardia,45.3114428,-75.9142711,new,NA,NA,NA,NA,NA,2021-08-26
460,Healthy Planet Trainyards,"590 Industrial Avenue, Ottawa, ON",specialty,health store,East Industrial,45.4107468,-75.6425309,new,NA,NA,NA,NA,NA,2021-08-26
461,Herb & Spice Shop,"375 Bank Street, Ottawa, ON",grocery,large,Centretown,45.4139145,-75.6948505,new,NA,NA,NA,NA,NA,2021-08-26
462,Herb & Spice Shop,"1310 Wellington St, Ottawa, ON K1Y 3B2",grocery,large,Island Park - Wellington Village,45.3984898,-75.7365031,new,NA,NA,NA,NA,NA,2021-08-26
463,Hobbs Meats and Bakery,"2394 Dwyer Hill Road, Ottawa, ON",specialty,bakery,Munster - Ashton,45.1605236,-75.9883083,new,NA,NA,NA,NA,NA,2021-08-26
464,Hogan's Food Store,"315 Powell Ave, Ottawa, ON K1S 2A6",grocery,small,Glebe - Dows Lake,45.4021862,-75.7017407,new,NA,NA,NA,NA,NA,2021-08-26
465,Holistic Health Shop,"2211 Riverside Dr, Ottawa, ON K1H 7X5",specialty,health store,Billings Bridge - Alta Vista,45.3882199,-75.6777893,new,NA,NA,NA,NA,NA,2021-08-26
466,Honey,"1564 Stittsville Main St, Stittsville, ON K2S 1P1",specialty,bakery,Stittsville,45.2562575,-75.9190103,new,NA,NA,NA,NA,NA,2021-08-26
467,Hung Phat Grocery,"139 Rochester St, Ottawa, ON K1R 7M2",grocery,small,West Centretown,45.4088823,-75.7117215,new,NA,NA,NA,NA,NA,2021-08-26
468,HUNTMAR,"225 HUNTMAR DR, KANATA, ON",convenience,regular,Stittsville,45.2942842,-75.9276597,new,NA,NA,NA,NA,NA,2021-08-26
469,Hyperforme Nutrition,"178 Boulevard GrÃƒÂ©ber, Gatineau, QC J8T 6Z6",specialty,health store,(None),45.471695,-75.701866,new,NA,NA,NA,NA,NA,2021-08-26
470,I Deal Coffee,"176 Dalhousie Street, Ottawa, ON K1N 7C6",specialty,bakery,Byward Market,45.432541,-75.6944843,new,NA,NA,NA,NA,NA,2021-08-26
471,Ichiban Bakery,"825 Bank Street, Ottawa, ON K1S 3V9",specialty,bakery,Glebe - Dows Lake,45.4022073,-75.687772,new,NA,NA,NA,NA,NA,2021-08-26
472,Ichiban Bakery,"1500 Bank Street, Ottawa, ON K1H 7Z2",specialty,bakery,Billings Bridge - Alta Vista,45.3809813,-75.6701018,new,NA,NA,NA,NA,NA,2021-08-26
473,IGA Extra,"203 Boulevard des Grive, Gatineau, QC J9A 0C7",specialty,deli meat cheese,(None),45.4321316,-75.7793383,new,NA,NA,NA,NA,NA,2021-08-26
474,Il Negozio Nicastro,"792 Bank St, Ottawa, ON K1S 3V8",specialty,bakery,Glebe - Dows Lake,45.402908,-75.6884398,new,NA,NA,NA,NA,NA,2021-08-26
475,Il Negozio Nicastro,"1355 Wellington Street W, Ottawa, ON",grocery,large,Island Park - Wellington Village,45.3985223,-75.7387545,new,NA,NA,NA,NA,NA,2021-08-26
476,Il Perugino Caffe & Bar,"277 Dalhousie St, Ottawa, ON K1N 7E5",specialty,deli meat cheese,Byward Market,45.4301133,-75.6920154,new,NA,NA,NA,NA,NA,2021-08-26
477,"India Cafe, ByWard Market","30 Byward Market Square, Ottawa, ON K1N 7A2",grocery,small,Byward Market,45.4277431,-75.6930877,new,NA,NA,NA,NA,NA,2021-08-26
478,India Food Centre & Convenience,"1433 Wellington Street W, Ottawa, ON K1Y 2X4",convenience,regular,Island Park - Wellington Village,45.3978516,-75.7413481,new,NA,NA,NA,NA,NA,2021-08-26
479,INS Market,"2277 Riverside Dr. Unit 216, Ottawa, ON K1H 7X6",grocery,small,Billings Bridge - Alta Vista,45.3856281,-75.6774777,new,NA,NA,NA,NA,NA,2021-08-26
480,International Cheese & Deli,"40 ByWard Market Sq, Ottawa, ON",specialty,deli meat cheese,Byward Market,45.427558,-75.6929392,new,NA,NA,NA,NA,NA,2021-08-26
481,International News,"110 Place D'orleans Drive, Orleans, ON K1C 2L9",convenience,regular,Convent Glen - Orléans Woods,45.4781702,-75.5155571,new,NA,NA,NA,NA,NA,2021-08-26
482,International News,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",convenience,regular,Carson Grove - Carson Meadows,45.4325275,-75.6098258,new,NA,NA,NA,NA,NA,2021-08-26
483,International News,"11 Colonel by Dr, Ottawa, ON K1N 9H4",convenience,regular,Sandy Hill,45.4247211,-75.6923995,new,NA,NA,NA,NA,NA,2021-08-26
484,International News,"111 Albert Street, Ottawa, ON K1P 1A5",convenience,regular,Centretown,45.421646,-75.6974294,new,NA,NA,NA,NA,NA,2021-08-26
485,International News,"269 Av Laurier O, Ottawa, ON K1P 5J9",convenience,regular,Centretown,45.4191565,-75.6984744,new,NA,NA,NA,NA,NA,2021-08-26
486,International News,"2277 Riverside Dr, Ottawa, ON K1H 7X6",convenience,regular,Billings Bridge - Alta Vista,45.3856281,-75.6774777,new,NA,NA,NA,NA,NA,2021-08-26
487,International News,"2121 Avenue Carling, Ottawa, ON K2A 1H2",convenience,regular,Laurentian,45.3731497,-75.7686794,new,NA,NA,NA,NA,NA,2021-08-26
488,International News,"1642 Merivale Rd, Ottawa, ON K2G 4A1",convenience,regular,Cityview - Crestview - Meadowlands,45.3455841,-75.732034,new,NA,NA,NA,NA,NA,2021-08-26
489,ISLAND PARK ESSO,"369 ISLAND PARK DR, OTTAWA, ON",convenience,gas station,Island Park - Wellington Village,45.3972391,-75.7416991,new,NA,NA,NA,NA,NA,2021-08-26
490,Ivan's Meat and Deli,"1496 Stittsville Main Street, Stittsville, ON K2S 1B2",specialty,deli meat cheese,Stittsville,45.258902,-75.9214893,new,NA,NA,NA,NA,NA,2021-08-26
491,J.T. Bradley's,"1220 Colonial Road, Ottawa, ON",grocery,small,Navan - Sarsfield,45.421605,-75.425327,new,NA,NA,NA,NA,NA,2021-08-26
492,Jacob's Deli,"75 Albert St, Ottawa, ON K1P 5E7",specialty,deli meat cheese,Centretown,45.422344,-75.695243,new,NA,NA,NA,NA,NA,2021-08-26
493,Jacobsons,"103 Beechwood Ave., Ottawa, ON K1M 1L4",grocery,small,Lindenlea - New Edinburgh,45.4414221,-75.6736113,new,NA,NA,NA,NA,NA,2021-08-26
494,Jaguar Groceries,"465 Parkdale Ave, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.3988122,-75.7277585,new,NA,NA,NA,NA,NA,2021-08-26
495,Jasmin Market,"335 Lacasse Ave, Vanier, ON K1L 7A8",grocery,small,Vanier South,45.4344553,-75.6565371,new,NA,NA,NA,NA,NA,2021-08-26
496,JJ's Market,"380 Laurier Ave W, Ottawa, ON K1P 5K3",grocery,small,Centretown,45.4173464,-75.700451,new,NA,NA,NA,NA,NA,2021-08-26
497,JnJ Bakery Cafe,"26 Caesar Avenue, Ottawa, ON K2G 0B2",specialty,bakery,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,45.32658,-75.7241403,new,NA,NA,NA,NA,NA,2021-08-26
498,Joe & Lily's No Frills,"1226 Place D'Orleans Drive, Ottawa, ON K1C 7K3",specialty,health store,Convent Glen - Orléans Woods,45.4764991,-75.5228439,new,NA,NA,NA,NA,NA,2021-08-26
499,Johanne Verdon Espace Sante Beaute,"341 Saint-Joseph Blvd, Gatineau, QC J8Y 3Z3",specialty,health store,(None),45.4418753,-75.7330508,new,NA,NA,NA,NA,NA,2021-08-26
500,Johnny Farina Restaurant,"216 Elgin Street, Ottawa, ON",specialty,deli meat cheese,Centretown,45.4188788,-75.6915905,new,NA,NA,NA,NA,NA,2021-08-26
501,Kabul Food Market,"355 Montreal Rd, Vanier, ON K1L 6B1",grocery,small,Vanier North,45.4387791,-75.6550612,new,NA,NA,NA,NA,NA,2021-08-26
502,Kaladar Produce Market,"2455 Kaladar Ave, Ottawa, ON K1V",farmer's market,farmer's market,Billings Bridge - Alta Vista,45.3762222,-75.6706779,new,NA,NA,NA,NA,NA,2021-08-26
503,Kanata Farmers' Market,"745 Kanata Ave, Ottawa, ON K2T 1H9",farmer's market,farmer's market,Kanata Lakes - Arcardia,45.3109367,-75.909642,new,NA,NA,NA,NA,NA,2021-08-26
504,Kanata Kash N Karry,"60 Colchester Square, Ottawa, ON",grocery,small,Beaverbrook,45.320946,-75.8896096,new,NA,NA,NA,NA,NA,2021-08-26
505,Kara's Convenience Stores,"475 Elgin St, Ottawa, ON K2P 2E6",convenience,regular,Centretown,45.4126854,-75.6852682,new,NA,NA,NA,NA,NA,2021-08-26
506,Kardish Health Food Centre,"3712 Innes Road, Orleans, ON K1W 0C8",specialty,health store,Chapel Hill South,45.4501454,-75.5174796,new,NA,NA,NA,NA,NA,2021-08-26
507,Kardish Health Food Centre,"1309 Carling Avenue, Ottawa, ON K1Z 7L3",specialty,health store,Civic Hospital-Central Park,45.3867692,-75.7355233,new,NA,NA,NA,NA,NA,2021-08-26
508,Kardish Health Food Centre,"1701 Merivale Road, Nepean, ON K2G 3K2",specialty,health store,Borden Farm - Fisher Glen,45.3461431,-75.7288509,new,NA,NA,NA,NA,NA,2021-08-26
509,Kardish Health Food Centre,"2950 Bank Street, Ottawa, ON",specialty,health store,Hunt Club Upper -Blossom Park - Timbermill,45.344538,-75.622643,new,NA,NA,NA,NA,NA,2021-08-26
510,Kardish Health Food Centre,"1831 Robertson Road, Ottawa, ON K2H 8X3",specialty,health store,Bells Corners East,45.3282713,-75.8194738,new,NA,NA,NA,NA,NA,2021-08-26
511,Kardish Health Food Centre,"499 Terry Fox Drive, Ottawa, ON",specialty,health store,Kanata Lakes - Arcardia,45.3108116,-75.9199686,new,NA,NA,NA,NA,NA,2021-08-26
