name,address,phone,Y,X,note,address2,update_date,category,lat,lng,geometry
Epicerie Jocelyn Claire Fournier,"29 Rue Morin, Ottawa, ON",(819) 777-1094,45.43999323,-75.64619532,Grocery,NA,2021-07-06,grocery,45.4293178,-75.7249381,"c(365446.996174508, 5032445.99090619)"
Dollarama,"305 Rideau St, Ottawa, ON, K1N 9E5",16137897008,45.429285,-75.6855887,NA,NA,NA,convenience,45.429285,-75.6855887,"c(368526.039818798, 5032472.77252825)"
Glitz Cupcakes Company,"11 Murray Street, Ottawa, ON K1N 9M5",NA,NA,NA,Bakeries,NA,NA,bakery,45.429079,-75.6956117,"c(367741.989972621, 5032441.98674603)"
Moca Loca Cafe,"1 Rue Victoria, Gatineau, QC J8X 1Z6",NA,NA,NA,"Coffee &amp; Tea, Bakeries, Sandwiches",NA,NA,bakery,45.42903,-75.7157277,"c(366168.002282018, 5032420.99482411)"
Shell,"135 RUE MONTCALM, GATINEAU, Quebec, J8X 2M1",+1 819 776 5700,45.4289803,-75.7263084,NA,NA,NA,convenience,45.4289803,-75.7263084,"c(365340.133927729, 5032407.45247052)"
Shoppers,"322 Rideau Street, Ottawa, ON",(613) 789-9700,45.4288897,-75.6847071,NA,NA,NA,grocery,45.4288897,-75.6847071,"c(368595.468512007, 5032429.54222232)"
Petro-Canada,"292 Rideau Street, Ottawa, Ontario, K1N5Y5",6137893200,45.4286644,-75.6852652,NA,NA,NA,convenience,45.4286644,-75.6852652,"c(368552.051691074, 5032404.0623237)"
Wedel - Touch of Europe,"5 Byward Market Square, Ottawa, ON K1N 9B8",NA,45.4286004,-75.6934389,NA,NA,NA,deli meat cheese,45.4286004,-75.6934389,"c(367912.541057334, 5032390.50326236)"
TARGET FUEL,"455 DONALD ST, OTTAWA, ON",NA,45.4285852,-75.6479422,NA,NA,NA,convenience,45.4285852,-75.6479422,"c(371472.623514093, 5032425.52473979)"
Cupcake Lounge,"6 Byward Market Square, Ottawa, ON K1N 9B8",NA,NA,NA,Bakeries,NA,NA,bakery,45.4285137,-75.6937187,"c(367890.743620301, 5032380.64885267)"
Fairway Trading Co,"9 Byward Market Square, Ottawa, ON K1N 9B8",NA,45.4284911,-75.6933351,NA,NA,NA,grocery,45.4284911,-75.6933351,"c(367920.785119223, 5032378.43833681)"
Giant Tiger,"1021 St. Laurent Boulevard, Ottawa, ON, K1K 3B1",613-748-1664,45.4284564,-75.6379081,NA,NA,NA,convenience,45.4284564,-75.6379081,"c(372257.933891132, 5032419.57881965)"
Quickie,"431 DONALD STREET, Ottawa, Ontario, K1K 1L8",613-748-0641,45.4284426,-75.6493299,NA,NA,NA,convenience,45.4284426,-75.6493299,"c(371364.205180781, 5032408.52826539)"
Petro-Canada,"1007 St. Laurent Blvd, Ottawa, Ontario, K1K3B1",6137413539,45.4283766,-75.6391308,NA,NA,NA,convenience,45.4283766,-75.6391308,"c(372162.353712689, 5032409.68587925)"
Continental Delicatessen,"57 York Street, Ottawa, ON K1N 9B7",(613) 241-7025,45.42856222,-75.693081,"Delis, Meat Shops, Polish",NA,2021-07-06,grocery,45.4283345,-75.6927514,"c(367966.633744832, 5032361.49383592)"
Dumouchel Meat & Deli,"351 Donald St, Ottawa, ON K1K 1M4",NA,45.4281847,-75.6530505,NA,NA,NA,deli meat cheese,45.4281847,-75.6530505,"c(371073.373531739, 5032376.79542917)"
Dunn's Famous Deli,"355 Dalhousie Street, Ottawa, ON",(613) 562-4966,45.42815692,-75.69021502,"Delis, Diners",NA,2021-07-06,deli meat cheese,45.4281632,-75.6902091,"c(368165.758427541, 5032344.45737235)"
Boulangerie Estoril,"89 Rue Eddy, Gatineau, QC J8X 2W3",NA,NA,NA,Bakeries,NA,NA,bakery,45.4278785,-75.7202969,"c(365811.71088614, 5032289.55347827)"
Le Quick Pick,"71 Rue Laval, Ottawa, ON",(819) 771-7307,45.43822687,-75.67540498,Grocery,NA,2021-07-06,grocery,45.4278307,-75.7162813,"c(366125.98279659, 5032287.29565658)"
Accacia Fine Pastries & Desserts,"1020 St Laurent Blvd, Ottawa, ON K1K 4S2",NA,NA,NA,"Bakeries, Desserts, Patisserie/Cake Shop",NA,NA,bakery,45.4277621,-75.6398977,"c(372103.074759445, 5032340.75512706)"
Aladdin Bakery,"1020 St Laurent Boulevard, Ottawa, ON K1K",NA,NA,NA,Bakeries,NA,NA,bakery,45.4277621,-75.6398977,"c(372103.074759445, 5032340.75512706)"
Geeland,"1020 St. Laurent Blvd, Ottawa, ON K1K 4S2",NA,45.4277621,-75.6398977,NA,NA,NA,grocery,45.4277621,-75.6398977,"c(372103.074759445, 5032340.75512706)"
"India Cafe, ByWard Market","30 Byward Market Square, Ottawa, ON K1N 7A2",NA,45.4277431,-75.6930877,NA,NA,NA,grocery,45.4277431,-75.6930877,"c(367940.977926049, 5032295.50813432)"
Aux DÃ©lices Boulangerie Et Patisserie / Bakery & Pastry Shop,"32 Byward Market Sq, Ottawa, ON K1N 7A2",NA,NA,NA,"Bakeries, Desserts",NA,NA,bakery,45.4276884,-75.6930478,"c(367944.161094533, 5032289.46071079)"
Bell Pastry & Deli Place Du Portage,"50 Rue Victoria, Gatineau, QC J8X 3X1",NA,NA,NA,Caterers,NA,NA,deli meat cheese,45.4276446,-75.7127143,"c(366405.302735631, 5032269.34067904)"
The House of Cheese,"34 Byward Market Sq, Ottawa, ON K1N 7A2",NA,NA,NA,Cheese Shops,NA,NA,deli meat cheese,45.4276427,-75.6930259,"c(367945.92573003, 5032284.39931583)"
ByWard Fruit Market,"36 ByWard Market Sq, Ottawa, ON",(613) 241-6542,45.42763294,-75.69304089,"Fruits & Veggies, Farmers' Market",NA,2021-07-06,farmer's market,45.4275991,-75.6929651,"c(367950.731960993, 5032279.60183598)"
International Cheese & Deli,"40 ByWard Market Sq, Ottawa, ON",(613) 241-5411,45.42763294,-75.69304089,"Caterers, Cheese Shops",NA,2021-07-06,deli meat cheese,45.427558,-75.6929392,"c(367952.804475771, 5032275.05477662)"
Dollarama,"183 Rideau St, Ottawa, ON, K1N5X8",16132881364,45.4275353,-75.6891985,NA,NA,NA,convenience,45.4275353,-75.6891985,"c(368245.540798238, 5032275.47629208)"
Rexall,"200 Rideau Pl #216, Ottawa, ON K1N 5Y1",NA,45.4274754,-75.6883037,NA,NA,NA,grocery,45.4274754,-75.6883037,"c(368315.626375026, 5032269.52594874)"
Lapointe Fish,"46 Byward Market Square, Ottawa, ON K1N 7A2",NA,45.427458,-75.6928445,NA,NA,NA,grocery,45.427458,-75.6928445,"c(367960.326309074, 5032264.01625574)"
Maverick Donuts,"46 Byward Market Square, Ottawa, ON K1N 7A2",NA,NA,NA,Doughnuts,NA,NA,bakery,45.427458,-75.6928445,"c(367960.326309074, 5032264.01625574)"
Byward Market News,"55 ByWard Market Sq, Ottawa, ON K1N 9C3",(613) 562-3325,45.4276289,-75.69242588,Grocery,NA,2021-07-06,grocery,45.427449,-75.6923646,"c(367997.888737387, 5032263.39308702)"
ByWard Market Square,"55 ByWard Market Square, Ottawa, ON K1N 1K1",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.427449,-75.6923646,"c(367997.888737387, 5032263.39308702)"
Farm House,"55 Byward Market Sq, Ottawa, ON K1N 9C3",NA,NA,NA,Bakeries,NA,NA,bakery,45.427449,-75.6923646,"c(367997.888737387, 5032263.39308702)"
Le Moulin de Provence,"55 Byward Market Square, Ottawa, ON K1N 9C3",NA,NA,NA,"Cafes, Bakeries, Sandwiches",NA,NA,bakery,45.427449,-75.6923646,"c(367997.888737387, 5032263.39308702)"
BeaverTails,"69 George Street, Ottawa, ON K1N 1K1",NA,NA,NA,"Desserts, Chocolatiers &amp; Shops, Hot Dogs",NA,NA,bakery,45.4274347,-75.6916759,"c(368051.795793586, 5032262.34535217)"
Sandy Hill Pet and People Food Co-op,"304 Wilbrod Street, Ottawa, ON K1N 6M1",(613) 321-5915,45.42742444,-75.68044095,"Pet Stores, Health Food Store",NA,2021-07-06,health store,45.4274289,-75.6805365,"c(368923.465617347, 5032270.52193135)"
Giant Tiger,"98 George Street, Ottawa, ON, K1N 5W2",613-241-6733,45.427402,-75.6905046,NA,NA,NA,convenience,45.427402,-75.6905046,"c(368143.487143544, 5032259.63329266)"
Saslove's Meat Market,"50 Byward Market Square, Ottawa, ON K1N 7A2",NA,45.4273608,-75.6927851,NA,NA,NA,deli meat cheese,45.4273608,-75.6927851,"c(367965.082799994, 5032253.26117989)"
Circle K,"2063 Meadowbrook Rd., GLOUCESTER, Canada",NA,45.427358,-75.6013072,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.427358,-75.6013072,"c(375123.283088899, 5032328.86704195)"
Budapest Delicatessen,"54 Byward Market Sq, Ottawa, ON K1N 7A2",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4273124,-75.6926693,"c(367974.198208224, 5032247.97349693)"
Working Title Kitchen,"330 Laurier Avenue E, Ottawa, ON K1N 6R4",NA,NA,NA,"Bakeries, Cafes, Barbeque",NA,NA,bakery,45.4272878,-75.6774935,"c(369161.742170136, 5032257.27235353)"
Sports Supplement Experts,"384 Dalhousie Street, Ottawa, ON K1N 7G3",NA,NA,NA,Health Food Store,NA,NA,health store,45.4272707,-75.6900211,"c(368181.468217669, 5032245.42299335)"
M & A Convenience Store,"178 Rideau Street, Ottawa, ON K1N 5X6",NA,45.427146,-75.689152,Convenience Stores,NA,NA,convenience,45.427146,-75.689152000000007,"c(368249.615610151, 5032232.25050818)"
Adonis,"1055 St Laurent Boulevard, Ottawa, ON",(613) 778-8883,45.42782691,-75.63775619,International Grocery,NA,2021-07-06,grocery,45.427054,-75.6383701,"c(372223.452512588, 5032263.34429781)"
Maison Oddo,"260 Boulevard Saint-Raymond, Gatineau, QC J9A 3G7",NA,NA,NA,"Bakeries, Coffee &amp; Tea, Sandwiches",NA,NA,bakery,45.4270446,-75.7628713,"c(362481.119057128, 5032165.46740175)"
Grocery G3,"399b Dalhousie Street, Ottawa, ON",(343) 988-1177,45.43473362,-75.69611409,Grocery,NA,2021-07-06,grocery,45.4269988,-75.6893633,"c(368233.246081004, 5032215.72566239)"
Le Deli,"200 Promenade Du Portage, Gatineau, QC J8X 4H4",NA,NA,NA,"Sandwiches, Delis",NA,NA,deli meat cheese,45.4268934,-75.7134941,"c(366345.099615431, 5032185.26364326)"
Quelque Chose Pâtisserie,"70 George St, Ottawa, ON K1N 5V9",(613) 680-4563,NA,NA,NA,NA,NA,bakery,45.4268619,-75.6917088,"c(368049.861092073, 5032198.66486487)"
La Bottega Nicastro Fine Food Shop,"64 George St, Ottawa, ON",(613) 789-7575,45.42681871,-75.6918042,"Delis, Sandwiches, Specialty Food",NA,2021-07-06,grocery,45.4268387,-75.691821,"c(368041.107208134, 5032195.99844364)"
Le Pain d'Alain,"53 Boulevard Saint-Joseph, Gatineau, QC J8Y 3W1",NA,NA,NA,Bakeries,NA,NA,bakery,45.4268064,-75.7336841,"c(364765.299504282, 5032160.34367064)"
Ogilvie Grocery Store,"1137 Ogilvie Rd, Ottawa, ON",(613) 744-2880,45.4267619,-75.63140357,Grocery,NA,2021-07-06,grocery,45.4267387,-75.6312669,"c(372779.663353579, 5032234.28480329)"
Win Tai Market,"1137 Ogilvie Road, Ottawa, ON",(613) 744-2880,45.4267619,-75.63140357,"Specialty Food, Grocery",NA,2021-07-06,grocery,45.4267387,-75.6312669,"c(372779.663353579, 5032234.28480329)"
Food Frenz,"275 Laurier Ave. E, Ottawa, ON K1N 6P7",NA,45.4266821,-75.6800434,NA,NA,NA,grocery,45.4266821,-75.6800434,"c(368962.897036758, 5032187.92416993)"
New Quill Convience Store,"6 Quill St, Ottawa, ON K1K 3S8",NA,45.4265898,-75.6578544,NA,NA,NA,grocery,45.4265898,-75.6578544,"c(370699.327039038, 5032195.6085856)"
Midori Market,"3689 Navan Rd, Ottawa, ON K4B 1H9",(613) 837-3000,45.42660941,-75.48910623,"Pizza, Convenience Stores",NA,2021-07-06,grocery,45.4265805,-75.4890519,"c(383908.406304564, 5032346.75235112)"
Dollar Tree,"Unit 2 -1021 Cyrville Rd, Riocan St Laurent Shopping Center, Ottawa, ON, K1J 7S3",613-744-1997,45.4265482,-75.6371528,NA,NA,NA,convenience,45.4265482,-75.6371528,"c(372319.310471022, 5032208.15656144)"
Sammy's Corner Confectionary,"1076 St Laurent Blvd, Ottawa, ON K1K 3B4",NA,45.4263396,-75.6388927,Convenience Stores,NA,NA,convenience,45.4263396,-75.6388927,"c(372183.408573743, 5032183.51587581)"
Fas Gas & Crystal Wash,"1111 Ogilvie Road, Ottawa, ON K1J 7P7",NA,45.426329,-75.6323658,Gas Stations,NA,NA,convenience,45.426329,-75.6323658,"c(372694.164046703, 5032187.82706453)"
Convenience Store Remac,"487 Cumberland Street, Ottawa, ON K1N 7K1",NA,45.4262919,-75.6859216,Convenience Stores,NA,NA,convenience,45.4262919,-75.6859216,"c(368503.357945938, 5032139.88896398)"
Pioneer,"1134 OGILVIE RD., GLOUCESTER, ON, K1J8V1",(613) 741-8911,45.4261393,-75.6310308,NA,NA,NA,convenience,45.4261393,-75.6310308,"c(372798.858213526, 5032167.87377492)"
Bigg's Deli & Bar,"1099 St Laurent Boulevard, Ottawa, ON K1K 3B1",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4260615,-75.6376717,"c(372279.285588353, 5032153.63466425)"
Canadian Tire Gas Bar,"245 Daniel Street South, Arnprior, ON, K7S 3K5",6136236876,45.4260424,-76.3653663,NA,NA,NA,convenience,45.4260424,-76.3653663,"c(315335.422990384, 5031798.58880702)"
Metropolitain Brasserie,"700 Sussex Drive, Ottawa, ON K1N 1K4",NA,NA,NA,"French, Seafood, Brasseries",NA,NA,bakery,45.4257961,-75.6940846,"c(367865.138582918, 5032078.35807496)"
FOOD BASICS,"1021 Cyrville Road, Unit 1 Ottawa K1J 7S3",613-842-4445,45.4257875,-75.6359037,NA,NA,2021-05-01,grocery,45.4257875,-75.6359037,"c(372417.96289087, 5032124.67027142)"
Canadian Tire Gas Bar,"375 Daniel Street South, Arnprior, ON, K7S 3K6",6136236551,45.4257504,-76.3679176,NA,NA,NA,convenience,45.4257504,-76.3679176,"c(315135.830690758, 5031765.80812917)"
METRO,"375 Daniel St. S, Arnprior, ON K7S 3K6",613-623-6273,45.42471,-76.36742,Metro Arnprior,"Arnprior, ON K7S 3K6",2021-05-01,grocery,45.4257504,-76.3679176,"c(315135.830690758, 5031765.80812917)"
Marcello's Marche Et Deli,"25 Rue Eddy, Gatineau, QC J8X 4B5",NA,NA,NA,Caterers,NA,NA,deli meat cheese,45.4257486,-75.7205696,"c(365792.6659929, 5032052.65326504)"
Petro-Canada,"1018 Cyrville Road, Gloucester, Ontario, K1J7S4",6137419797,45.4252844,-75.6374316,NA,NA,NA,convenience,45.4252844,-75.6374316,"c(372299.000157608, 5032067.47793828)"
Silver City Food Market Two,"289 Queen Mary St, Ottawa, ON K1K 1X1",NA,45.4252801,-75.6530463,NA,NA,NA,grocery,45.4252801,-75.6530463,"c(371077.101385836, 5032054.01405797)"
Farm Boy,"50 Rideau Street, Ottawa, ON K1N 9J7",613-244-1033,45.42571081,-75.69199549,NA,"Ottawa, ON
K1N 9J7",2021-05-14,grocery,45.4252795,-75.6929819,"c(367952.003918638, 5032021.81416283)"
Michel's Baguette,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,NA,NA,"Bakeries, Coffee &amp; Tea, Sandwiches",NA,NA,bakery,45.4252795,-75.6929819,"c(367952.003918638, 5032021.81416283)"
Mr Pretzels,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,NA,NA,Desserts,NA,NA,bakery,45.4252795,-75.6929819,"c(367952.003918638, 5032021.81416283)"
Marcello's Marche Et Deli,"1 Promenade Du Portage, Gatineau, QC J8X 4B1",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4251583,-75.7217569,"c(365700.391189468, 5031986.1542063)"
Gateway Newstand,"50 Rideau St, Ottawa, ON K1N 9J1",NA,45.4252795,-75.6929819,Convenience Stores,NA,NA,convenience,45.4250234,-75.6909652,"c(368110.1039274, 5031994.93955305)"
Shoppers,"50 Rideau St. , Ottawa",(613) 236-2533,45.4250234,-75.6909652,NA,NA,NA,grocery,45.4250234,-75.6909652,"c(368110.1039274, 5031994.93955305)"
Pastel & Coco,"80 Promenade du Portage, Gatineau, QC J8X 2K1",NA,NA,NA,"Bakeries, Coffee &amp; Tea, Gluten-Free",NA,NA,bakery,45.424957,-75.7181079,"c(365986.156127984, 5031966.5534554)"
Nordstrom Ebar Artisan Coffee,"500-50 Rideau Street, Ottawa, ON K1N 9J7",NA,NA,NA,Coffee &amp; Tea,NA,NA,bakery,45.4247623,-75.6900945,"c(368178.531695574, 5031966.60956543)"
International News,"11 Colonel by Dr, Ottawa, ON K1N 9H4",NA,45.4247211,-75.6923995,NA,NA,NA,convenience,45.4247211,-75.6923995,"c(367998.201826252, 5031960.21729101)"
Matar Meat Shop,"1077 Cyrville Rd, Gloucester, ON K1J 7S6",NA,45.4246534,-75.6349292,NA,NA,NA,grocery,45.4246534,-75.6349292,"c(372495.575754374, 5031999.45885448)"
Perkins Restaurant & Bakery,"1130 St Laurent Blvd., Ottawa, ON K1K 3B6",NA,NA,NA,"Cafes, American (Traditional)",NA,NA,bakery,45.4245601,-75.6383218,"c(372230.201305728, 5031986.24063179)"
Quick Way Food Market,"326 Somerset St E, Ottawa, ON",(613) 565-3500,45.42442732,-75.67397735,Grocery,NA,2021-07-06,grocery,45.4245315,-75.6740368,"c(369435.376907505, 5031953.74004388)"
Rexall,"22 Baskin Drive East, Arnprior, ON K7S 3G8",NA,45.4239485,-76.3669273,NA,NA,NA,grocery,45.4239485,-76.3669273,"c(315213.65582337, 5031565.69258542)"
Circle K,"395 Daniel St, South, ARNPRIOR, Canada",+1 613 623 9457,45.423815,-76.3692219,"gas, diesel, atm, coffee, redbull_shop",NA,NA,convenience,45.423815,-76.3692219,"c(315034.115134332, 5031550.56235974)"
Michael's Confectionary,"287 Somerset St E, Ottawa, ON K1N 6V7",NA,45.4237649,-75.6766297,"Grocery, Convenience Stores",NA,NA,convenience,45.4237649,-75.6766297,"c(369233.342991432, 5031866.46824169)"
Quickie,"287A SOMERSET STREET EAST, Ottawa, Ontario, K1N 6V7",613-233-0016,45.4236943,-75.6765377,NA,NA,NA,convenience,45.4236943,-75.6765377,"c(369240.622826671, 5031858.696255)"
Lavergne Meat & Deli,"3971 Navan Rd, Navan, ON K4B 1H9",(613) 824-8175,NA,NA,NA,NA,NA,deli meat cheese,45.4236752,-75.4757833,"c(384950.806984501, 5032037.02731919)"
Mr. Gas,"400 Daniel Street South, Arnprior, Ontario, K7S 3G9",(613) 623-8291,45.4230993,-76.3688754,NA,NA,NA,convenience,45.4230993,-76.3688754,"c(315061.360345412, 5031471.07152579)"
Chateau Bakery & Pastry,"87 Sparks Street, Ottawa, ON K1P 5A5",NA,NA,NA,Bakeries,NA,NA,bakery,45.4230608,-75.6971851,"c(367625.550090858, 5031771.96093759)"
Vie Bella Market and Deli,"87 Sparks St, Ottawa, ON K1P 1A2",NA,NA,NA,Delis,NA,NA,deli meat cheese,45.4230608,-75.6971851,"c(367625.550090858, 5031771.96093759)"
Gateway Newstand,"90 Sparks Street, Ottawa, ON K1P 5B4",NA,NA,NA,NA,NA,NA,convenience,45.4226531,-75.6964906,"c(367680.351857122, 5031727.19644555)"
Jacob's Deli,"75 Albert St, Ottawa, ON K1P 5E7",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.422344,-75.695243,"c(367778.329071866, 5031693.82264955)"
Le Moulin de Provence K.D,"30 Metcalfe Street, Ottawa, ON K1P 5L4",NA,NA,NA,"Cafes, Bistros",NA,NA,bakery,45.4223318,-75.6972065,"c(367624.683993216, 5031690.93134124)"
Olly Fresco's Market,"90 Elgin St, Ottawa, ON K1P 0C6",NA,45.4220487,-75.694691,NA,NA,NA,grocery,45.4220487,-75.694691,"c(367821.855778583, 5031661.43868596)"
Dollarama,"1200 St Laurent Blvd, Ottawa, ON, K1K3B8",16132880172,45.4219466,-75.6387057,NA,NA,NA,convenience,45.4219466,-75.6387057,"c(372203.269574774, 5031695.48380898)"
General Nutrition Centre,"1200 St Laurent Blvd, Ottawa, ON K1K 3B8",NA,NA,NA,Health Food Store,NA,NA,health store,45.4219466,-75.6387057,"c(372203.269574774, 5031695.48380898)"
Michel's Bakery Cafe,"1200 St. Laurent Blvd, Ottawa, ON K1K",NA,NA,NA,"Coffee &amp; Tea, Bakeries",NA,NA,bakery,45.4219466,-75.6387057,"c(372203.269574774, 5031695.48380898)"
Shoppers,"1200 St. Laurent Blvd , Ottawa",(613) 745-7015,45.4219466,-75.6387057,NA,NA,NA,grocery,45.4219466,-75.6387057,"c(372203.269574774, 5031695.48380898)"
Treats Bakeries,"1200 Street Laurent Boulevard, Ottawa, ON K1K 3B8",NA,NA,NA,Bakeries,NA,NA,bakery,45.4219466,-75.6387057,"c(372203.269574774, 5031695.48380898)"
Nate's Deli,"152 Sparks Street, Ottawa, ON K1P 5B6",NA,NA,NA,"Delis, Breakfast &amp; Brunch, Sandwiches",NA,NA,deli meat cheese,45.4219049,-75.6990049,"c(367484.418108574, 5031642.08733868)"
DEPANNEUR TACHE,"376 BOUL ALEXANDRE TACHE, GATINEAU, QC",NA,45.4218749,-75.7459196,NA,NA,NA,convenience,45.4218749,-75.7459196,"c(363812.993236229, 5031603.26203997)"
NO FRILLS,"39 Winner's Circle Dr Rr 3, Arnprior, Ontario, K7S 3G9",NA,45.421907,-76.369324,Jack & Faith's NOFRILLS Arnprior,"Arnprior, Ontario, K7S 3G9",2021-05-01,grocery,45.4217625,-76.3692142,"c(315035.088566623, 5031322.47122698)"
Aramark,"285 Coventry Road, Ottawa, ON K1K 4G5",NA,NA,NA,Delis,NA,NA,deli meat cheese,45.4216785,-75.6536112,"c(371037.10786446, 5031653.30729233)"
International News,"111 Albert Street, Ottawa, ON K1P 1A5",NA,45.421646,-75.6974294,NA,NA,NA,convenience,45.421646,-75.6974294,"c(367608.000846231, 5031614.5451531)"
Le Muffin Plus,"111 Albert St, Ottawa, ON K1P 5K9",NA,NA,NA,Delis,NA,NA,deli meat cheese,45.421646,-75.6974294,"c(367608.000846231, 5031614.5451531)"
J.T. Bradley's,"1220 Colonial Road, Ottawa, ON",(613) 835-3781,45.42175695,-75.42545864,Grocery,NA,2021-07-06,grocery,45.421605,-75.425327,"c(388902.368697835, 5031858.49036273)"
BB GÃ¢teaux,"395 Boulevard Alexandre-TachÃ©, Gatineau, QC J9A 1M6",NA,NA,NA,"Patisserie/Cake Shop, Desserts, Bakeries",NA,NA,bakery,45.4215108,-75.7460044,"c(363806.736238338, 5031562.73783894)"
Parkway Cafe,"66 Slater Street, Ottawa, ON K1P 5H1",NA,45.4213601,-75.6942895,Convenience Stores,NA,NA,convenience,45.4213601,-75.6942895,"c(367854.042873711, 5031585.2300887)"
Quickie,"119 MANN AVENUE, Ottawa, Ontario, K1N 5A4",613-288-0434,45.4213501,-75.67194,NA,NA,NA,convenience,45.4213501,-75.67194,"c(369603.100727343, 5031601.88214896)"
Desh Grocery,"103 Mann Ave, Ottawa, ON K1N 5Y8",NA,45.4211628,-75.6724142,Convenience Stores,NA,NA,convenience,45.4211628,-75.6724142,"c(369566.204530894, 5031580.68579474)"
Shoppers,"111 Albert Street, Unit #110 , Ottawa",(613) 235-5139,45.421018,-75.698194,NA,NA,NA,grocery,45.421018,-75.698194,"c(367548.860111564, 5031544.15952729)"
Gateway Newstand,"99 Metcalfe St, Ottawa, ON K1P 6L7",NA,45.4208809,-75.6952365,NA,NA,NA,grocery,45.4208809,-75.6952365,"c(367780.464538223, 5031531.23525188)"
Dunn's Famous Deli,"203 Queen St, Ottawa, ON K1P 5C9",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4208664,-75.7005441,"c(367365.110289109, 5031525.48172424)"
Ceci Cela Convenient Store,"50 O'connor St, Ottawa, ON K1P 6L2",NA,45.4208307,-75.6989356,Convenience Stores,NA,NA,convenience,45.4208307,-75.6989356,"c(367491.030282198, 5031522.76683977)"
Zoba Convenience Store,"81 Bank St, Ottawa, ON K1P 5N2",NA,45.4208228,-75.7008112,Convenience Stores,NA,NA,convenience,45.4208228,-75.7008112,"c(367344.25530544, 5031520.42878501)"
Edgar,"60 Rue BÃ©gin, Gatineau, QC J9A 1E2",NA,NA,NA,"Breakfast &amp; Brunch, Desserts",NA,NA,bakery,45.4208108,-75.7452017,"c(363870.284453105, 5031485.53687732)"
Druxy's Famous Deli Sandwiches,"100 Metcalfe St, Ottawa, ON K1P 5M1",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4207709,-75.6958446,"c(367732.997133061, 5031518.53512579)"
Wholesale Club,"1435 Cyrville Rd, Gloucester, ON K1B 3L7",NA,45.4206865,-75.6177447,NA,NA,NA,grocery,45.4206865,-75.6177447,"c(373845.172271086, 5031573.22986564)"
Marcello's Market & Deli,"99 Bank St, Ottawa, ON K1P 6B9",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4204966,-75.7000906,"c(367401.009680366, 5031484.73916489)"
The SconeWitch,"150 Elgin Street, Ottawa, ON K1P 1L4",NA,NA,NA,"Cafes, Bakeries, Breakfast &amp; Brunch",NA,NA,bakery,45.4204818,-75.6928242,"c(367969.69506725, 5031488.77544123)"
Africa World Market,"1392 Cyrville Rd, Ottawa, ON K1L 3M9",(613) 244-0325,45.4204663,-75.6218781,NA,NA,NA,grocery,45.4204663,-75.6218781,"c(373521.960470259, 5031545.21948099)"
Capital Diner,"164 Laurier Avenue W, Ottawa, ON K1P 5J4",NA,NA,NA,"Diners, Breakfast &amp; Brunch, Sandwiches",NA,NA,deli meat cheese,45.4203023,-75.6942268,"c(367860.12731169, 5031467.72725771)"
Marcello's Deli & Market,"240 Sparks St, Ottawa, ON K1P 6C9",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.4202971,-75.702403,"c(367220.260960514, 5031460.77188919)"
Deli Kat Cafe,"277 Sparks St, Ottawa, ON K1R 7X9",NA,NA,NA,Delis,NA,NA,deli meat cheese,45.4202413,-75.7037713,"c(367113.238727768, 5031453.50997526)"
Marcello's Market & Deli,"150 Slater St., Ottawa, ON K1P 5H3",NA,45.4201613,-75.6974389,NA,NA,NA,grocery,45.4201613,-75.6974389,"c(367608.903661339, 5031449.54488552)"
Eating Well Ottawa,"1169 Parisien Street, Ottawa, ON",(613) 695-7200,45.42029669,-75.62789981,"Organic Stores, Food Delivery Services",NA,2021-07-06,grocery,45.4201195,-75.6273123,"c(373097.097681966, 5031502.05149487)"
Cantors Bakery & Delicatessen,"255 Albert St, Ottawa, ON K1P 6A9",NA,NA,NA,NA,NA,NA,bakery,45.4197984,-75.7011578,"c(367318.261128597, 5031406.31905753)"
O'connor Convenience,"110 O'connor Street, Ottawa, ON K1P 5M9",NA,45.4197951,-75.6977346,Convenience Stores,NA,NA,convenience,45.4197951,-75.6977346,"c(367586.167920334, 5031408.61868733)"
Nature's Care Health Products,"115 Bank St, Ottawa, ON K2P 5N5",NA,45.4197748,-75.6999616,NA,NA,NA,grocery,45.4197748,-75.6999616,"c(367411.903050148, 5031404.62685209)"
Nf Nutrition,"200 Laurier Ave W, Ottawa, ON K1P 6M7",NA,NA,NA,Health Food Store,NA,NA,health store,45.4197557,-75.6955437,"c(367757.673794115, 5031405.9527075)"
Lunch,"121 Bank Street, Ottawa, ON K1P 5N5",NA,NA,NA,Sandwiches,NA,NA,deli meat cheese,45.4196603,-75.6998674,"c(367419.401815084, 5031391.97594328)"
