name,chain,address,phone,Y,X,note,address2,update_date,size
METRO,NA,"10 Cope Drive, Kanata, ON K2M 0N2",613-271-7020,45.28236,-75.86516,Metro Eagleson Road,"Kanata, ON K2M 0N2",2021-05-01,large
METRO,NA,"2261 Walkley Road, Ottawa, ON K1G 3G8",613-526-5994,45.38935,-75.6193,Metro Elmvale,"Ottawa, ON K1G 3G8",2021-05-01,large
METRO,NA,"1675 Tenth Line Road, Orleans, ON K1E 3P6",613-837-2614,45.46971,-75.49086,Metro Fallingbrook,"Orleans, ON K1E 3P6",2021-05-01,large
METRO,NA,"754 Bank Street, Ottawa, ON K1S 3V6",613-232-9466,45.40364,-75.6887,Metro Glebe,"Ottawa, ON K1S 3V6",2021-05-01,large
METRO,NA,"250 Greenbank Road, Nepean, ON K2H 8P3",613-828-9321,45.32454,-75.78059,Metro Greenbank Square,"Nepean, ON K2H 8P3",2021-05-01,large
METRO,NA,"345 Carleton Avenue, Ottawa, ON K1Y 0K3",613-725-3065,45.39797,-75.74072,Metro Island Park,"Ottawa, ON K1Y 0K3",2021-05-01,large
METRO,NA,"1360 Richmond Road, Ottawa, ON K2B 8L4",613-828-4207,45.36518,-75.78665,Metro Lincoln Fields Mall,"Ottawa, ON K2B 8L4",2021-05-01,large
METRO,NA,"4048 Carling Avenue, Kanata, ON K2K 1Y1",613-599-0470,45.33802,-75.90768,Metro March Rd.,"Kanata, ON K2K 1Y1",2021-05-01,large
METRO,NA,"3310 McCarthy Rd., Ottawa, ON K1V 9S1",613-523-2774,45.35156,-75.67112,Metro McCarthy Rd.,"Ottawa, ON K1V 9S1",2021-05-01,large
METRO,NA,"1705 Merivale Road, Ottawa, ON K2G 3K2",613-274-7274,45.345,-75.72985,Metro Merivale Rd.,"Ottawa, ON K2G 3K2",2021-05-01,large
METRO,NA,"1930 Montreal Road, Gloucester, ON K1J 6N2",613-744-2961,45.44658,-75.59552,Metro Ogilvie Square,"Gloucester, ON K1J 6N2",2021-05-01,large
METRO,NA,"50 Wilson Street West, Perth, ON K7H 2H4",613-267-4921,44.90269,-76.25527,Metro Perth,"Perth, ON K7H 2H4",2021-05-01,large
METRO,NA,"83 Raglan Street South, Renfrew, ON K7V 1P8",613-432-3013,45.47357,-76.68618,Metro Renfrew,"Renfrew, ON K7V 1P8",2021-05-01,large
METRO,NA,"2515 Bank Street, Ottawa, ON K1V 8R9",613-731-7410,45.35492,-75.64511,Metro Southgate,"Ottawa, ON K1V 8R9",2021-05-01,large
METRO,NA,"#2 - 1811 Robertson Road, Nepean, ON K2H 8X3",613-721-7028,45.32872,-75.81759,Metro Stafford Centre,"Nepean, ON K2H 8X3",2021-05-01,large
YIG,NA,"753 Notre-Dame St, Embrun, Ontario, K0A 1W0",6134433064,45.268383,-75.303271,Racine's Your Independent Grocer Embrun (Colleague Testing),"Embrun, Ontario, K0A 1W0",2021-05-01,large
YIG,NA,"296 Bank St, Ottawa, Ontario, K2P 1X8",6132348692,45.414883,-75.697015,Massine's Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K2P 1X8",2021-05-01,large
YIG,NA,"80 Dufferin St, Perth, Ontario, K7H 3A7",6132676763,44.908145,-76.265697,Barnabe's Your Independent Grocer Perth (Colleagyue Testing),"Perth, Ontario, K7H 3A7",2021-05-01,large
YIG,NA,"5911 Perth St, Richmond, Ontario, K0A 2Z0",6138387255,45.201432,-75.828786,Your Independent Grocer Perth Street (Colleague Testing),"Richmond, Ontario, K0A 2Z0",2021-05-01,large
YIG,NA,"596 Montreal Road, Ottawa, Ontario, K1K 0T9",NA,45.441785,-75.643898,Bissonnette's YIG,"Ottawa, Ontario, K1K 0T9",2021-05-01,large
YIG,NA,"Hwy 43 W Kemptville Mall, Kemptville, Ontario, K0G 1J0",6132585966,45.017446,-75.658531,Jonssons' Your Independent Grocer Kemptville(Colleague testing),"Kemptville, Ontario, K0G 1J0",2021-05-01,large
YIG,NA,"401 Ottawa St Rr 4, Almonte, Ontario, K0A 1A0",6132562080,45.234038,-76.182098,Patrice's Your Independent Grocer,"Almonte, Ontario, K0A 1A0",2021-05-01,large
YIG,NA,"596 Montreal Rd, Ottawa, Ontario, K1K 0T9",6137450778,45.440969,-75.643562,Hess' Your Independent Grocer Ottawa,"Ottawa, Ontario, K1K 0T9",2021-05-01,large
YIG,NA,"25 Ferrara Dr, Smiths Falls, Ontario, K7A 5K6",6132832999,44.892473,-76.026759,Andress' Your Independent Grocer Smiths Falls,"Smiths Falls, Ontario, K7A 5K6",2021-05-01,large
YIG,NA,"2241 Riverside Dr, Ottawa, Ontario, K1H 7X5",6137331590,45.38642,-75.676506,McDonough's Your Independent Grocer,"Ottawa, Ontario, K1H 7X5",2021-05-01,large
YIG,NA,"5911 Perth St, Richmond, Ontario, K0A 2Z0",6138387255,45.203211,-75.829066,King's Your Independent Grocer,"Richmond, Ontario, K0A 2Z0",2021-05-01,large
YIG,NA,"1160 Beaverwood Rd, Manotick, Ontario, K4M 1A5",6136922828,45.223079,-75.683632,McDonoughÕs YIG - (Colleague Testing),"Manotick, Ontario, K4M 1A5",2021-05-01,large
YIG,NA,"3777 Strandherd Dr, Nepean, Ontario, K2J 4B1",6138439413,45.26866,-75.7472,Ross' Your Independent Grocer Nepean (Colleague Testing),"Nepean, Ontario, K2J 4B1",2021-05-01,large
YIG,NA,"300 Eagleson Rd, Kanata, Ontario, K2M 1C9",6135923850,45.301498,-75.877672,Laura's Your Independent Grocer,"Kanata, Ontario, K2M 1C9",2021-05-01,large
YIG,NA,"1160 Beaverwood Rd, Manotick, Ontario, K4M 1A5",6136922828,45.223079,-75.683632,McDonoughÕs YIG - Online Grocery Coming SoonÉ,"Manotick, Ontario, K4M 1A5",2021-05-01,large
YIG,NA,"671 River Rd, Ottawa, Ontario, K1V 2G2",6138224749,45.270859,-75.699001,Moncion's Your Independent Grocer,"Ottawa, Ontario, K1V 2G2",2021-05-01,large
YIG,NA,"3777 Strandherd Dr, Nepean, Ontario, K2J 4B1",6138439413,45.268477,-75.74916,McDonough's Your Independent Grocer Nepean,"Nepean, Ontario, K2J 4B1",2021-05-01,large
YIG,NA,"455 Mcneely Ave, Carleton Place, Ontario, K7C 4S6",6132536206,45.13428,-76.121158,Mitchell's Your Independent Grocer,"Carleton Place, Ontario, K7C 4S6",2021-05-01,large
YIG,NA,"420 Main St S RR 6, Alexandria, Ontario, K0C 1A0",6135250021,45.299501,-74.629632,Chartrand's Your Independent Grocer,"Alexandria, Ontario, K0C 1A0",2021-05-01,large
YIG,NA,"401 Ottawa St Rr 4, Almonte, Ontario, K0A 1A0",6132562080,45.23502,-76.18179,Guido & Tanya's Your Independent Grocer Almonte (Colleague Testing),"Almonte, Ontario, K0A 1A0",2021-05-01,large
YIG,NA,"150 Prescott Centre Dr, Prescott, Ontario, K0E 1T0",6139254625,44.724367,-75.520613,O'Reilly's Your Independent Grocer Prescott (Colleague Testing),"Prescott, Ontario, K0E 1T0",2021-05-01,large
YIG,NA,"1619 Orleans Ave, Ottawa, Ontario, K1C 7E2",6138306880,45.459603,-75.524128,Dessureault’s Your Independent Grocer Orleans,"Ottawa, Ontario, K1C 7E2",2021-05-01,large
YIG,NA,"150 Prescott Centre Dr, Prescott, Ontario, K0E 1T0",6139254625,44.724896,-75.520655,O'Reilly's Your Independent Grocer Prescott,"Prescott, Ontario, K0E 1T0",2021-05-01,large
YIG,NA,"420 Main St S RR 6, Alexandria, Ontario, K0C 1A0",6135250021,45.299965,-74.62859,Chartrand's Your Independent Grocer Alexandria (Colleague Testing),"Alexandria, Ontario, K0C 1A0",2021-05-01,large
YIG,NA,"2737 Laurier Street, Rockland, Ontario, K4K 1A3",NA,45.54184,-75.29986,"2737 Laurier Street, Rockland","Rockland, Ontario, K4K 1A3",2021-05-01,large
YIG,NA,"1160 Beaverwood Rd, Manotick, Ontario, K4M 1A5",6136922828,45.223079,-75.683632,McDonoughÕs YIG (Colleague Testing),"Manotick, Ontario, K4M 1A5",2021-05-01,large
YIG,NA,"25 Ferrara Dr, Smiths Falls, Ontario, K7A 5K6",6132832999,44.892638,-76.027133,Andress' Your Independent Grocer Smiths Falls (Colleague Testing),"Smiths Falls, Ontario, K7A 5K6",2021-05-01,large
YIG,NA,"455 Mcneely Ave, Carleton Place, Ontario, K7C 4S6",6132536206,45.13386,-76.12029,Mitchell's Your Independent Grocer Carleton Place (Colleague Testing),"Carleton Place, Ontario, K7C 4S6",2021-05-01,large
YIG,NA,"1160 Beaverwood Rd, Manotick, Ontario, K4M 1A5",6136922828,45.223596,-75.684723,McDonough's Your Independent Grocer,"Manotick, Ontario, K4M 1A5",2021-05-01,large
YIG,NA,"296 Bank St, Ottawa, Ontario, K2P 1X8",6132348692,45.414988,-75.696337,Massine's Your Independent Grocer Ottawa,"Ottawa, Ontario, K2P 1X8",2021-05-01,large
YIG,NA,"2241 Riverside Dr, Ottawa, Ontario, K1H 7X5",6137331590,45.38642,-75.676506,McDonough's Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K1H 7X5",2021-05-01,large
YIG,NA,"596 Montreal Rd, Ottawa, Ontario, K1K 0T9",6137450778,45.441785,-75.643898,Hess' Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K1K 0T9",2021-05-01,large
YIG,NA,"1251 Main St, Stittsville, Ontario, K2S 2E5",6138319235,45.268999,-75.928971,Browns YIG (Colleague Testing),"Stittsville, Ontario, K2S 2E5",2021-05-01,large
YIG,NA,"200 Grant Carman, Nepean, Ontario, K2E 7Z8",6137271672,45.35212,-75.72997,McDanielÕs Independent Grocer (Colleague Testing),"Nepean, Ontario, K2E 7Z8",2021-05-01,large
YIG,NA,"80 Dufferin St, Perth, Ontario, K7H 3A7",6132676763,44.907622,-76.264913,Barnabe's Your Independent Grocer,"Perth, Ontario, K7H 3A7",2021-05-01,large
YIG,NA,"200 Grant Carman, Nepean, Ontario, K2E 7Z8",6137271672,45.351331,-75.730712,McDaniel's Your Independent Grocer,"Nepean, Ontario, K2E 7Z8",2021-05-01,large
YIG,NA,"2681 Alta Vista Dr, Ottawa, Ontario, K1V 7T5",6137333311,45.372392,-75.664113,Wilson's Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K1V 7T5",2021-05-01,large
YIG,NA,"1160 Beaverwood Road PO Box 517, Manotick, Ontario, K4M 1A5",NA,45.223079,-75.683632,Robinson's YIG,"Manotick, Ontario, K4M 1A5",2021-05-01,large
YIG,NA,"2681 Alta Vista Dr, Ottawa, Ontario, K1V 7T5",6137332311,45.372213,-75.663048,Wilson's Your Independent Grocer,"Ottawa, Ontario, K1V 7T5",2021-05-01,large
YIG,NA,"3777 Strandherd Dr, Nepean, Ontario, K2J 4B1",6138439413,45.268477,-75.74916,Ross' Your Independent Grocer,"Nepean, Ontario, K2J 4B1",2021-05-01,large
YIG,NA,"2737 Laurier St, Rockland, Ontario, K4K 1A3",6134467273,45.541698,-75.299258,Parent's Your Independent Grocer Rockland,"Rockland, Ontario, K4K 1A3",2021-05-01,large
YIG,NA,"300 Eagleson Rd, Kanata, Ontario, K2M 1C9",6135923850,45.302952,-75.877469,Laura's Your Independent Grocer Kanata (Colleague Testing),"Kanata, Ontario, K2M 1C9",2021-05-01,large
YIG,NA,"2241 Riverside Dr, Ottawa, Ontario, K1H 7X5",6137331590,45.386836,-75.679227,Riley's Your Independent Grocer,"Ottawa, Ontario, K1H 7X5",2021-05-01,large
YIG,NA,"1251 Main St, Stittsville, Ontario, K2S 2E5",6138319235,45.268974,-75.928403,Brown's Your Independent Grocer,"Stittsville, Ontario, K2S 2E5",2021-05-01,large
YIG,NA,"Hwy 43 W Kemptville Mall, Kemptville, Ontario, K0G 1J0",6132585966,45.018737,-75.655671,Jonssons' Your Independent Grocer Kemptville,"Kemptville, Ontario, K0G 1J0",2021-05-01,large
YIG,NA,"671 River Rd, Ottawa, Ontario, K1V 2G2",6138224749,45.27006,-75.6977,Moncion's Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K1V 2G2",2021-05-01,large
YIG,NA,"1619 Orleans Ave, Ottawa, Ontario, K1C 7E2",6138306880,45.461576,-75.526199,Carl & Nathalie's Your Independent Grocer Gloucester (Colleague Testing),"Ottawa, Ontario, K1C 7E2",2021-05-01,large
YIG,NA,"753 Notre-Dame St, Embrun, Ontario, K0A 1W0",6134433064,45.268338,-75.303469,Co-Op Your Independent Grocer Embrun,"Embrun, Ontario, K0A 1W0",2021-05-01,large
YIG,NA,"2737 Laurier St, Rockland, Ontario, K4K 1A3",6134467273,45.541698,-75.299258,Parent's Your Independent Grocer Rockland (Colleague Testing),"Rockland, Ontario, K4K 1A3",2021-05-01,large
LOBLAWS,NA,"1460 Merivale Rd, Nepean, Ontario, K2E 5P2",6132266001,45.361929,-75.735351,Merivale Road,"Nepean, Ontario, K2E 5P2",2021-05-01,large
LOBLAWS,NA,"2085 Carling Ave, Ottawa, Ontario, K2A 1H2",6137223227,45.372308,-75.767572,Carling Avenue,"Ottawa, Ontario, K2A 1H2",2021-05-01,large
LOBLAWS,NA,"1460 Merivale Rd, Nepean, Ontario, K2E 5P2",6132266001,45.362876,-75.734611,Loblaws - Merivale Road (Colleague Testing),"Nepean, Ontario, K2E 5P2",2021-05-01,large
LOBLAWS,NA,"2210 Bank St, Ottawa, Ontario, K1V 1J5",6137895252,45.354899,-75.654754,Bank Street,"Ottawa, Ontario, K1V 1J5",2021-05-01,large
LOBLAWS,NA,"3201 Greenbank Rd, Ottawa, Ontario, K2J 4H9",6138256262,45.268051,-75.74346,Greenbank Road,"Ottawa, Ontario, K2J 4H9",2021-05-01,large
LOBLAWS,NA,"100 McArthur Rd, Ottawa, Ontario, K1L 8H5",6137442003,45.429341,-75.66486,McArthur Avenue,"Ottawa, Ontario, K1L 8H5",2021-05-01,large
LOBLAWS,NA,"363 Rideau St, Ottawa, Ontario, K1N 5Y6",6137893330,45.430155,-75.683814,Rideau Street,"Ottawa, Ontario, K1N 5Y6",2021-05-01,large
LOBLAWS,NA,"200 Earl Grey Dr, Ottawa, Ontario, K2T 1B6",6135993840,45.309942,-75.916618,Earl Grey Drive,"Ottawa, Ontario, K2T 1B6",2021-05-01,large
LOBLAWS,NA,"1980 Baseline Rd, Ottawa, Ontario, K2C 0C6",6137232455,45.351968,-75.759467,Baseline Road (Colleague Testing),"Ottawa, Ontario, K2C 0C6",2021-05-01,large
LOBLAWS,NA,"1910 St Laurent Blvd, Ottawa, Ontario, K1G 1A4",6135210880,45.398075,-75.623798,Loblaws - St. Laurent Blvd (Colleague Testing),"Ottawa, Ontario, K1G 1A4",2021-05-01,large
LOBLAWS,NA,"64 Isabella St, Ottawa, Ontario, K1S 1V4",6132324128,45.410461,-75.685897,Isabella Street,"Ottawa, Ontario, K1S 1V4",2021-05-01,large
LOBLAWS,NA,"2065A Robertson Rd, Ottawa, Ontario, K2H 5H9",6138299770,45.324403,-75.832437,Robertson Road,"Ottawa, Ontario, K2H 5H9",2021-05-01,large
LOBLAWS,NA,"64 Isabella St, Ottawa, Ontario, K1S 1V4",6132324128,45.410496,-75.685933,Loblaws - Isabella Street (Colleague Testing),"Ottawa, Ontario, K1S 1V4",2021-05-01,large
LOBLAWS,NA,"2065A Robertson Rd, Ottawa, Ontario, K2H 5H9",6138299770,45.3251,-75.8321,Loblaws - Robertson Road (Colleague Testing),"Ottawa, Ontario, K2H 5H9",2021-05-01,large
LOBLAWS,NA,"1980 Ogilvie Rd, Ottawa, Ontario, K1J 9L3",6137463487,45.432527,-75.609825,Ogilvie Road,"Ottawa, Ontario, K1J 9L3",2021-05-01,large
LOBLAWS,NA,"363 Rideau St, Ottawa, Ontario, K1N 5Y6",6137893330,45.43039,-75.68375,"Loblaws - Rideau Street (Colleague Testing) - Order online, walk in or call for pick up","Ottawa, Ontario, K1N 5Y6",2021-05-01,large
LOBLAWS,NA,"100 McArthur Rd, Ottawa, Ontario, K1L 8H5",6137442003,45.429342,-75.66486,McArthur Avenue (Test Collégial),"Ottawa, Ontario, K1L 8H5",2021-05-01,large
LOBLAWS,NA,"1980 Ogilvie Rd, Ottawa, Ontario, K1J 9L3",6137463487,45.432527,-75.609825,Ogilvie Road (Test Collégial),"Ottawa, Ontario, K1J 9L3",2021-05-01,large
LOBLAWS,NA,"200 Earl Grey Dr, Ottawa, Ontario, K2T 1B6",6135993840,45.309942,-75.916618,Earl Grey Drive (Colleague Testing),"Ottawa, Ontario, K2T 1B6",2021-05-01,large
LOBLAWS,NA,"1980 Baseline Rd, Ottawa, Ontario, K2C 0C6",6137232455,45.352074,-75.759558,Baseline Road,"Ottawa, Ontario, K2C 0C6",2021-05-01,large
LOBLAWS,NA,"3201 Greenbank Rd, Ottawa, Ontario, K2J 4H9",6138256262,45.267849,-75.744219,Greenbank Road (Test Collégial),"Ottawa, Ontario, K2J 4H9",2021-05-01,large
LOBLAWS,NA,"2085 Carling Ave, Ottawa, Ontario, K2A 1H2",6137223227,45.371671,-75.769587,Loblaws - Carling Avenue (Colleague Testing),"Ottawa, Ontario, K2A 1H2",2021-05-01,large
LOBLAWS,NA,"2210 Bank St, Ottawa, Ontario, K1V 1J5",6137895252,45.357238,-75.656398,Loblaws - Bank Street (Colleague Testing),"Ottawa, Ontario, K1V 1J5",2021-05-01,large
LOBLAWS,NA,"1910 St Laurent Blvd, Ottawa, Ontario, K1G 1A4",6135210880,45.399412,-75.623844,St. Laurent Boulevard,"Ottawa, Ontario, K1G 1A4",2021-05-01,large
WALMART,NA,"450 Terminal Ave, Ottawa, ON, K1G 0Z3",613-562-0500,45.413726,-75.651251,Trainyards Supercentre,"Ottawa, ON, K1G 0Z3",2021-05-01,large
WALMART,NA,"2277 Riverside Dr, Ottawa, ON, K1H 7X6",613-737-6897,45.384757,-75.679865,Ottawa Billings Bridge,"Ottawa, ON, K1H 7X6",2021-05-01,large
WALMART,NA,"1980 Ogilvie Rd, Gloucester, ON, K1J 9L3",613-842-0111,45.43177,-75.610321,Gloucester City Centre Store,"Gloucester, ON, K1J 9L3",2021-05-01,large
WALMART,NA,"1375 Baseline Rd, Ottawa, ON, K2C 3G1",613-224-2664,45.363806,-75.737554,Ottawa Baseline Supercentre,"Ottawa, ON, K2C 3G1",2021-05-01,large
WALMART,NA,"2210 Bank St, Ottawa, ON, K1V 1J5",613-247-1184,45.355491,-75.654259,Ottawa Supercentre,"Ottawa, ON, K1V 1J5",2021-05-01,large
WALMART,NA,"100 Bayshore Dr, Ottawa, ON, K2B 8C1",613-828-5482,45.347884,-75.807461,Ottawa West Store,"Ottawa, ON, K2B 8C1",2021-05-01,large
WALMART,NA,"3900 Innes Rd, Orleans, ON, K1W 1K9",613-837-9399,45.452382,-75.507931,Orleans Supercentre,"Orleans, ON, K1W 1K9",2021-05-01,large
WALMART,NA,"3651 Strandherd Dr, Barrhaven, ON, K2J 4G8",613-823-8714,45.271118,-75.741444,Barrhaven Supercentre,"Barrhaven, ON, K2J 4G8",2021-05-01,large
WALMART,NA,"500 Earl Grey Dr, Kanata, ON, K2T 1B6",613-599-6765,45.310865,-75.913884,Kanata Store,"Kanata, ON, K2T 1B6",2021-05-01,large
WALMART,NA,"5357 Fernbank Rd, Stittsville, ON, K2S 0T7",613-831-2636,45.274329,-75.872296,Kanata South Supercentre,"Stittsville, ON, K2S 0T7",2021-05-01,large
WALMART,NA,"3001 Richelieu St, Rockland, ON, K4K 0B5",613-446-5730,45.53257,-75.306828,Rockland Supercentre,"Rockland, ON, K4K 0B5",2021-05-01,large
WALMART,NA,"340 Colonnade Dr, Kemptville, ON, K0G 1J0",613-258-6295,45.028284,-75.629408,Kemptville Supercentre,"Kemptville, ON, K0G 1J0",2021-05-01,large
WALMART,NA,"450 Mcneely Ave, Carleton Place, ON, K7C 0A6",613-253-1319,45.134036,-76.124826,Carleton Place Supercentre,"Carleton Place, ON, K7C 0A6",2021-05-01,large
WALMART,NA,"114 Lombard St, Smiths Falls, ON, K7A 5B8",613-284-0838,44.892097,-76.030459,Smiths Falls Supercentre,"Smiths Falls, ON, K7A 5B8",2021-05-01,large
WALMART,NA,"980 O'brien Rd, Renfrew, ON, K7V 0B4",613-432-4676,45.4846,-76.7096,Renfrew Supercentre,"Renfrew, ON, K7V 0B4",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"760 Eagleson Rd, Kanata, Ontario, K2M 0A7",6135925701,45.282909,-75.866059,"South Kanata, Ottawa, ON (Colleague Testing)","Kanata, Ontario, K2M 0A7",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"760 Eagleson Rd, Kanata, Ontario, K2M 0A7",6135925701,45.282945,-75.866724,South Kanata,"Kanata, Ontario, K2M 0A7",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"1972 Parkedale Ave, Brockville, Ontario, K6V 7N4",6134989889,44.614024,-75.688765,Brockville,"Brockville, Ontario, K6V 7N4",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"190 Richmond Rd, Ottawa, Ontario, K1Z 6W6",6137229635,45.394305,-75.747729,"Westboro, Ottawa, ON (Colleague Testing)","Ottawa, Ontario, K1Z 6W6",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"190 Richmond Rd, Ottawa, Ontario, K1Z 6W6",6137229635,45.394265,-75.747343,Westboro,"Ottawa, Ontario, K1Z 6W6",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"4270 Innes Rd, Ottawa, Ontario, K4A 5E6",6138377887,45.456634,-75.495482,"Innes Road, Ottawa, ON (Colleague Testing)","Ottawa, Ontario, K4A 5E6",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"4270 Innes Rd, Ottawa, Ontario, K4A 5E6",6138377887,45.457124,-75.495225,South Orleans,"Ottawa, Ontario, K4A 5E6",2021-05-01,large
REAL CANADIAN SUPERSTORE,NA,"1972 Parkedale Ave, Brockville, Ontario, K6V 7N4",6134989889,44.613905,-75.68912,"Brockville, ON (Colleague Testing)","Brockville, Ontario, K6V 7N4",2021-05-01,large
FOOD BASICS,NA,3049 Jefferson Dr Brockville K6V6N7,613-345-0272,44.599033,-75.7040659,NA,NA,2021-05-01,large
FOOD BASICS,NA,150 Katimavik Road Kanata K2L 2N2,613-592-2942,45.3124188,-75.8958402,NA,NA,2021-05-01,large
FOOD BASICS,NA,"2615 Highway #43, R.R. #5 Kemptville K0G 1J0",613-258-1266,45.0199425,-75.65948999999999,NA,NA,2021-05-01,large
FOOD BASICS,NA,3712 Innes Road Orleans K1W 0C8,613-837-0650,45.4501454,-75.5174796,NA,NA,2021-05-01,large
FOOD BASICS,NA,667 Kirkwood Avenue Ottawa K1Z 8N7,613-722-7412,45.3863658,-75.7388344,NA,NA,2021-05-01,large
FOOD BASICS,NA,1670 Heron Road Ottawa K1V 0C2,613-731-0066,45.37920829999999,-75.644858,NA,NA,2021-05-01,large
FOOD BASICS,NA,"1021 Cyrville Road, Unit 1 Ottawa K1J 7S3",613-842-4445,45.42578750000001,-75.6359037,NA,NA,2021-05-01,large
FOOD BASICS,NA,900 Greenbank Road Ottawa K2J 1S8,613-823-4458,45.2847264,-75.7564617,NA,NA,2021-05-01,large
FOOD BASICS,NA,"1465 Merivale Road, Unit 13 Ottawa K2E 5N9",613-224-1544,45.3609612,-75.7340239,NA,NA,2021-05-01,large
FOOD BASICS,NA,9030 County Road 17 Rockland K4K 1V5,613-446-2825,45.5481786,-75.301749,NA,NA,2021-05-01,large
FOOD BASICS,NA,5703 Hazeldean Road Stittsville K2S 0P6,613-831-3394,45.2852452,-75.9135878,NA,NA,2021-05-01,large
SOBEY'S,NA,"2276 - Tenth Line Road, Orleans, on, K4A 0X4",613-590-9179,45.45176,-75.48502,Sobeys Orleans,"Orleans, on, K4A 0X4",2021-05-01,large
SOBEY'S,NA,"5150 Innes Road, Orleans, on, K4A 0G4",613-590-2205,45.46942,-75.45648,Sobeys Trim and Innes,"Orleans, on, K4A 0G4",2021-05-01,large
SOBEY'S,NA,"700 Terry Fox Drive, Kanata, on, K2L 4H4",613-831-1444,45.292704,-75.895607,Sobeys Kanata,"Kanata, on, K2L 4H4",2021-05-01,large
SOBEY'S,NA,"840 March Road, Kanata, on, K2W 0C9",613-599-8965,45.356598,-75.93446,Sobeys March Road,"Kanata, on, K2W 0C9",2021-05-01,large
FRESHCO,NA,"4750 Bank Street, Ottawa, on, K1J 0K8",613-822-4549,45.31869,-75.59575,FreshCo Bank & Findley Creek,"Ottawa, on, K1J 0K8",2021-05-01,large
FRESHCO,NA,"110 Lansdowne Avenue, Carleton Place, on, K7C 2T7",613-253-6141,45.13387,-76.1393,FreshCo Carleton Place Lans,"Carleton Place, on, K7C 2T7",2021-05-01,large
FRESHCO,NA,"320 McArthur Avenue, Ottawa, on, K1L 5G2",613-744-4343,45.43002,-75.65384,FreshCo McArthur & LaFontaine,"Ottawa, on, K1L 5G2",2021-05-01,large
FRESHCO,NA,"2150 Robertson Road, Nepean, on, K2H 9S1",613-726-8038,45.31919,-75.83553,FreshCo Robertson & Moodie,"Nepean, on, K2H 9S1",2021-05-01,large
FRESHCO,NA,"2480 Strandherd Dr., Building A, Ottawa, on, K2G 4S4",613-823-7269,45.27412,-75.70968,FreshCo Strandherd & Crestha,"Ottawa, on, K2G 4S4",2021-05-01,large
FRESHCO,NA,"1595 Merivale Road, Unit # 5, Ottawa, on, K2G 3J4",613-226-1651,45.35288,-75.73224,FreshCo Merivale & Meadowla,"Ottawa, on, K2G 3J4",2021-05-01,large
FOODLAND,NA,"1349 Meadow Drive, Greely, on, K4P 1N3",613-821-3016,45.265635,-75.563013,Foodland Greely,"Greely, on, K4P 1N3",2021-05-01,large
FOODLAND,NA,"5669 Main Street, Osgoode, on, K0A 2W0",613-826-2282,45.14989,-75.60212,Foodland Osgoode,"Osgoode, on, K0A 2W0",2021-05-01,large
FOODLAND,NA,"37 Plaza Drive, Iroquois, on, K0E 1K0",613-652-4814,44.84904,-75.3161,Foodland Iroquois,"Iroquois, on, K0E 1K0",2021-05-01,large
FOODLAND,NA,"11 Thorold Lane, Ingleside, on, K0C 1M0",613-537-2049,44.99745,-74.98971,Foodland Ingleside,"Ingleside, on, K0C 1M0",2021-05-01,large
FOODLAND,NA,"101-6045 Bank Street, Greely, on, K4P 0G5",613-821-3016,45.263939,-75.553599,Foodland Greely,"Greely, on, K4P 0G5",2021-05-01,large
FOODLAND,NA,"12015 Main Street West, Winchester, on, K0C 2K0",613-774-1958,45.0877,-75.37288,Foodland Winchester,"Winchester, on, K0C 2K0",2021-05-01,large
FOODLAND,NA,"148 Craig Street, Russell, on, K4R 1A1",613-445-0468,45.25696,-75.37441,Foodland Russell,"Russell, on, K4R 1A1",2021-05-01,large
FOODLAND,NA,"101-6045 Bank Street, Greely, on, K4P 0G5",613-821-3016,45.26334,-75.55429,Foodland Greely,"Greely, on, K4P 0G5",2021-05-01,large
NO FRILLS,NA,"39 Winner's Circle Dr Rr 3, Arnprior, Ontario, K7S 3G9",NA,45.421907,-76.369324,Jack & Faith's NOFRILLS Arnprior,"Arnprior, Ontario, K7S 3G9",2021-05-01,large
NO FRILLS,NA,"680 O'Brien Rd, Renfrew, Ontario, K7V 3Z4",18442958219,45.476501,-76.66007,Chris & Tanya’s NOFRILLS Renfrew,"Renfrew, Ontario, K7V 3Z4",2021-05-01,large
NO FRILLS,NA,"30 Iber Road, Stittsville, Ontario, K2S 2R1",NA,45.280904,-75.912797,Brandon & Megan's No Frills (Colleague Testing),"Stittsville, Ontario, K2S 2R1",2021-05-01,large
NO FRILLS,NA,"680 O'Brien Rd, Renfrew, Ontario, K7V 3Z4",18442958219,45.476501,-76.66007,Sterling's NOFRILLS Renfrew,"Renfrew, Ontario, K7V 3Z4",2021-05-01,large
