note,address,address2,phone,Y,X,name,update_date,fax
NA,"2950 Bank Street, Ottawa, Ontario, K1T 1N8",NA,613-260-7330,45.3469423,-75.6249438,Farm Boy,2023-09-22,613-260-7450
NA,"1500 Bank Street, Ottawa, Ontario, K1H 7Z1",NA,613-739-7199,45.3808332,-75.6694123,Farm Boy,2023-09-22,613-739-7988
NA,"1495 Richmond Road, Ottawa, Ontario, K2B 6R9",NA,613-688-2882,45.3630295,-75.7910266,Farm Boy,2023-09-22,613-688-2824
NA,"1581 Greenbank Road, Ottawa, Ontario, K2J 4Y6",NA,613-825-1810,45.2738691,-75.7471205,Farm Boy,2023-09-22,613-825-7309
NA,"585 Montreal Road, Ottawa, Ontario, K1K 4K3",NA,613-744-3463,45.4422399,-75.6447219,Farm Boy,2023-09-22,613-744-3106
NA,"457 Hazeldean Road, Ottawa, Ontario, K2L 1V1",NA,613-836-8085,45.3001758,-75.8857221,Farm Boy,2023-09-22,613-836-8094
NA,"193 Metcalfe Street, Ottawa, Ontario, K2P 0S5",NA,613-598-0257,45.4190573,-75.6934799,Farm Boy,2023-09-22,613-598-0236
NA,"1642 Merivale Road, Ottawa, Ontario, K2G 4A1",NA,613-228-7417,45.3455841,-75.732034,Farm Boy,2023-09-22,613-228-7454
NA,"3035 St. Joseph Blvd., Ottawa, Ontario, K1E 1E1",NA,613-590-1830,45.4776536,-75.5132978,Farm Boy,2023-09-22,613-590-9651
NA,"50 Rideau Street, Ottawa, Ontario, K1N 9J7",NA,613-244-1033,45.4252741,-75.6929843,Farm Boy,2023-09-22,613-244-3941
NA,"499 Terry Fox Drive, Ottawa, Ontario, K2T 1H7",NA,613-271-8727,45.3108116,-75.9199687,Farm Boy,2023-09-22,613-271-9391
NA,"6315 Hazeldean Rd, Ottawa, ON, Canada, Ottawa, Ontario, K2S 1S9",NA,613-836-4594,45.2664584,-75.9409909,Farm Boy,2023-09-22,613-836-1075
NA,"2030 Tenth Line, Ottawa, Ontario, K4A 4X4",NA,613-841-4221,45.4584073,-75.4877257,Farm Boy,2023-09-22,613-841-6677
NA,"830 Belfast Road, Ottawa, Ontario, K1G 0Z4",NA,613-288-0616,45.4127338,-75.6384394,Farm Boy,2023-09-22,613-288-0619
NA,"317 McRae Ave, Unit 1, Ottawa, Ontario, K1Z 8P4",NA,613-722-7300,45.3960489,-75.7498115,Farm Boy,2023-09-22,613-722-5258
